"id","method","family","scenario","n_rows","seed","design","scientific_question","null_or_target","generating_model","generating_truth","columns","observed_summary","report","full_output","teaching_point","data_csv","analysis_script","plot","csv_md5","results_md5"
"one_way_anova","One-way ANOVA","ANOVA","Ecologists compare seedling biomass under three independent soil treatments.",75,"1117","Twenty-five independently assigned pots per soil treatment; one biomass value per pot.","Are mean seedling biomasses equal across the three soils?","All soil-treatment population means are equal.","25 independent biomass values per soil come from normal distributions: Sand mean 4.5, Loam mean 5.4, Clay mean 5.1 g; every group has SD 0.85 g.","The equal-means null is false. All three populations share variance 0.85 squared; Loam minus Sand is truly 0.9 g.","soil: Assigned soil treatment: [category]; biomass_g: Seedling biomass from one independent pot: [g]","Ordinary ANOVA F(2, 72) = 11.59; p = 4.335e-05 | Welch ANOVA F = 8.89; denominator df = 46.37; p = 0.0005408 | Observed means (g): Sand 4.28; Loam 5.28; Clay 5.08 | Neither omnibus test identifies a specific differing pair.","Mean seedling biomass was compared across soils with ordinary ANOVA: F(2, 72) = 11.59, p = 4.335e-05. Welch ANOVA, which relaxes equal variances, gave p = 0.0005408. Use a planned contrast or adjusted pairwise comparisons to answer which means differ.","            Df Sum Sq Mean Sq F value   Pr(>F)    
soil         2  14.14   7.068   11.59 4.34e-05 ***
Residuals   72  43.92   0.610                     
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1

	One-way analysis of means (not assuming equal variances)

data:  biomass_g and soil
F = 8.8862, num df = 2.000, denom df = 46.371, p-value = 0.0005408
","The omnibus equal-means question differs from a scientific question about one particular contrast.","modules/one_way_anova/generated/data.csv","modules/one_way_anova/analysis.R","modules/one_way_anova/generated/plot.png","ce3791f372ff1191c0694e907fae1751","0021e2ec174a7849ff1dc9767eafe9fd"
"welch_anova","Welch one-way ANOVA","ANOVA","Ecologists compare seedling biomass under three independent soil treatments.",78,"1119","Independent pots in three soil treatments; sample sizes and group variances differ.","Are mean seedling biomasses equal across the three soils?","All soil-treatment population means are equal.","Independent soil groups have different sample sizes and normal biomass distributions: Sand n=20, mean 4.5, SD 0.6; Loam n=26, mean 5.4, SD 1.1; Clay n=32, mean 5.1, SD 1.5.","The true means differ, and variances differ (0.36, 1.21, and 2.25 g squared). Welch addresses the equal-means null without a shared variance.","soil: Assigned soil treatment: [category]; biomass_g: Seedling biomass from one independent pot: [g]","Welch ANOVA F = 13.65; df = 2, 49.85; p = 1.873e-05 | Group sample sizes: Sand 20; Loam 26; Clay 32 | Observed means (g): Sand 4.4; Loam 5.55; Clay 4.87 | Unequal variance is modeled; the omnibus test does not select a pair.","Welch ANOVA compared mean biomass across soils while allowing unequal variances: F(2, 49.85) = 13.65, p = 1.873e-05. This answers the same equal-means question as ordinary ANOVA; a specific pair requires an appropriate adjusted follow-up.","
	One-way analysis of means (not assuming equal variances)

data:  biomass_g and soil
F = 13.65, num df = 2.000, denom df = 49.854, p-value = 1.873e-05
","Unequal variances have a parametric solution that preserves the scientific question about means.","modules/welch_anova/generated/data.csv","modules/welch_anova/analysis.R","modules/welch_anova/generated/plot.png","3fc12dfd5300b70bbf6ecd36408a62e5","cf75d756f68563bda48fd38e48533482"
"kruskal_wallis","Kruskal–Wallis test","Nonparametric alternatives","Plant pathologists score leaf damage in three independently assigned pathogen treatments.",72,"1107","Twenty-four independent plants per treatment; ordinal damage scores run from 0 to 8.","Do damage-score distributions differ among pathogen treatments?","All groups share the same response distribution.","24 independent plants per group receive binomial damage scores with 8 trials and probabilities 0.25 (Control), 0.40 (Strain A), and 0.58 (Strain B). The score is used as an ordered severity scale.","The score distributions differ across all three generating probabilities; expected scores are 2.0, 3.2, and 4.64. The equal-distributions null is false.","treatment: Assigned pathogen treatment: [category]; damage: Ordered leaf-damage score: [score 0 to 8]","Kruskal–Wallis chi-square = 35.75; df = 2; p = 1.73e-08 | Observed medians: Control 2; Strain A 3; Strain B 4.5 | The omnibus result does not identify which pairs differ.","Damage-score distributions were compared using Kruskal–Wallis: chi-square(2) = 35.75, p = 1.73e-08. An omnibus result concerns at least one group difference; it does not identify a particular pair or generally establish different medians.","
	Kruskal-Wallis rank sum test

data:  damage by treatment
Kruskal-Wallis chi-squared = 35.745, df = 2, p-value = 1.73e-08
","An omnibus rank result identifies a group-level difference without choosing a pair.","modules/kruskal_wallis/generated/data.csv","modules/kruskal_wallis/analysis.R","modules/kruskal_wallis/generated/plot.png","9b8bca5e57542ebeab81704a743bd04f","3eb49b9818a4024c9cbf5846e9ef15fb"
"factorial_anova","Factorial ANOVA: interactions","ANOVA and contrasts","Beetle larvae from two genotypes are independently reared at two temperatures.",88,"2101","22 independent larvae per genotype × temperature combination.","Does the temperature effect on mean growth depend on genotype?","The warm-minus-cool mean growth difference is the same for genotypes A and B.","There are 22 larvae in each of four genotype-by-temperature combinations. Growth = 14 + 1.4 if genotype B + 2 if warm + 2.3 if both genotype B and warm + independent Normal(0, 2.1²) error, in mg/week. Values are not rounded.","The temperature effect is 2 mg/week in genotype A and 4.3 mg/week in B, so the interaction is 2.3 mg/week. The interaction null is false.","replicate: Larva number within a genotype/temperature combination: [ID]; genotype: Genotype A or B: [category]; heat: Cool or warm rearing condition: [category]; growth: Larval growth rate: [mg/week]","Interaction = 4.30 mg/week | 95% CI 2.80 to 5.81 | t(84) = 5.69; p = 1.78e-07","The warm-minus-cool growth effect was 4.30 mg/week greater in genotype B than A (95% CI 2.80 to 5.81; p = 1.78e-07). The interaction asks whether the temperature effect depends on genotype; a single average temperature effect would hide this difference.","
Call:
lm(formula = growth ~ genotype * heat, data = d)

Residuals:
    Min      1Q  Median      3Q     Max 
-3.8521 -1.1843 -0.0363  1.0850  4.6476 

Coefficients:
                   Estimate Std. Error t value Pr(>|t|)    
(Intercept)         14.9526     0.3779  39.567  < 2e-16 ***
genotypeB            0.2676     0.5344   0.501    0.618    
heatWarm             0.7240     0.5344   1.355    0.179    
genotypeB:heatWarm   4.3035     0.7558   5.694 1.78e-07 ***
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1

Residual standard error: 1.773 on 84 degrees of freedom
Multiple R-squared:  0.6099,	Adjusted R-squared:  0.5959 
F-statistic: 43.77 on 3 and 84 DF,  p-value: < 2.2e-16
","An interaction is a difference of differences: a main-effect summary can conceal it.","modules/factorial_anova/generated/data.csv","modules/factorial_anova/analysis.R","modules/factorial_anova/generated/plot.png","a3e5640285195fe0855f5249e4fa04b4","e59986bb9c33fc0af18468cc546fa9cb"
"ancova","ANCOVA: an adjusted group comparison","ANOVA and contrasts","Plant ecologists compare nutrient treatment while accounting for initial plant height.",90,"2102","90 independent plants; treatment groups overlap in initial height.","Do treatments differ in mean biomass at the same initial height?","The treatment mean difference is zero at a common initial height in the stated model.","45 independent plants are assigned to each treatment. Initial height is Uniform(3, 9) cm. Biomass = 2 + 1.5 × initial height + 2.4 if nutrient-treated + independent Normal(0, 1.8²) error, in g. No rounding is applied.","The nutrient treatment increases the population mean biomass by 2.4 g at any shared initial height. Both groups have slope 1.5 g/cm. The adjusted treatment null is false.","plant: Independent plant identifier: [ID]; treatment: Control or nutrient addition: [category]; initial: Height before treatment: [cm]; biomass: Final dry biomass: [g]","Adjusted nutrient minus control = 2.65 g | 95% CI 1.84 to 3.45 | t(87) = 6.55; p = 3.797e-09","At the same initial height, nutrient-treated plants had 2.65 g greater mean biomass (95% CI 1.84 to 3.45; p = 3.797e-09). This fitted model assumes a common height slope; the adjusted treatment comparison is supported by overlapping height ranges.","
Call:
lm(formula = biomass ~ treatment + initial, data = d)

Residuals:
   Min     1Q Median     3Q    Max 
-3.692 -1.195  0.030  1.050  4.634 

Coefficients:
                  Estimate Std. Error t value Pr(>|t|)    
(Intercept)         2.1147     0.7830   2.701  0.00831 ** 
treatmentNutrient   2.6479     0.4040   6.555  3.8e-09 ***
initial             1.4427     0.1212  11.900  < 2e-16 ***
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1

Residual standard error: 1.899 on 87 degrees of freedom
Multiple R-squared:  0.6571,	Adjusted R-squared:  0.6492 
F-statistic: 83.35 on 2 and 87 DF,  p-value: < 2.2e-16
","The scientific comparison holds the covariate fixed; the raw mean comparison is different.","modules/ancova/generated/data.csv","modules/ancova/analysis.R","modules/ancova/generated/plot.png","745260b161756e53768e0e441da4f277","fd743c8840f1467a9a3c33312ce00f8c"
"repeated_anova","Repeated-measures ANOVA","Repeated and clustered data","Physiologists measure the same animals at four assay temperatures.",96,"2103","Each of 24 animals provides all four measurements.","Are mean oxygen-use rates equal across temperatures within animals?","All four population temperature means are equal.","24 animals are measured at 15, 20, 25 and 30°C. Oxygen use = 8 + 0.35 × (temperature − 15) + an animal-specific Normal(0, 2²) intercept + independent Normal(0, 1.3²) observation error. Intercepts are shared within animals, producing repeated-measure dependence and a spherical covariance structure. No rounding is applied.","Population means are 8, 9.75, 11.5 and 13.25 µmol/hour. The endpoint difference is 5.25 µmol/hour and the equal-means null is false.","temperature: Assay temperature: [°C]; subject: Animal measured at all four temperatures: [ID]; oxygen: Measured oxygen consumption: [µmol/hour]","Condition F(3, 69) = 84.32 | Omnibus p = 4.966e-23 | Planned 30−15°C mean difference = 5.68 µmol/hour | 95% CI 4.99 to 6.38","Within the same 24 animals, temperature means differed (F(3, 69) = 84.32, p = 4.966e-23). The prespecified 30−15°C mean increase was 5.68 µmol/hour (95% CI 4.99 to 6.38). The repeated-measures F test assumes sphericity; the experiment has 24 independent animals, not 96 independent rows.","
Error: subject
          Df Sum Sq Mean Sq F value Pr(>F)
Residuals 23  285.9   12.43               

Error: subject:condition
          Df Sum Sq Mean Sq F value Pr(>F)    
condition  3  467.9  155.98   84.32 <2e-16 ***
Residuals 69  127.6    1.85                   
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1","The subject ID, not the row, defines independent replication.","modules/repeated_anova/generated/data.csv","modules/repeated_anova/analysis.R","modules/repeated_anova/generated/plot.png","ed16bc531fd35f4760bc0378ce6fda96","2c79d02e7391dfd7548bf4633f7d66e0"
"friedman","Friedman test","Nonparametric alternatives","Sensory biologists record activity scores from each insect under three light conditions.",54,"1108","Eighteen independent insects each complete all three conditions in randomized order.","Do light conditions differ after accounting for insect-to-insect variation?","Within blocks, condition labels are exchangeable: no systematic condition effect.","18 insects each receive all 3 conditions. Each insect has a Normal(5, 1.3 SD) baseline; Dim, Moderate, and Bright add 0, 0.8, and 1.6. Independent Normal(0, 1 SD) noise is added, then scores are rounded and restricted to 0–10.","Condition effects exist before rounding (0, +0.8, +1.6), and condition score distributions differ after rounding. Repeated observations share an insect baseline.","insect: Independent insect/block identifier: [none]; condition: Light condition: [category]; activity_score: Rounded and bounded activity measure: [score 0 to 10]","Independent blocks = 18; conditions = 3 | Friedman chi-square = 17.63; df = 2; p = 0.0001482 | Condition medians: Dim 5; Moderate 6; Bright 7","For 18 insects measured under all three conditions, the Friedman comparison gave chi-square(2) = 17.63, p = 0.0001482. This tests a systematic condition effect within insects; it does not identify which conditions differ.","
	Friedman rank sum test

data:  activity_score and condition and insect
Friedman chi-squared = 17.633, df = 2, p-value = 0.0001482
","Rank within each insect so that between-insect differences do not masquerade as condition effects.","modules/friedman/generated/data.csv","modules/friedman/analysis.R","modules/friedman/generated/plot.png","7338b38879b9fab0e978bac606d66b74","3ddf9ff9f74a3566392a244c4073b65a"
"tukey","Tukey / Tukey–Kramer comparisons","ANOVA and contrasts","Plant growth is compared across four nutrient regimes.",80,"2104","20 independent plants per regime; all procedures use the same simulated dataset.","Which pairs of nutrient means differ?","For each pair, the two population means are equal.","20 independent plants per nutrient regime have normal biomass with means 8, 9, 11.3 and 12.1 g for A–D and a common SD of 1.7 g. Values are not rounded. The identical dataset is regenerated separately for each comparison procedure.","Population means for A–D are 8, 9, 11.3 and 12.1 g; all distinct pairwise mean-equality nulls are false.","plant: Independent plant identifier: [ID]; nutrient: Nutrient regime A–D: [category]; biomass: Dry biomass: [g]","Family: all six pairwise nutrient comparisons | D minus C = 1.42 g | Simultaneous 95% CI 0.04 to 2.80 | Tukey-adjusted p = 0.0415","Regime D exceeded C by 1.42 g (simultaneous 95% CI 0.04 to 2.80; Tukey-adjusted p = 0.0415). The interval and p-value account for all six pairwise comparisons; they do not protect every possible weighted contrast.","            Df Sum Sq Mean Sq F value   Pr(>F)    
nutrient     3  222.4   74.14   26.94 5.68e-12 ***
Residuals   76  209.2    2.75                     
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1
  Tukey multiple comparisons of means
    95% family-wise confidence level

Fit: aov(formula = biomass ~ nutrient, data = d)

$nutrient
        diff         lwr      upr     p adj
B-A 1.037343 -0.34073261 2.415418 0.2056314
C-A 2.905036  1.52696022 4.283111 0.0000025
D-A 4.322102  2.94402599 5.700177 0.0000000
C-B 1.867693  0.48961729 3.245768 0.0035291
D-B 3.284759  1.90668306 4.662834 0.0000001
D-C 1.417066  0.03899023 2.795141 0.0415003
","Protect the family of all six pairwise mean comparisons.","modules/tukey/generated/data.csv","modules/tukey/analysis.R","modules/tukey/generated/plot.png","503801c42edff46322074a9dce6d1a0e","9757887a13b9b73fd319d50f97af27bb"
"fisher_lsd","Fisher least significant difference","ANOVA and contrasts","Plant growth is compared across four nutrient regimes.",80,"2104","20 independent plants per regime; all procedures use the same simulated dataset.","What does an unadjusted pairwise comparison after the ANOVA gate test?","For a chosen pair, the two population means are equal.","20 independent plants per nutrient regime have normal biomass with means 8, 9, 11.3 and 12.1 g for A–D and a common SD of 1.7 g. Values are not rounded. The identical dataset is regenerated separately for each comparison procedure.","Population means for A–D are 8, 9, 11.3 and 12.1 g; all distinct pairwise mean-equality nulls are false.","plant: Independent plant identifier: [ID]; nutrient: Nutrient regime A–D: [category]; biomass: Dry biomass: [g]","Omnibus p = 5.683e-12 | A - B = -1.04 g | Individual 95% CI -2.08 to 0.01 | Unadjusted p = 0.05163 | Protected LSD first requires a significant omnibus test.","The omnibus test had p = 5.683e-12, so the protected LSD gate is passed in this example. The A - B difference was -1.04 g (individual 95% CI -2.08 to 0.01; unadjusted p = 0.05163). This gate does not generally protect all pairwise decisions when some of four or more means differ; use Tukey for the all-pairs family.","
Call:
lm(formula = biomass ~ nutrient, data = d)

Residuals:
    Min      1Q  Median      3Q     Max 
-3.6874 -1.0377  0.1064  1.2669  3.2888 

Coefficients:
            Estimate Std. Error t value Pr(>|t|)    
(Intercept)   8.2277     0.3710  22.179  < 2e-16 ***
nutrientB     1.0373     0.5246   1.977   0.0516 .  
nutrientC     2.9050     0.5246   5.537 4.21e-07 ***
nutrientD     4.3221     0.5246   8.239 3.85e-12 ***
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1

Residual standard error: 1.659 on 76 degrees of freedom
Multiple R-squared:  0.5153,	Adjusted R-squared:  0.4962 
F-statistic: 26.94 on 3 and 76 DF,  p-value: 5.683e-12

 contrast estimate    SE df lower.CL upper.CL t.ratio p.value
 A - B       -1.04 0.525 76    -2.08  0.00753  -1.977  0.0516
 A - C       -2.91 0.525 76    -3.95 -1.86016  -5.537 <0.0001
 A - D       -4.32 0.525 76    -5.37 -3.27723  -8.239 <0.0001
 B - C       -1.87 0.525 76    -2.91 -0.82282  -3.560  0.0006
 B - D       -3.28 0.525 76    -4.33 -2.23988  -6.261 <0.0001
 C - D       -1.42 0.525 76    -2.46 -0.37219  -2.701  0.0085

Confidence level used: 0.95 ","An omnibus gate plus unadjusted comparisons is not general all-pairs protection.","modules/fisher_lsd/generated/data.csv","modules/fisher_lsd/analysis.R","modules/fisher_lsd/generated/plot.png","503801c42edff46322074a9dce6d1a0e","86af80950739b295af9828888b485f74"
"scheffe","Scheffé contrasts","ANOVA and contrasts","Plant growth is compared across four nutrient regimes.",80,"2104","20 independent plants per regime; all procedures use the same simulated dataset.","Does the average of regimes C and D differ from the average of A and B?","The contrast (μC + μD)/2 − (μA + μB)/2 is zero.","20 independent plants per nutrient regime have normal biomass with means 8, 9, 11.3 and 12.1 g for A–D and a common SD of 1.7 g. Values are not rounded. The identical dataset is regenerated separately for each comparison procedure.","Population means for A–D are 8, 9, 11.3 and 12.1 g; all distinct pairwise mean-equality nulls are false. The specified (C+D)/2 − (A+B)/2 contrast equals 3.2 g.","plant: Independent plant identifier: [ID]; nutrient: Nutrient regime A–D: [category]; biomass: Dry biomass: [g]","Contrast: (C + D)/2 − (A + B)/2 | Estimated difference = 3.09 g | Scheffé 95% CI 2.03 to 4.16 | Scheffé-adjusted p = 9.177e-11","The average of regimes C and D exceeded the average of A and B by 3.09 g (Scheffé simultaneous 95% CI 2.03 to 4.16; adjusted p = 9.177e-11). Using rank 3 protects all mean contrasts among these four groups, a larger family than the pairwise comparisons protected by Tukey.","
Call:
lm(formula = biomass ~ nutrient, data = d)

Residuals:
    Min      1Q  Median      3Q     Max 
-3.6874 -1.0377  0.1064  1.2669  3.2888 

Coefficients:
            Estimate Std. Error t value Pr(>|t|)    
(Intercept)   8.2277     0.3710  22.179  < 2e-16 ***
nutrientB     1.0373     0.5246   1.977   0.0516 .  
nutrientC     2.9050     0.5246   5.537 4.21e-07 ***
nutrientD     4.3221     0.5246   8.239 3.85e-12 ***
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1

Residual standard error: 1.659 on 76 degrees of freedom
Multiple R-squared:  0.5153,	Adjusted R-squared:  0.4962 
F-statistic: 26.94 on 3 and 76 DF,  p-value: 5.683e-12

 contrast                    estimate    SE df lower.CL upper.CL t.ratio
 CD average minus AB average     3.09 0.371 76     2.03     4.16   8.343
 p.value
 <0.0001

Confidence level used: 0.95 
Conf-level adjustment: scheffe method with rank 3 
P value adjustment: scheffe method with rank 3 ","A weighted contrast asks a specific biological question; Scheffé protects the larger all-contrast family.","modules/scheffe/generated/data.csv","modules/scheffe/analysis.R","modules/scheffe/generated/plot.png","503801c42edff46322074a9dce6d1a0e","96f7a7458d3730fbc9ac14180a5d3080"
"dunn","Dunn rank comparisons","Rank methods","Ecologists compare skewed leaf-damage measurements among four treatments.",84,"2105","21 independent leaves from different plants per treatment.","Which pairs differ in their rank tendencies?","For a chosen pair, pooled-rank tendencies are equal under the common-distribution null.","21 independent leaves in each of four groups have log-normal damage. Log damage is Normal(mean, 0.48²), with means 1.2, 1.3, 1.7 and 1.9 for A–D. Damage remains positive and unrounded. All leaves come from different plants.","Group distributions differ; their population medians are exp(1.2), exp(1.3), exp(1.7) and exp(1.9) mm². Dunn tests pooled-rank tendencies, not arithmetic mean equality. The distributions also differ in original-scale spread.","leaf: Independent leaf from a distinct plant: [ID]; treatment: Treatment A–D: [category]; damage: Area removed from a leaf: [mm²]","Kruskal–Wallis p = 1.352e-05 | Highlighted pair: B - D | Dunn z = -4.30 | Two-sided Holm-adjusted p = 0.0001018","Across the six rank comparisons, the highlighted B - D comparison had Dunn z = -4.30 and two-sided Holm-adjusted p = 0.0001018. This compares pooled rank tendencies; with unequal distribution shapes, it is not simply a test of equal medians. The smallest adjusted p-value is highlighted after protecting the full six-pair family.","
	Kruskal-Wallis rank sum test

data:  damage by treatment
Kruskal-Wallis chi-squared = 25.276, df = 3, p-value = 1.352e-05

$chi2
[1] 25.27627

$Z
[1]  0.5693239 -2.5682832 -3.1376070 -3.7322342 -4.3015580 -1.1639510

$altP
[1] 5.691364e-01 1.022036e-02 1.703331e-03 1.897889e-04 1.696014e-05
[6] 2.444439e-01

$altP.adjusted
[1] 0.5691363809 0.0306610890 0.0068133231 0.0009489447 0.0001017608
[6] 0.4888877458

$comparisons
[1] ""A - B"" ""A - C"" ""B - C"" ""A - D"" ""B - D"" ""C - D""
","After choosing a rank question, retain multiplicity protection for pairwise follow-ups.","modules/dunn/generated/data.csv","modules/dunn/analysis.R","modules/dunn/generated/plot.png","b23179b62806c73e46fb6e09cde238c9","2b965813c8c40f57ba64d553f9b7a4b6"
"pearson","Pearson correlation","Association","Evolutionary biologists measure wing and tail lengths in adult birds from a single population.",45,"1112","Each independent bird contributes one pair of continuous traits.","Are wing and tail lengths linearly associated in this population?","The population Pearson correlation is zero.","45 independent wing lengths are Normal(75, 5 SD). Tail length is 15 + 0.55 times wing length + independent Normal(0, 3.5 SD) noise.","The generating population Pearson correlation is 0.55*5 / sqrt((0.55*5)^2 + 3.5^2), approximately 0.618. It is not the observed sample correlation.","bird: Independent bird identifier: [none]; wing_mm: Wing length: [mm]; tail_mm: Tail length: [mm]","Pearson r = 0.700 | 95% CI for population correlation: 0.512 to 0.824 | t = 6.43; df = 43; p = 8.606e-08","Wing and tail lengths had Pearson r = 0.700 (95% CI 0.512 to 0.824), p = 8.606e-08. This describes linear association within the sampled population; it does not establish that one trait causes the other.","
	Pearson's product-moment correlation

data:  d$wing_mm and d$tail_mm
t = 6.4317, df = 43, p-value = 8.606e-08
alternative hypothesis: true correlation is not equal to 0
95 percent confidence interval:
 0.5119136 0.8243291
sample estimates:
      cor 
0.7002284 
","Correlation describes linear association symmetrically; causal direction and a slope are separate questions.","modules/pearson/generated/data.csv","modules/pearson/analysis.R","modules/pearson/generated/plot.png","82a6060616cc98d777511f5e98683c14","9bb0144882a2137e42b387a21aedef31"
"spearman","Spearman rank correlation","Nonparametric alternatives","Microbial ecologists compare soil salinity with bacterial richness across independent soil cores.",45,"1113","Forty-five independent sites contribute one salinity and richness measurement each.","Does bacterial richness tend to decline as salinity increases?","The population Spearman rank correlation is zero.","45 independent site salinities are Uniform(0.5, 8). Richness is 90 - 25*log(salinity + 1) + Normal(0, 7 SD) noise, rounded to the nearest taxon.","The underlying mean response decreases nonlinearly with salinity, creating a negative monotonic association. No fixed numeric population Spearman coefficient was specified.","site: Independent site identifier: [none]; salinity_ppt: Soil salinity: [parts per thousand]; richness: Observed bacterial taxon richness: [taxa]","Spearman rho = -0.752; n = 45 | S = 26599.8; asymptotic two-sided p = 2.549e-09 | The coefficient describes rank association, not a change in taxa per ppt.","Salinity and bacterial richness had Spearman rho = -0.752 (two-sided p = 2.549e-09). This quantifies their monotonic rank association. It does not estimate a change in mean richness per unit salinity.","
	Spearman's rank correlation rho

data:  d$salinity_ppt and d$richness
S = 26600, p-value = 2.549e-09
alternative hypothesis: true rho is not equal to 0
sample estimates:
       rho 
-0.7522922 
","Ranks can summarize a monotonic curve without claiming a constant change in the original response units.","modules/spearman/generated/data.csv","modules/spearman/analysis.R","modules/spearman/generated/plot.png","1e8fdc13f9d456ed8b271e5bd72fb6d5","6fa661095ccd6030c3db2455b2d53566"
"simple_lm","Simple linear regression","Regression","Plant ecologists grow seedlings under a gradient of nitrogen supply.",36,"1114","Thirty-six independently assigned pots receive one nitrogen level and yield one biomass measurement.","How much does mean seedling biomass change per additional mg of nitrogen?","The population slope of mean biomass on nitrogen is zero.","36 nitrogen doses are Uniform(0, 12) mg. Independent biomass values follow 2.2 + 0.42*nitrogen + Normal(0, 0.8 SD).","The conditional mean intercept is 2.2 g and slope is +0.42 g per mg nitrogen. The zero-slope null is false.","pot: Independent pot identifier: [none]; nitrogen_mg: Assigned nitrogen dose: [mg]; biomass_g: Seedling biomass: [g]","Slope = 0.414 g biomass per mg nitrogen | 95% slope CI: 0.329 to 0.499 | Slope t = 9.90; df = 34; p = 1.525e-11 | R-squared = 0.742","Each additional mg of nitrogen was associated with 0.414 g higher mean biomass (95% CI 0.329 to 0.499); slope t(34) = 9.90, p = 1.525e-11. The narrow band concerns mean biomass; the wider prediction limits concern a new individual pot.","
Call:
lm(formula = biomass_g ~ nitrogen_mg, data = d)

Residuals:
    Min      1Q  Median      3Q     Max 
-1.8507 -0.4546 -0.1079  0.4972  1.9486 

Coefficients:
            Estimate Std. Error t value Pr(>|t|)    
(Intercept)  2.21791    0.29034   7.639 7.05e-09 ***
nitrogen_mg  0.41409    0.04185   9.896 1.52e-11 ***
---
Signif. codes:  0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1

Residual standard error: 0.811 on 34 degrees of freedom
Multiple R-squared:  0.7423,	Adjusted R-squared:  0.7347 
F-statistic: 97.93 on 1 and 34 DF,  p-value: 1.525e-11

                2.5 %    97.5 %
(Intercept) 1.6278685 2.8079514
nitrogen_mg 0.3290528 0.4991331","Choose confidence intervals for a mean response and prediction intervals for a new individual pot.","modules/simple_lm/generated/data.csv","modules/simple_lm/analysis.R","modules/simple_lm/generated/plot.png","1e657ba0cf8200ba9e151d2430975b6b","d2584b4b6658a1c510d2d59c28fbe27c"
