doi,paper_title,paper_authors,first_author,paper_year,paper_journal,session_id,kingdom,phylum,class,order,family,subfamily,genus,species,tau_mean_hours,tau_sd_hours,tau_sem_hours,tau_min_hours,tau_max_hours,sample_size,sex,age_class,genotype,strain,light_condition,temperature_celsius,measurement_method,tissue_or_output,collection_locality,country,source_page,source_context,extraction_reasoning,accepted_name,gbif_key,taxonomy_note,extraction_confidence,flag_for_review,source_type,pdf_source,pdf_filename,pdf_url,notes,processed_date,calibrated_confidence,consensus_agreement,extraction_trace_id,audit_status,audit_session,audit_prior_values,pdf_path
10.1371/journal.pbio.1001367,CULLIN-3 Controls TIMELESS Oscillations in the Drosophila Circadian Clock,"Grima, Brigitte; Dognon, Alexandre; Lamouroux, Annie; Chélot, Elisabeth; Rouyer, François",Grima,2012,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,26.8,0.9,0.0919,,,96,mixed,,w-; tim-gal4; UAS-gfp-Cul-3K717R,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,CUL-3 K717R in TIM neurons; SEM computed from SD/√n,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001367.pdf
10.1371/journal.pbio.1001367,CULLIN-3 Controls TIMELESS Oscillations in the Drosophila Circadian Clock,"Grima, Brigitte; Dognon, Alexandre; Lamouroux, Annie; Chélot, Elisabeth; Rouyer, François",Grima,2012,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,24.1,0.1,0.0164,,,37,mixed,,"w-; tim-gal4; cry-gal4, UAS-gfp-Cul-3K717R/UAS-gfp-Cul-3K717R",,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,CUL-3 K717R in TIM and CRY neurons; SEM computed from SD/√n,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001367.pdf
10.1371/journal.pbio.1001367,CULLIN-3 Controls TIMELESS Oscillations in the Drosophila Circadian Clock,"Grima, Brigitte; Dognon, Alexandre; Lamouroux, Annie; Chélot, Elisabeth; Rouyer, François",Grima,2012,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,23.3,0.1,0.0177,,,32,mixed,,w-; UAS-flag-Cul-3K717R/UAS-gfp-Cul-3K717R,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,CUL-3 K717R expression; SEM computed from SD/√n,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001367.pdf
10.1371/journal.pbio.1001367,CULLIN-3 Controls TIMELESS Oscillations in the Drosophila Circadian Clock,"Grima, Brigitte; Dognon, Alexandre; Lamouroux, Annie; Chélot, Elisabeth; Rouyer, François",Grima,2012,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,27.4,2.9,0.6047,,,23,mixed,,w-; tim-gal4; UAS-flag-Cul-3K717R/+,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,"CUL-3 K717R in TIM neurons, one copy; SEM computed from SD/√n",2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001367.pdf
10.1371/journal.pbio.1001367,CULLIN-3 Controls TIMELESS Oscillations in the Drosophila Circadian Clock,"Grima, Brigitte; Dognon, Alexandre; Lamouroux, Annie; Chélot, Elisabeth; Rouyer, François",Grima,2012,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,24.3,0.1,0.0183,,,30,mixed,,w-; UAS-Cul-3-I-C,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,CUL-3 I-C isoform; SEM computed from SD/√n,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001367.pdf
10.1371/journal.pbio.1001367,CULLIN-3 Controls TIMELESS Oscillations in the Drosophila Circadian Clock,"Grima, Brigitte; Dognon, Alexandre; Lamouroux, Annie; Chélot, Elisabeth; Rouyer, François",Grima,2012,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,25.4,0.7,0.101,,,48,mixed,,w-; tim-gal4; UAS-Cul-3-I-C,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,CUL-3 I-C in TIM neurons; SEM computed from SD/√n,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001367.pdf
10.1371/journal.pbio.1001367,CULLIN-3 Controls TIMELESS Oscillations in the Drosophila Circadian Clock,"Grima, Brigitte; Dognon, Alexandre; Lamouroux, Annie; Chélot, Elisabeth; Rouyer, François",Grima,2012,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,24.0,0.2,0.0354,,,32,mixed,,w-; UAS-gfp-Cul-3K717R/UAS-Cul-3-I-C,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,CUL-3 K717R and I-C double transgene; SEM computed from SD/√n,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001367.pdf
10.1371/journal.pbio.1001367,CULLIN-3 Controls TIMELESS Oscillations in the Drosophila Circadian Clock,"Grima, Brigitte; Dognon, Alexandre; Lamouroux, Annie; Chélot, Elisabeth; Rouyer, François",Grima,2012,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,28.5,3.8,0.5171,,,54,mixed,,w-; tim-gal4; UAS-gfp-Cul-3K717R/UAS-Cul-3-I-C,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,CUL-3 K717R and I-C in TIM neurons; SEM computed from SD/√n,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001367.pdf
10.1371/journal.pbio.1001367,CULLIN-3 Controls TIMELESS Oscillations in the Drosophila Circadian Clock,"Grima, Brigitte; Dognon, Alexandre; Lamouroux, Annie; Chélot, Elisabeth; Rouyer, François",Grima,2012,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,24.3,0.1,0.0158,,,40,mixed,,w-; UAS-gfp-Cul-3,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,Wild-type CUL-3 overexpression; SEM computed from SD/√n,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001367.pdf
10.1371/journal.pbio.1001367,CULLIN-3 Controls TIMELESS Oscillations in the Drosophila Circadian Clock,"Grima, Brigitte; Dognon, Alexandre; Lamouroux, Annie; Chélot, Elisabeth; Rouyer, François",Grima,2012,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,25.4,1.6,0.32,,,25,mixed,,w-; tim-gal4; UAS-gfp-Cul-3,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,Wild-type CUL-3 in TIM neurons; SEM computed from SD/√n,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001367.pdf
10.1371/journal.pbio.1001367,CULLIN-3 Controls TIMELESS Oscillations in the Drosophila Circadian Clock,"Grima, Brigitte; Dognon, Alexandre; Lamouroux, Annie; Chélot, Elisabeth; Rouyer, François",Grima,2012,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,25.3,0.2,0.0204,,,96,mixed,,w-; tim-gal4,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,Control flies; SEM computed from SD/√n,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001367.pdf
10.1371/journal.pbio.1001367,CULLIN-3 Controls TIMELESS Oscillations in the Drosophila Circadian Clock,"Grima, Brigitte; Dognon, Alexandre; Lamouroux, Annie; Chélot, Elisabeth; Rouyer, François",Grima,2012,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,23.9,0.4,0.0512,,,61,mixed,,w-; Pdf-gal4; UAS-Cul-3RNAi (20°C),,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,CUL-3 knockdown at 20°C; SEM computed from SD/√n,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001367.pdf
10.1371/journal.pbio.1001367,CULLIN-3 Controls TIMELESS Oscillations in the Drosophila Circadian Clock,"Grima, Brigitte; Dognon, Alexandre; Lamouroux, Annie; Chélot, Elisabeth; Rouyer, François",Grima,2012,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,24.6,0.2,0.0267,,,56,mixed,,w-; Pdf-gal4 (20°C),,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,Control at 20°C; SEM computed from SD/√n,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001367.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,23.6,,,,,12,mixed,,w; tim-GAL4/+,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,Wild-type control,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,24.9,,,,,16,mixed,,w; UAS-Cklla^TK,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,CK2alpha overexpression,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,30.9,,,,,21,mixed,,w; tim-GAL4/UAS-Cklla^TK,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,tim-GAL4 × UAS-Cklla^TK combination,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,27.8,,,,,16,mixed,,w; tim-GAL4/UAS-Cklla^TK,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,Different experiment replicate,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,24.1,,,,,9,mixed,,w; UAS-Ckllb/+,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,CK2beta overexpression,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,24.6,,,,,16,mixed,,w; tim-GAL4/UAS-Ckllb,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,tim-GAL4 × UAS-Ckllb combination,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,24.8,,,,,14,mixed,,w; UAS-Ckllb RNAi 17520 R-2,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,CK2beta RNAi knockdown,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,32.1,,,,,14,mixed,,w; tim-GAL4/CyO; UAS-Ckllb RNAi 17520 R-2,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,tim-GAL4 × UAS-Ckllb RNAi combination,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,23.6,,,,,16,mixed,,w; UAS-FLAG-Ckllb,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,FLAG-tagged CK2beta,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,24.6,,,,,8,mixed,,w; tim-GAL4/UAS-FLAG-Ckllb,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,tim-GAL4 × UAS-FLAG-Ckllb combination,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,23.4,,,,,14,mixed,,w; UAS-Ckllb RNAi #108845; UAS-Ckllb RNAi #32377/+,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,Double RNAi knockdown,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,31.2,,,,,26,mixed,,w; UAS-Ckllb RNAi #108845; UAS-Ckllb RNAi #32377/+,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,Different experiment replicate,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,24.4,,,,,15,mixed,,w; gal1118/+,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,GAL4 control,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,33.1,,,,,29,mixed,,w; gal1118/UAS-Ckllb RNAi #32377,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,GAL4 × UAS-Ckllb RNAi,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,24.5,,,,,15,mixed,,w; UAS-Ckllb-VIRa/+,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,CK2beta isoform a,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,24.2,,,,,14,mixed,,w; UAS-Ckllb-VIIb/+,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,CK2beta isoform b,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,23.8,,,,,16,mixed,,w; UAS-Ckllb-VIIc/+,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,CK2beta isoform c,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,24.8,,,,,17,mixed,,w; UAS-Ckllb-VIIa/+; gal1118/UAS-Ckllb RNAi #32377,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,Rescue with isoform a,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,24.5,,,,,24,mixed,,w; UAS-Ckllb-VIIb/+; gal1118/UAS-Ckllb RNAi #32377,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,Rescue with isoform b,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,25.0,,,,,16,mixed,,w; UAS-Ckllb-VIIc/+; gal1118/UAS-Ckllb RNAi #32377,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,Rescue with isoform c,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,25.4,,,,,15,mixed,,w; UAS-Ckllb-Ile29/+; gal1118/UAS-Ckllb RNAi #32377,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,Ile29 substitution,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,25.1,,,,,16,mixed,,w; UAS-Ckllb-Phe3/+; gal1118/UAS-Ckllb RNAi #32377,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,Phe3 substitution,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,23.6,,,,,16,mixed,,w; UAS-gfp/+; gal1118/+,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,GFP control,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,32.9,,,,,30,mixed,,w; UAS-gfp/+; gal1118/UAS-Ckllb RNAi #32377,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,GFP + UAS-Ckllb RNAi,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,24.7,,,,,15,mixed,,w; tim-GAL4/UAS-FLAG-Ckllb,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,tim-GAL4 × UAS-FLAG-Ckllb,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
10.1371/journal.pbio.1001645,The CK2 Kinase Stabilizes CLOCK and Represses Its Activity in the Drosophila Circadian Oscillator,"Szabó, Áron; Papin, Christian; Zorn, Daniela; Ponien, Prishila; Weber, Frank; Raabe, Thomas; Rouyer, François",Szabó,2013,PLoS Biology,20260329T190000,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,24.6,,,,,14,mixed,,w; UAS-FLAG-Ckllb/+; gal1118/UAS-Ckllb RNAi #32377,,DD,,locomotor_activity,,,,,,,"Drosophila melanogaster Meigen, 1830",5073713,,0.85,False,primary,,,,FLAG-Ckllb rescue,2026-03-29,,,,,,,pdfs/Unknown/10.1371_journal.pbio.1001645.pdf
