"lifestyle risk assesment","years lived post 60"
4.28573673316259,14
3.63963016828884,13
2.18531837147594,19
4.69469825026854,17
3.328594241774,13
1.37025594421738,18
4.15787863506606,17
3.53614365942934,18
3.60930844243436,8
4.46300322732614,12
5.21673175129771,9
3.93616607513511,24
3.62682979271763,11
5.76136027670447,12
5.54428326160259,13
3.73924192823389,13
4.12294968134952,14
4.34034155699527,9
3.59938843817053,21
3.81199440498268,7
2.47812079402321,11
3.74954841540134,16
3.02434217705201,18
3.24826695923272,11
4.57694624848119,14
4.83201749505535,10
3.8009970427862,13
4.13025180831772,20
2.9425115728274,19
2.70218907489903,11
2.35167576582664,12
4.10929310022544,16
3.90760269323568,13
5.0620291809853,17
1.48544342999807,16
2.65852694307184,15
3.1824914187226,10
4.96268897363847,18
3.45394731824597,13
4.00015676465801,11
3.25721486234105,12
3.47276675255363,23
5.30329072055032,12
2.11367581775505,16
2.79198092873523,9
5.66408121496387,21
3.97995176124366,13
4.92406797949767,17
3.32856459101708,19
3.74045504884615,10
4.14469652175976,16
1.91562027420651,13
3.2886180052305,1
5.27048897616023,13
1.35808919571797,15
2.91225595885299,10
4.28840684899204,13
1.72911859871964,9
2.33940231731919,14
2.3034620676466,10
3.38220862083773,11
5.34505888100588,8
4.91760984665867,12
3.23030433858205,15
4.72610757642163,7
4.92974420477924,11
3.33133304143005,20
2.08553289842666,13
4.19003126543806,17
3.30510567981379,17
2.26056682289266,11
4.65223818671995,9
4.1917018602469,19
4.46368025345545,15
2.93342868461758,20
2.87138983763085,18
4.10120180954723,19
3.33385359395451,19
2.32966908829862,13
3.75157872272508,14
1.84006772340702,13
3.78135531760604,20
3.8399580994793,23
3.47611241919346,17
3.7050754304555,19
3.98286114780215,12
4.09733395470279,10
4.71615325617062,17
2.94880115320759,18
1.812081966141,16
3.58447432672317,14
3.7788559266911,12
3.40671442612242,14
3.59538817757693,11
2.28163814844791,13
2.87428940581886,16
4.5874433481403,14
2.48280438187321,12
4.57749307741544,18
4.21507338056843,6
3.8547946225452,23
3.85599192463204,15
2.93078191910838,23
4.48713827326877,16
3.51716368429265,12
4.73129668007296,17
4.69073689988297,16
4.11233368991437,19
3.05446595781807,15
3.11177885439748,16
3.97848414894324,17
2.21469472825072,20
3.55812755274435,13
4.39603214773845,16
4.04821182687271,24
4.3162563183872,11
4.18593106928318,16
3.62632950397258,15
1.97347662839918,13
2.50929823752887,16
3.60994617368457,8
4.13285699748129,8
2.02829349324147,12
2.09503656309946,15
3.90678923696468,18
4.12832463326952,9
3.73316747694279,13
4.27651366717337,18
3.19339617411873,9
4.02192915247194,12
2.64166027398899,15
5.36714999410096,20
4.62777231136274,15
4.38877394112235,15
4.18663651777357,16
3.54570124580272,18
3.44270025365963,18
4.53299970460519,20
3.8074230322405,18
4.08172876830403,19
3.98011658439104,13
2.7303135903117,12
3.63118310312301,10
3.43715171334975,14
3.52784666818055,11
4.40216898782123,15
4.74475579393235,13
3.46228889811242,17
3.14321106989632,14
2.7167082026645,16
4.85903082271483,17
3.08663745959277,12
4.98573818122407,17
3.0988602515567,11
4.63817932007827,15
1.88847284139435,13
4.28538892829577,15
3.71374901382762,13
5.26993875879068,15
3.68853437612335,21
3.72695527714913,7
3.56480079504068,18
3.02935172132667,15
4.53046649477243,21
5.17299352187335,15
3.34776728585034,11
3.11157522706612,10
5.89867578806043,16
5.6041388574121,11
3.44417962169023,21
4.82902358803001,16
3.28686876577084,15
2.0722678570481,17
3.44041791912368,9
3.94761745952837,22
2.57369584976978,18
2.31394798951714,16
3.8162087067327,15
5.69022667011795,12
4.41208230084945,21
4.25249900155742,12
2.69453936825097,7
2.25513902659978,15
4.11497622729825,22
2.86535750625292,12
3.36220776116167,10
3.51698785618673,11
3.933730497892,9
4.85745438367854,15
3.08306508408404,15
3.136555099057,15
4.89769941256059,12
3.1034349722382,16
2.06725441524637,18
1.84170408953294,23
3.6786019826518,11
4.2320541358493,15
4.73667967416679,16
3.67714818453577,9
2.14164732802541,11
4.02299910032564,12
2.90152293236409,20
4.41639352238881,12
3.51567437325384,7
3.80414060725649,17
3.53608080023144,14
3.63982442958412,4
2.73404289493293,8
4.59013283844509,21
3.61127883796073,17
3.96435274361121,13
2.80586850828002,17
2.61431787959728,19
3.86409985864583,14
2.96770783834269,8
4.63142173785855,15
3.50869468298234,13
6.42005584492551,16
3.28507536421551,14
4.20935209908247,10
3.41120982051547,12
3.85284782467026,8
4.30704909472218,16
2.03474732042739,22
2.94582370914436,20
4.12281669013653,14
3.57542527462498,16
1.99759924718993,12
6.21999169676308,14
4.19982729121929,10
3.71247150647224,14
3.79864659249086,11
3.57009703114287,12
0.610549734716315,14
3.45030943865143,10
1.93729676957761,22
3.82901997898814,16
2.41064627040374,18
2.42837470202,13
3.88558826505923,19
4.1378053006197,7
2.8988648293813,11
2.01476153881223,13
3.28065819976853,12
3.49709529624041,13
4.21262486257057,21
3.98132782000831,16
4.23892661729136,17
3.21867580248587,11
3.3429747400364,10
2.82724664956002,16
3.90560201573954,15
2.5406661562134,17
3.13213372638386,15
4.44026817324211,13
2.38302008625596,17
2.64339440798012,11
5.52126945720797,6
2.06774761107626,15
3.24997509748394,17
3.23407541796935,15
3.58917783762787,9
5.09576605777418,9
4.00377061630917,16
1.55416683061263,13
2.33138881577471,14
4.07891653593612,17
4.06901156779996,12
3.50099153252195,18
2.11336171677808,21
1.90851396701466,14
4.38517403831181,19
4.04997242962123,14
3.21680094498828,10
3.43234061303269,13
2.51601667584172,10
2.35033598010115,18
3.63194802192165,13
3.80438838311215,15
4.54281178190422,13
3.74811875669678,13
3.60230703453483,17
3.18731211374469,10
1.67582127929095,19
4.12919557424642,16
4.4870514877544,15
5.09630246670725,17
2.88682801947574,12
3.94772003044014,10
5.0800986977259,6
3.64806131529643,13
3.77634762949964,17
2.10528075823379,16
3.05999037162345,17
3.26007368335693,17
3.30275550517345,16
3.70115558035518,12
5.23674994672335,14
4.59501513423202,13
2.7386094690597,8
3.46426525971034,14
3.88573584204037,11
4.35250810300491,11
3.54419908419404,17
3.09278937403137,9
3.45487126973143,12
2.66099457420523,19
1.0465069517588,9
4.66878805094464,14
4.52546239470951,16
2.90130162090505,18
5.87356293960229,17
3.70716125656843,18
5.12009529164408,8
3.11524042777192,16
2.42476104216964,14
3.00697310297857,17
3.49680512680996,10
3.35589206855587,20
4.35284448780381,14
4.41719653123906,14
3.41905594281385,11
3.8309357990892,14
3.32679874349725,13
3.81610595881841,16
2.83803311727053,16
3.4898411499715,21
4.04327200683465,14
3.90058232707392,15
4.67047853328092,14
4.15999541051863,17
3.97991825967022,19
3.81661416514749,13
4.38467879147042,18
4.20758973880999,16
3.17814747185461,8
3.81055094437501,14
2.27811291509148,13
3.80707157838098,19
5.54245001601726,14
3.86961772844185,13
4.17393674179281,20
1.22612106274293,16
3.1636401520011,11
2.85748075821709,10
4.13649449429679,19
3.23383751276759,19
4.14742450139288,10
3.62919260210739,12
3.55833216502195,14
3.33635770090397,6
3.36784041939189,14
3.95868405212001,11
3.48625325592136,17
3.66685757366522,19
4.84125451938634,14
4.69561159587419,11
4.77832848476647,16
3.9232826493482,16
4.27740346426629,14
3.23200701632435,14
4.39970503622271,16
2.38267256224514,20
4.2268843743308,12
3.39610504776045,7
3.52884325758382,13
4.14574078834491,9
3.49481240356858,19
4.66037663973045,5
2.32162222052263,15
4.26369909606602,12
3.08056473493156,9
4.22051629904683,12
1.5931153731718,13
4.44715018709325,21
4.04822808414685,13
5.55365846585424,12
2.50716770995175,5
3.98720790306909,20
2.81293923498738,12
4.64115758200654,13
4.86555770582781,18
1.98642667890276,14
3.05545619472566,14
2.97129673807472,13
2.91985560678467,18
3.39010987902053,16
3.71185453631228,12
3.58985489701191,12
4.05657599362205,17
3.14766087951252,9
3.80239856375003,14
3.62884224398016,9
2.36357969070459,14
4.82277009166808,13
5.71756072592286,12
4.44557161716084,22
6.52547023346659,14
1.97837387881317,17
3.41200682424647,12
2.03088368768639,23
5.87210713030958,16
4.03299355197101,21
3.12275838573494,14
3.34136293103124,21
5.10049368920546,12
6.01084780099656,15
2.54425506347315,10
3.01882260955608,7
3.98165477513799,17
4.34453099786839,11
2.99776044752385,18
2.72802025121667,21
2.46710101486113,16
3.69818402961059,23
3.61185290197468,13
5.65659977343931,11
4.49673595343365,7
4.65779073052816,6
3.91251328340159,13
3.96441349462926,12
4.363330695379,12
2.98390905227078,15
5.01843982350183,20
5.06446549528908,12
1.35669658491755,14
2.27384455371846,11
4.31154501216898,5
2.45735156886065,20
5.23249981897965,14
3.74083697983696,12
3.84088820713088,15
1.16579549812346,11
4.53319931286012,20
2.99388353389517,15
5.33924062804426,14
2.71976391193766,21
2.78042410520205,18
4.67570022861357,16
4.46056375287254,19
4.9408927353652,11
2.17965686973233,13
2.83689379672046,9
3.84653044435545,8
4.06465272167157,17
2.97618321581524,11
4.3621539073173,12
2.64741558241461,18
4.15970648491484,18
4.83316142164729,19
4.40658368073021,17
3.96349568558665,7
4.28013366017489,11
4.02796111146938,12
3.65410277378988,23
2.19054539298295,18
3.1581292834133,13
3.10622880000046,21
5.03811565155547,16
2.57623068487572,14
4.46194668704982,12
3.50744830922061,13
3.48636278823816,15
4.60035876541366,21
3.67911935652773,23
4.50423493476897,18
5.88700361632739,27
3.55497099712843,20
2.70435601402284,19
5.41664337956177,15
2.71679754506932,3
4.47120265963487,15
3.29923169163622,12
3.51325013879213,15
2.76489057291645,18
5.55712481786017,8
3.42090673357524,12
2.58473007126008,11
5.37021193090173,19
2.59758579448437,12
2.86180459083516,16
3.52205788329272,12
3.77306994904901,7
3.82582307304471,23
3.91074007742687,16
2.81227878348478,15
2.62265303443827,13
3.79447820072067,16
5.00400441479265,14
2.75908610495377,16
2.5473865996723,12
2.73441464876519,10
3.58264704256938,11
4.59916151861884,11
4.32585202169888,17
3.06438068920089,14
3.18689412331619,20
3.94371052891355,11
4.47176652457089,14
5.03112824013749,14
3.16399742648762,21
3.70438401138388,14
4.136970119506,19
4.38991771792056,17
3.64122298856412,12
3.32705181611652,20
3.47750442048306,18
3.10210292571759,14
1.91356582208891,15
3.20544412572864,13
4.86465050940363,18
2.27333637456582,14
2.70162686570896,19
2.63550828458022,11
3.03428230308597,9
4.79590878132667,14
5.67214345303036,15
3.31881113354545,12
3.31750235256129,14
4.5852807032992,13
4.96399565511386,23
3.56962704101555,19
5.27021454729075,15
4.01966395974834,15
3.51560550682217,11
3.77460893425721,17
4.1141899122665,10
3.60381113522593,17
4.59057689218471,16
1.84450488985633,17
3.32234270280519,14
4.26340731845064,12
2.32417357294544,21
2.89241188273414,14
4.63364362121604,18
2.71703295351981,9
5.27816172687724,18
4.8585098137145,22
3.43927432927697,11
3.12268217404871,18
5.05277097658156,19
4.1129923368419,18
3.80066548482451,15
2.12608181970329,12
3.50217111159559,20
3.46996226985681,13
2.39650826401839,15
3.54059499677879,15
4.24157393063933,16
3.34475040778313,9
4.29679534294298,9
4.51619875973513,6
3.59087005218068,12
3.43160715648604,13
4.1087164273325,17
5.6935677849433,7
4.56419512296762,21
2.94708107757426,19
2.88850725222165,14
3.72530909918286,13
3.73327119860976,11
4.06094800830776,11
3.84884136586104,18
2.26428155947192,11
3.01173895354879,20
4.06689215392137,17
3.4579513955391,7
4.69147961715894,16
2.58486042170261,12
4.9604618473223,13
3.12755862848331,9
3.83526033799361,18
4.35895734840351,14
3.93103908860132,21
5.08991319340566,20
3.62995865528142,13
5.18889436926747,17
5.39654714241387,10
0.745488946380194,14
2.24001471262569,10
4.58304460246546,11
5.73072996917436,15
3.56340686958405,22
4.58472207344323,17
3.84465412011824,7
3.26921323079468,17
4.43693424904913,8
5.7755905989635,16
5.2514510011638,16
3.13824947597613,17
3.45542908613064,15
2.91284607083382,8
3.75485280775809,13
3.4371032944636,15
3.68621821466617,17
2.82769423522737,16
4.29319537507391,9
4.61380132123273,8
2.88756970373005,8
3.59782511042037,10
3.95161278029957,12
3.37129595666253,18
3.84414745829637,10
3.48839236903471,18
4.6457328370865,11
6.51594876144736,18
4.20764161158291,13
3.71240546182392,17
2.50756804027605,17
1.56908117057566,11
4.82511715565659,4
5.80709264438119,3
5.17178377419031,12
3.50796553529687,18
2.71025542519031,11
4.06364264182249,16
4.15996328014979,17
1.96485956085304,15
4.32901221158074,13
2.37539180052809,13
3.8426942342644,9
3.58690586106216,17
1.81913077410566,11
5.34945448287918,15
3.87581405896896,5
3.48666891904677,15
2.61281106047183,8
3.59944001464816,23
3.19344699040507,18
5.48442739702708,19
4.85338715314642,16
2.71337262206089,11
3.74457118993154,9
3.93109889037493,15
3.3710181611544,13
4.59439635583839,13
3.14583545947268,16
3.68541346729393,13
6.06562369535832,9
1.789271722152,7
4.02820203776863,16
4.15363814666724,8
4.68430309436268,12
4.39373681502263,23
5.99466358995921,9
4.41624969959671,13
3.62307018321415,16
2.71132392994536,3
4.94039574830319,19
2.9791298946995,13
3.52036160891055,16
3.22163201734012,12
4.48061956632628,9
2.87808045547238,19
3.44304023042924,11
2.75269539925888,15
3.76685687590529,21
3.75049835718138,11
4.69142610361319,19
4.57218164020296,11
3.88527911386066,14
3.74697289788649,13
4.48312041235634,13
4.57465206892578,12
4.03515232941753,19
4.6786141145003,22
3.41401048394741,12
4.14631142547393,13
5.20268760834044,19
4.86992041963372,11
3.97485221416612,15
3.37924942242408,12
4.82645009328805,6
3.9115575597139,17
3.64881882510618,15
4.85045561690391,16
4.45480906445976,17
5.98331489979001,15
2.69268855221284,20
4.59592863027826,13
5.56871698351488,14
4.06238826722215,9
3.20787665338724,18
2.09750386511701,16
3.5142329396033,16
5.06649293164084,12
4.86655090513804,6
4.30136638328311,18
4.68065806830259,16
4.18897599164954,12
3.66584848696379,17
2.95599993783322,23
2.31237777481333,9
2.85734694739673,16
3.97010595217503,15
5.83422568143339,18
3.88812427081642,14
3.84115941717332,16
2.90945649446697,14
3.47935474791423,18
4.2102146706751,19
4.68442334756463,17
4.20334771325742,6
3.53823538823088,14
5.84967414908074,19
2.09564106638342,11
2.92627160848444,15
4.77276191968307,16
4.6834264718556,16
5.60558264089279,19
5.88652986902716,12
1.56778435771858,9
5.26102196158379,13
2.95457839593002,17
2.83336362221739,17
4.18087591281956,10
3.83594200677512,8
2.0657035047309,17
4.25370790289451,5
3.03710990433374,22
4.10174648172913,24
3.19505110863911,15
2.59299500007152,14
3.59529447084356,5
3.82221713051907,13
4.91831476750805,15
4.23385411209588,10
4.48291628755619,10
3.32009413475152,13
2.91621757614268,9
4.52640126134545,12
2.91133141100936,12
3.92391452186447,19
5.2982185190413,4
3.26138052424922,16
4.65465713428145,12
1.90132246051809,10
2.66240960338853,17
3.41547399431846,8
2.87682263156427,14
3.09706664840666,1
2.13414949624173,10
2.96610127629506,11
4.69267626558861,13
3.65555234631751,15
4.59826135999796,10
3.3165205221634,14
4.51341913784244,15
2.40976203552286,7
3.50807040472578,13
4.92629518131112,17
2.9538709079862,8
3.38821512166703,14
3.00228322572643,21
3.42886832100587,5
3.74535874571341,13
4.13720778541764,12
4.13315214449525,20
2.23685462120201,19
4.06829328831801,9
3.33000325954124,16
2.05623110927718,13
2.15338714701409,14
3.69196358150289,9
3.12596363637625,13
2.58098046837074,16
3.71110088251936,15
5.37054737147915,22
4.41874414460846,13
2.69462737094163,14
3.59585185167507,12
4.06288085478984,10
3.4991325826932,15
5.60523478597197,11
3.89583758698074,13
3.20487941891333,12
3.75172461945952,9
2.55535886392551,17
4.34767783853035,13
1.55392310762024,13
4.79818078713699,10
4.06993680351571,12
3.45094280080427,15
3.59356161733805,15
3.33804180714752,19
4.84475154190281,17
3.03902084480999,13
4.06229534097277,9
4.481009144116,18
3.85043729826599,21
3.63865860180249,18
4.06813833113771,15
3.94948176305322,11
2.93147926125953,14
4.8430222520123,17
3.22094997931344,12
2.77412120915501,13
4.50167568100971,21
3.66566519240386,11
4.38797400052844,12
4.19741256023154,17
3.662612149729,13
4.65262347789214,12
5.1867546918939,20
2.43527606191642,16
3.2862696316779,15
2.96022630437568,12
4.33132529761917,13
3.56034639703955,14
3.33491156244272,10
3.96747883865147,17
4.83544330978191,14
3.51930393929668,12
4.24227678592373,13
2.36052810430627,19
2.05157695783914,20
5.53359390566941,8
4.53539254541244,13
5.57369239221065,12
3.82565213304606,13
3.56183280598373,17
6.06174651836685,15
3.29492412378416,18
4.31943544774805,14
3.93640963225317,14
2.69173216004238,22
4.7997071322777,12
3.05851283115195,13
4.06211347240169,22
6.0956091158101,12
3.6862183274108,15
5.42594393489205,12
3.19311550686716,16
3.67674177305203,12
4.68371410921852,18
2.14623737786637,21
3.74665612684278,4
3.28692376509175,15
4.90742072346136,22
2.0978482353889,11
2.24000419421115,19
3.19240332815873,9
3.30160705339817,9
4.27501624012436,17
3.5384591514762,9
4.63654022589484,18
3.02542995720086,18
3.75919804347081,9
4.80933612739003,19
3.15782995625608,12
4.74129502496478,21
4.40009657474029,12
2.75403855463304,8
3.1620172277483,15
5.61476055958161,9
3.23742887285641,9
3.21914919861602,13
3.15426584883148,13
4.47414236071535,20
2.18073814339486,11
4.46434910473679,16
3.54921794648885,7
4.08909212736597,7
4.00130292922388,14
3.34490097639124,18
1.25723249195475,16
2.44889481709222,17
4.38130803304712,17
3.1826970540858,14
3.03934700919297,13
3.06965854588963,12
6.0097485673767,15
3.4033139867253,14
4.93558262490573,17
3.48977631490511,15
3.86231163532968,12
3.78848126365168,12
2.34504648147103,10
3.74819671286789,15
3.10430575546932,10
2.94691829879606,16
5.00699731023987,17
3.30340875248494,14
4.40559689876933,18
4.33319203060167,10
4.01811514774362,13
5.26066101222019,16
5.25361001418787,13
3.21106907267858,11
2.92409142312064,18
3.81063816722808,9
4.52655466733299,9
2.91637994521666,12
2.57424413918697,16
4.40987733872232,12
3.55842442476037,7
4.3845486289076,21
4.8461585170957,14
4.93031795688823,12
3.19722842459214,16
3.67317316293095,17
3.3545824781569,9
2.32104453547843,14
4.24290007820316,19
3.54384708392371,24
2.98580289529394,17
1.74777498750192,13
2.49925913359857,19
3.26668085074436,16
3.82925579812455,15
1.87352104244365,13
4.81908859244505,10
2.7645572932083,15
4.26278635868268,17
4.50390246758546,14
3.02058348590129,15
3.14233118455359,15
2.52022851136148,12
3.05565584053178,13
6.23680526091665,14
4.71391594737127,11
3.87110027289026,16
3.94648882790573,9
2.92250775705581,12
3.14367849190555,10
3.80072839672173,12
1.51031831134467,9
3.78434267968585,9
4.28850260526141,18
3.40697997327477,18
3.24861803409853,13
3.68435056650937,14
4.01822557805515,14
2.60787704833858,11
3.31134812278574,15
1.62711304403892,12
3.72862982323813,20
2.95941746569204,13
4.00812201190652,4
2.43862908816692,10
2.33502051393292,15
4.11248676138533,14
5.24565832303704,14
3.06936041200243,15
3.77707833611939,18
3.00672816639263,14
3.97656675652847,7
4.70978144925303,17
3.91778712437118,11
2.04246194712902,15
3.74292272176647,12
4.27753938569128,10
4.72504573352174,12
2.88802698733925,13
1.75969365882441,17
5.14053008781271,20
3.21281080935685,8
2.85629629227909,18
3.49520238289789,7
2.69038821929442,11
3.85039158132561,22
2.81384786369439,15
3.60632743631267,17
3.76449746961981,21
3.30815391618495,14
3.56399028528715,20
3.0973462062098,21
3.5679658753003,13
3.24934760372782,10
4.67412372948709,17
2.90660167710858,17
4.27168735857842,16
6.27606719069084,15
3.43676837911549,16
3.52790233690879,12
3.00003732702965,15
3.82181221606228,19
2.80500070089879,12
4.70951817878345,10
3.65180592885194,7
2.24799186192817,16
4.49430745528601,18
3.9048773992448,22
3.35353184852813,19
3.30755061748485,22
3.11356906785284,10
3.07294090698301,14
3.31764232071178,17
3.22943754707508,18
5.33744070389144,12
3.91711295171583,10
2.31198613088852,11
5.96271896586047,16
3.19918927957058,12
3.21075291653398,10
2.89295201281105,9
3.01640844371679,20
3.29852881842532,14
3.26456439441376,12
3.99289275422996,16
1.65747297599141,9
2.7064095464551,9
4.00362540285314,14
5.01176854753197,8
2.92360604408452,16
4.22704288581216,12
5.56776214091394,21
3.98217833402371,16
3.22041885735138,13
4.31387362066087,13
2.81004342334847,14
1.87397882461595,12
3.98177757385197,15
2.18174374245279,16
2.0721649208203,6
4.11053111261256,10
2.9556388351048,18
2.93631805716102,13
4.14806785196147,15
2.76545505565492,14
4.19898702445574,15
3.35964560073058,16
3.81209701141454,12
5.4750643790775,16
3.34607436136754,13
4.04176099326772,21
3.75083133612869,18
3.25358672556591,11
3.613187315377,14
3.15374647983315,17
2.54586790679704,11
4.25354357949627,6
5.0233758088941,16
4.24955330990626,11
4.10974598234588,7
4.96224406023297,9
3.48319313708852,16
4.19208241154514,14
3.79246227447857,12
3.6832024032639,10
2.99090706707361,15
4.16756909476825,12
2.32821414094031,15
3.07127586012701,12
4.0336647420729,10
3.88502206865312,11
4.24547470476909,15
4.7522626047061,21
3.20932564918714,12
5.57942392933948,16
4.69951828794489,14
4.33062542908423,11
3.09511693378857,20
5.22645147356901,18
3.51933172645484,22
4.61823681217377,18
3.47560710255311,10
4.34352002147226,16
4.50398463169493,19
3.58848868429732,10
2.48621657747898,15
3.16434299315858,9
3.77119958563468,12
4.56824735746939,12
4.05288941164644,19
3.09677787236476,17
3.38206124558759,6
2.86672882002467,16
1.52607117577288,17
3.17602032782205,7
3.29947525878131,12
4.26234208775907,19
2.13272470871024,19
2.4886330758097,21
3.79788332070452,6
5.58823829334298,17
3.26280996192451,15
3.40230339285408,12
3.27329282174626,16
3.25484394793995,15
2.43278255408779,17
2.14035352154883,15
4.10509520613144,13
2.75145252480125,16
3.46371523377997,12
3.5409074429359,13
3.91977448469208,10
2.87319563370105,18
4.07578148516321,14
2.37236443224801,13
5.25873628371326,20
2.65724968710043,15
2.61396270122053,13
2.64214633949335,19
3.66835487312396,16
4.98146436227495,20
3.51730615473915,11
4.16901810028823,9
1.82295920578004,6
2.80756223247532,11
3.89323576672908,23
2.90245379641486,12
5.36450554230589,17
3.39285225711148,13
4.22986559207991,17
2.79645935620449,14
4.09023122690145,19
3.78167322600911,24
3.07249279810073,16
3.14084213455188,11
2.80169360744993,6
4.07057785090984,8
2.41337578838701,18
3.47140810247757,11
5.04660903868353,15
2.63294837595024,12
3.1751198287883,11
1.39315863220539,15
3.33703068673922,17
4.04045416187981,10
4.05071137892534,8
4.33644431979939,18
4.77886563143241,15
2.20934117624858,11
3.20228818035675,6
3.31375614611537,22
2.98546620949035,9
2.78338311294981,14
2.83723071321064,13
2.12368486754923,21
4.93538727529612,11
4.04948614855706,9
5.68332637549179,21
4.14000134123327,20
2.13202060211073,11
3.52616063093716,19
3.37411604960825,13
4.21931393877239,14
2.93682697754948,10
3.1631060128696,16
4.5698688443215,21
3.82023666145844,15
3.44149938534295,18
3.72106865676586,15
4.09237540937828,15
4.84783462784673,21
4.8989918705714,14
3.82735915591629,19
5.04338247089812,16
2.80557113202153,21
4.7601444885701,13
5.58023361753364,16
3.8144195893679,10
4.02264761144882,15
2.92996243224573,11
3.20851413193516,14
2.07184722689629,18
3.84113823516983,10
5.95593272080637,12
4.09346821060296,15
3.83208777034129,18
4.06070092276171,9
3.80752780536481,9
3.94846727939875,16
3.68786448357283,11
4.326506498511,30
5.6429208652038,13
2.11268159612072,18
3.62858132273448,16
3.67145186921436,23
4.97019944769007,15
2.60867484409535,13
2.65135024507782,19
2.34823237570126,9
5.09201023543942,9
3.59600974819985,11
3.64607941983781,15
3.20952712873614,13
2.82096670553277,17
1.7964727127599,17
5.66526892004895,15
5.28808214702586,14
3.75779998284077,14
3.50264680036398,13
3.41280266768105,19
4.29057870115111,14
2.59510133437805,13
2.8095544864016,15
4.26798543765729,17
3.59859816095159,10
2.28323287207915,15
4.82474647843161,23
3.32043770386567,16
3.12489693183549,18
3.522288297279,12
4.88618986560405,24
1.4348197386017,11
3.59753194732477,15
4.0818607600346,20
2.55763547330708,16
4.08318877336896,15
3.82181616944389,16
3.48078821085167,8
5.43543270289885,3
2.90214285588433,16
4.05450765883717,14
2.36713611228988,16
3.0518779780441,11
3.32352596472815,17
3.35632738381558,15
3.43691176837079,17
3.0728822553346,12
1.98548035251545,17
3.41249597859949,14
4.01729343800174,11
2.18587070802232,19
3.82035513377748,13
4.49665962332936,6
3.52991559903605,19
4.82184908599635,12
4.07293185983646,14
4.32228317676417,19
4.77547089467947,18
2.6626189344096,11
5.73884606756438,10
2.51804115646722,10
3.53000954382856,18
3.43954977381716,19
1.48879698468906,15
5.80492676813264,13
3.28476570503837,15
4.41624939639552,14
2.54959260596466,21
3.85172719328792,13
4.37828094848971,17
3.40178346470066,15
5.00296495237617,15
2.82577674237504,10
3.30485287081893,14
2.38684209134179,19
1.33884594554788,13
4.59179988122047,11
2.38883393643188,18
5.50417547292532,15
4.79520221767625,11
3.27637056737302,17
2.63000405828319,10
2.14735191044582,14
2.8807815896338,21
5.7026909679616,17
3.23875520141459,14
2.64622815774308,19
1.94672260804458,15
3.85891953883605,6
4.66188419170629,15
4.19420269643443,7
3.25573750753937,18
3.80637358799022,17
3.2614826856942,18
4.79652926211317,19
3.58723569262868,18
4.04927724036363,15
3.70415625480342,12
2.54123016636681,20
3.41478112195419,8
3.10515376258432,26
4.49593326667737,15
3.26147753216869,10
3.98079037361036,19
3.14855565386902,16
2.57934019812645,18
4.57024376297672,12
2.19997319108775,21
2.17274815949775,15
4.19156344656902,19
3.84215692473243,16
4.85569254905402,8
3.85426502171532,12
4.27523532040817,10
2.56034690716779,18
3.96676094595726,13
2.69805482438003,17
1.73920944168598,18
3.48440014931292,11
2.95960401289411,15
3.83213944856989,19
3.03347095385042,25
4.74296240936149,17
4.4519709259856,18
4.02936601313284,16
5.40877349125233,13
3.98874276377456,13
5.56467295788877,11
3.34501622880116,10
2.67968381180486,10
5.18454506466298,20
2.99576709482479,20
4.51158472868342,16
2.50369652788556,15
2.79709650096625,12
4.41489163784158,23
3.63089373374551,12
4.8283635736822,9
2.91165249898203,17
5.0292721382068,10
3.65701443283267,9
2.03941330090541,11
1.68569366555254,15
4.71197432801458,11
6.03047810278074,15
2.01691911315064,21
2.79881335336471,10
3.49483588205594,19
3.83314855222088,9
3.57726114015073,18
1.71801503599227,10
3.89007760972556,21
2.81427399374084,22
2.98547969388345,20
2.18578882939922,9
2.52824593421536,18
4.03197146375198,22
2.5808127756359,11
4.60252743696937,14
5.85159109041455,9
5.11194226269449,13
4.16865035520385,16
4.35712514285099,14
2.95924277331119,11
3.63263777492366,10
3.76852974382177,18
2.83721855620476,14
4.14502987606502,11
3.32805209412962,12
3.43588190807068,14
3.95443297302611,13
3.40173797773681,6
2.76609046662795,10
2.82742230880646,15
3.57745325583823,14
4.14269396285006,11
2.54506693674492,7
4.76103166912523,13
3.00772721875609,14
3.95426750469142,22
2.83954609269105,18
3.8967133198582,19
3.75087864500559,13
3.77927021367296,16
2.15541780858787,18
2.05938646655591,11
2.60332587393132,22
1.37371511256474,17
3.51682160269688,16
3.11190013160308,9
3.35260471842588,15
5.00904363461163,13
3.27347610022451,12
2.8049870992894,15
4.84224154204423,16
3.57613121210306,16
3.07703435555996,20
3.28898208607643,19
2.6835607082665,18
2.53708504277888,8
3.42182236466644,15
4.39282977091819,15
3.8752907861482,12
3.23877558065608,24
3.60499948655071,17
3.69208448281285,14
3.68718674737104,11
4.07983178279427,20
5.46310498275547,16
5.20869809340244,17
4.97417462556013,10
5.67042017642233,17
3.2607641949087,23
3.04492871438031,15
3.71942322428051,19
3.46477141326818,20
4.05044989170228,15
4.630697925395,20
4.27304855731358,14
5.29664095418865,9
5.0620965968836,9
2.66882901964284,21
2.78278757671336,21
3.69950910196485,16
3.68530818973656,12
4.26264646833283,17
3.68086285340058,15
6.03917237204262,18
3.6013200622993,8
5.01510522153802,13
3.87985924534085,15
1.51619450957403,16
3.84868730480848,14
3.78477589050101,18
