"readdepth","chromosome"
2.6415676347869,"Autosome"
0,"Autosome"
3.42239496956796,"Autosome"
2.08588411751453,"Autosome"
0.989499586308334,"Autosome"
0,"Autosome"
4.93271563319968,"Autosome"
6.53464693204012,"Autosome"
3.51988811034955,"Autosome"
0,"Autosome"
1.16840958587362,"Autosome"
0,"Autosome"
4.12374096840387,"Autosome"
0.0660485185120767,"Autosome"
0,"Autosome"
5.08243297171242,"Autosome"
2.06138032179378,"Autosome"
0,"Autosome"
2.6305942935494,"Autosome"
0,"Autosome"
8.62352869058028,"Autosome"
0,"Autosome"
6.14487988130205,"Autosome"
9.16090554979681,"Autosome"
0,"Autosome"
3.89839784407214,"Autosome"
0,"Autosome"
1.53803090964253,"Autosome"
1.67792929877979,"Autosome"
0,"Autosome"
0.179182634477412,"Autosome"
0.0959166622939983,"Autosome"
5.12064823267242,"Autosome"
1.81826859828874,"Autosome"
9.70485792462922,"Autosome"
1.87058650252031,"Autosome"
0,"Autosome"
0,"Autosome"
4.01006686675646,"Autosome"
3.67200673444369,"Autosome"
1.77571910981488,"Autosome"
1.59831657661301,"Autosome"
0,"Autosome"
0,"Autosome"
12.8205369882866,"Autosome"
1.01188971321953,"Autosome"
1.27305660261641,"Autosome"
8.1247459275446,"Autosome"
0,"Autosome"
2.05925061364364,"Autosome"
1.97699871133265,"Autosome"
0,"Autosome"
0.455549658055772,"Autosome"
0.520380282313533,"Autosome"
5.1098841024626,"Autosome"
2.44622464641011,"Autosome"
1.00877403836806,"Autosome"
0.931684786771715,"Autosome"
0,"Autosome"
2.79991411837164,"Autosome"
0,"Autosome"
4.3834817382276,"Autosome"
0,"Autosome"
0.0913834236666258,"Autosome"
2.30686433067448,"Autosome"
5.80235508586119,"Autosome"
10.3319680717979,"Autosome"
0,"Autosome"
0,"Autosome"
1.98689804083641,"Autosome"
3.65024363639887,"Autosome"
0,"Autosome"
6.7068639564696,"Autosome"
0,"Autosome"
1.90653926561714,"Autosome"
0,"Autosome"
1.53778053647014,"Autosome"
0,"Autosome"
4.43550462603785,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
5.53777651030496,"Autosome"
2.42841349344202,"Autosome"
0.467188865945594,"Autosome"
0,"Autosome"
1.90365368430858,"Autosome"
3.92523700303911,"Autosome"
0,"Autosome"
2.49681157254273,"Autosome"
0.84251268717065,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
2.45481730522753,"Autosome"
2.96645590753308,"Autosome"
0,"Autosome"
1.52641324586988,"Autosome"
4.58591657636731,"Autosome"
2.56238796502415,"Autosome"
0,"Autosome"
1.25940025460782,"Autosome"
0,"Autosome"
0,"Autosome"
4.92722360136411,"Autosome"
3.49902673613857,"Autosome"
0,"Autosome"
0.00403354878068407,"Autosome"
5.37355853194104,"Autosome"
3.12508587475289,"Autosome"
0,"Autosome"
0.471961516958563,"Autosome"
0,"Autosome"
0.518146344836887,"Autosome"
0,"Autosome"
0,"Autosome"
5.95531980854317,"Autosome"
5.10818355976587,"Autosome"
2.88774645669049,"Autosome"
2.31610124364212,"Autosome"
0,"Autosome"
4.22957288491709,"Autosome"
0,"Autosome"
3.68464140924305,"Autosome"
1.59217426828304,"Autosome"
0,"Autosome"
5.55543401605171,"Autosome"
6.45328857119989,"Autosome"
3.588072782167,"Autosome"
5.91453361612983,"Autosome"
1.27310843669587,"Autosome"
1.75595625612297,"Autosome"
3.08994600297397,"Autosome"
0,"Autosome"
0,"Autosome"
2.36886926983582,"Autosome"
1.46618844405109,"Autosome"
2.00708775813884,"Autosome"
3.34547127038488,"Autosome"
6.12088169436716,"Autosome"
6.4423197321211,"Autosome"
0.255067777156651,"Autosome"
2.00131372609104,"Autosome"
0,"Autosome"
7.03833951544104,"Autosome"
0,"Autosome"
2.52239145310396,"Autosome"
8.39604558455389,"Autosome"
0,"Autosome"
2.54494662207348,"Autosome"
0.949218613908279,"Autosome"
12.4229042898094,"Autosome"
2.80817814339047,"Autosome"
4.1837787400568,"Autosome"
0.284444798139218,"Autosome"
1.01484922728516,"Autosome"
2.34928022590772,"Autosome"
3.21724842701231,"Autosome"
4.59740048986196,"Autosome"
0,"Autosome"
0,"Autosome"
1.08508347633978,"Autosome"
0,"Autosome"
6.64139907299554,"Autosome"
0,"Autosome"
0.943183734848559,"Autosome"
0,"Autosome"
0,"Autosome"
4.23616289334226,"Autosome"
0,"Autosome"
3.24860155624386,"Autosome"
1.30642039642015,"Autosome"
0,"Autosome"
0,"Autosome"
6.25168893439325,"Autosome"
3.45152544843155,"Autosome"
3.18930564843639,"Autosome"
0,"Autosome"
2.42162589373248,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
9.08670004528362,"Autosome"
0,"Autosome"
2.82676972958238,"Autosome"
4.22619022160664,"Autosome"
3.56960115105458,"Autosome"
0,"Autosome"
4.9010229077484,"Autosome"
0,"Autosome"
0.0919857421218571,"Autosome"
1.63773443054116,"Autosome"
0.410001230252167,"Autosome"
2.00064040499288,"Autosome"
2.48862757329063,"Autosome"
0,"Autosome"
6.83680608007783,"Autosome"
0,"Autosome"
0,"Autosome"
2.94203845886891,"Autosome"
3.15159780454209,"Autosome"
4.52389090121458,"Autosome"
0,"Autosome"
0.950855247454313,"Autosome"
4.97092476377594,"Autosome"
0,"Autosome"
1.15934205631501,"Autosome"
0,"Autosome"
0.267883277532918,"Autosome"
0,"Autosome"
0,"Autosome"
3.08984510689253,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
2.92416414959453,"Autosome"
0,"Autosome"
5.06665461672156,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
12.4505002651615,"Autosome"
0,"Autosome"
0,"Autosome"
2.56366490020857,"Autosome"
4.55453225930335,"Autosome"
0,"Autosome"
0,"Autosome"
3.80776117943044,"Autosome"
0,"Autosome"
6.07798683019527,"Autosome"
0,"Autosome"
0,"Autosome"
2.01323764786637,"Autosome"
0,"Autosome"
4.14679968038,"Autosome"
0,"Autosome"
7.44322635157211,"Autosome"
9.84815490562953,"Autosome"
0,"Autosome"
0,"Autosome"
3.26676160525863,"Autosome"
10.4118685384857,"Autosome"
0,"Autosome"
0,"Autosome"
2.25157828604441,"Autosome"
2.0671131194302,"Autosome"
0,"Autosome"
1.52588692029994,"Autosome"
0.851271518210236,"Autosome"
0,"Autosome"
4.48400739795748,"Autosome"
0.543966415817903,"Autosome"
4.97516631782456,"Autosome"
4.46335756853208,"Autosome"
0.492923232260134,"Autosome"
5.26787079363068,"Autosome"
3.41807840491979,"Autosome"
2.27603000061927,"Autosome"
5.32205736406586,"Autosome"
8.53944750790584,"Autosome"
0,"Autosome"
1.01194120633907,"Autosome"
0,"Autosome"
0,"Autosome"
3.55311021060249,"Autosome"
3.83043129918258,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
2.6895554898933,"Autosome"
7.76290743773813,"Autosome"
0,"Autosome"
3.94596812494361,"Autosome"
2.3657854382405,"Autosome"
3.02582037771197,"Autosome"
0,"Autosome"
0,"Autosome"
2.51296483592121,"Autosome"
6.891000532903,"Autosome"
3.43952144246363,"Autosome"
7.67740482922911,"Autosome"
2.32484691148327,"Autosome"
5.13283350046771,"Autosome"
0,"Autosome"
3.11048642067233,"Autosome"
6.20344355340367,"Autosome"
0,"Autosome"
1.98084676083906,"Autosome"
0,"Autosome"
3.66601662791337,"Autosome"
2.57597310913887,"Autosome"
2.5400492567618,"Autosome"
0,"Autosome"
2.86916443970831,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
6.99245165387084,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
2.06776327155833,"Autosome"
0,"Autosome"
9.8843328386114,"Autosome"
0,"Autosome"
5.74522383753387,"Autosome"
4.45415857795538,"Autosome"
1.32203796974115,"Autosome"
4.90130403608106,"Autosome"
0.00322234135442534,"Autosome"
0.496449389334551,"Autosome"
0,"Autosome"
0.882162074173526,"Autosome"
0,"Autosome"
1.43906343672938,"Autosome"
0,"Autosome"
0,"Autosome"
2.96611533171339,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
2.52394384021276,"Autosome"
4.54662171398808,"Autosome"
0,"Autosome"
7.40878426099555,"Autosome"
0,"Autosome"
5.39206282116509,"Autosome"
3.57064395785731,"Autosome"
2.85479036549448,"Autosome"
2.68376878950071,"Autosome"
0,"Autosome"
0,"Autosome"
4.23478535622183,"Autosome"
0,"Autosome"
5.82727432759634,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
3.73182187686423,"Autosome"
7.47314232302057,"Autosome"
2.72088882997878,"Autosome"
2.56403427182252,"Autosome"
3.66317691505867,"Autosome"
2.5508667088692,"Autosome"
5.10328260382795,"Autosome"
0,"Autosome"
4.07389382668029,"Autosome"
1.00169656934578,"Autosome"
1.20782096108936,"Autosome"
0,"Autosome"
11.2828546592403,"Autosome"
0,"Autosome"
1.12578944278126,"Autosome"
0,"Autosome"
0,"Autosome"
6.77879219861637,"Autosome"
4.46040621918729,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
9.77191679038635,"Autosome"
4.46943114708052,"Autosome"
0,"Autosome"
0,"Autosome"
5.21539008123855,"Autosome"
6.33398423999072,"Autosome"
1.84908805579282,"Autosome"
0.773957315180156,"Autosome"
3.7249123305776,"Autosome"
5.0004532041669,"Autosome"
5.69255502374566,"Autosome"
0,"Autosome"
0,"Autosome"
6.77077902541394,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
6.53411355485103,"Autosome"
0,"Autosome"
0.0351399862505285,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0.295057360745072,"Autosome"
9.56777389369151,"Autosome"
0,"Autosome"
2.26170337642681,"Autosome"
0,"Autosome"
0,"Autosome"
3.0500607741866,"Autosome"
0.000363455614834418,"Autosome"
9.34369954744967,"Autosome"
0,"Autosome"
0.321582854755572,"Autosome"
0,"Autosome"
1.32210754522691,"Autosome"
1.60160768627109,"Autosome"
0.599424068750752,"Autosome"
0,"Autosome"
2.90502767949364,"Autosome"
0,"Autosome"
2.29046306504985,"Autosome"
6.93206506079913,"Autosome"
0,"Autosome"
0,"Autosome"
2.33181503735974,"Autosome"
4.43121312354549,"Autosome"
1.55593011195944,"Autosome"
0,"Autosome"
2.36556881566205,"Autosome"
0,"Autosome"
4.76717672167431,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
1.83387246131721,"Autosome"
3.74714465790538,"Autosome"
2.00814796622876,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
2.72302373641811,"Autosome"
3.85592899866778,"Autosome"
0,"Autosome"
0,"Autosome"
4.01204462664905,"Autosome"
0,"Autosome"
0,"Autosome"
3.21741548839572,"Autosome"
8.71524925993542,"Autosome"
7.59933637984001,"Autosome"
4.69510154267537,"Autosome"
2.22456531099321,"Autosome"
0,"Autosome"
3.25199722850206,"Autosome"
2.62962026901055,"Autosome"
3.88254130649897,"Autosome"
10.0501788733675,"Autosome"
2.67317831225303,"Autosome"
0,"Autosome"
7.44694107233978,"Autosome"
0,"Autosome"
0,"Autosome"
4.52843439410145,"Autosome"
6.26831892563301,"Autosome"
0,"Autosome"
7.9286520788011,"Autosome"
1.1740271447451,"Autosome"
0.770998107286204,"Autosome"
0,"Autosome"
2.61377753494594,"Autosome"
1.12616525652427,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
4.62356645458633,"Autosome"
1.15507386739477,"Autosome"
1.08610517881367,"Autosome"
13.6228902761331,"Autosome"
1.94070622552353,"Autosome"
0,"Autosome"
3.48140840082985,"Autosome"
0.321158087912822,"Autosome"
1.69677876311202,"Autosome"
4.94364303465582,"Autosome"
0,"Autosome"
0.986569536995165,"Autosome"
2.85720683266482,"Autosome"
2.47648020490483,"Autosome"
0,"Autosome"
0.124081302489402,"Autosome"
0.421835493079968,"Autosome"
4.51285852118956,"Autosome"
3.08445673938097,"Autosome"
0,"Autosome"
1.67201858714671,"Autosome"
0,"Autosome"
2.25810768704419,"Autosome"
6.62700213472949,"Autosome"
0,"Autosome"
0.225680178427384,"Autosome"
9.49436434374704,"Autosome"
0.673005102873636,"Autosome"
3.955078319857,"Autosome"
0,"Autosome"
9.43248804967818,"Autosome"
0.614652281018242,"Autosome"
1.98821936830648,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0.0337191164284982,"Autosome"
0,"Autosome"
2.61640847607164,"Autosome"
3.84485749157825,"Autosome"
2.88702772287392,"Autosome"
1.97081454698477,"Autosome"
0,"Autosome"
0,"Autosome"
5.18122437798476,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
3.86888875586366,"Autosome"
0,"Autosome"
1.14659478718639,"Autosome"
3.90814098746776,"Autosome"
6.04391485581972,"Autosome"
0.34623889962708,"Autosome"
0,"Autosome"
0,"Autosome"
1.4269643343397,"Autosome"
0.0364992300652054,"Autosome"
4.47786104050398,"Autosome"
0.202086268746175,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
1.76996298650901,"Autosome"
4.11016792350219,"Autosome"
0,"Autosome"
3.35387156736716,"Autosome"
1.02850638725522,"Autosome"
1.91767923097789,"Autosome"
8.44710834862923,"Autosome"
0,"Autosome"
0.845333824278171,"Autosome"
0,"Autosome"
5.38181490261605,"Autosome"
1.21574423487664,"Autosome"
0,"Autosome"
0,"Autosome"
5.20449249011264,"Autosome"
2.77369424682459,"Autosome"
4.55124148481814,"Autosome"
2.0672153404724,"Autosome"
7.20739145941625,"Autosome"
1.83327779035549,"Autosome"
0,"Autosome"
0,"Autosome"
2.68345765977344,"Autosome"
0,"Autosome"
0,"Autosome"
1.52916453269365,"Autosome"
6.88509527081053,"Autosome"
0,"Autosome"
9.58886299438522,"Autosome"
3.22376628582737,"Autosome"
5.37615604674133,"Autosome"
2.47113189316093,"Autosome"
3.2777958296044,"Autosome"
4.77459572431201,"Autosome"
0,"Autosome"
1.74974607690608,"Autosome"
0,"Autosome"
2.39571888560792,"Autosome"
0,"Autosome"
0,"Autosome"
9.54522423504492,"Autosome"
4.65202608757047,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
5.0495239609971,"Autosome"
2.30567148307482,"Autosome"
0.102248370178396,"Autosome"
0,"Autosome"
0,"Autosome"
7.16518012552259,"Autosome"
0,"Autosome"
0,"Autosome"
2.65669989517342,"Autosome"
1.37729901705418,"Autosome"
0,"Autosome"
2.18308104959813,"Autosome"
9.38219446661999,"Autosome"
0,"Autosome"
3.09562062115473,"Autosome"
7.29889279139168,"Autosome"
5.0869899806472,"Autosome"
5.24008666873641,"Autosome"
0,"Autosome"
0,"Autosome"
2.63386463751257,"Autosome"
0,"Autosome"
0,"Autosome"
5.4002181995693,"Autosome"
0,"Autosome"
0.581059227098635,"Autosome"
0,"Autosome"
5.53973163574687,"Autosome"
0,"Autosome"
0,"Autosome"
3.04421832580669,"Autosome"
1.40857602603745,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
6.45345063959565,"Autosome"
0,"Autosome"
4.05757647632127,"Autosome"
0,"Autosome"
2.48020367508365,"Autosome"
2.6121793485435,"Autosome"
2.03427205663032,"Autosome"
2.33265876688624,"Autosome"
0.518934015001218,"Autosome"
3.90514236649796,"Autosome"
0.48748893036555,"Autosome"
0,"Autosome"
5.24275927723532,"Autosome"
5.96946130528793,"Autosome"
0,"Autosome"
3.27285918096,"Autosome"
2.13073675753385,"Autosome"
3.14592380612439,"Autosome"
0,"Autosome"
0,"Autosome"
5.46771207592176,"Autosome"
0,"Autosome"
0,"Autosome"
0.67650317067009,"Autosome"
2.52696103761302,"Autosome"
6.24659067649606,"Autosome"
3.06021824085754,"Autosome"
1.42893416246188,"Autosome"
0,"Autosome"
0,"Autosome"
0,"Autosome"
