state,posterior,prior,likelihood,16s_fas_gb.treeLikelihood,18s_fas_gb.treeLikelihood,28s_fas_gb.treeLikelihood,coi_1_1.treeLikelihood,speciation
811000,-390158.9981,-5220.11965,-384938.8784,-69137.25587,-62455.31179,-20776.13362,-232570.1772,-5194.317569
812000,-390151.9614,-5221.125584,-384930.8358,-69128.34354,-62437.85653,-20786.68651,-232577.9492,-5194.572885
813000,-390174.8447,-5223.39105,-384951.4537,-69135.37326,-62485.96947,-20797.39336,-232532.7176,-5198.014137
814000,-390180.9514,-5218.429733,-384962.5216,-69105.62156,-62487.44568,-20802.92938,-232566.525,-5193.676287
815000,-390171.008,-5220.554025,-384950.454,-69114.3762,-62479.45685,-20804.15724,-232552.4637,-5195.187673
816000,-390164.4698,-5222.938577,-384941.5313,-69108.44506,-62555.37275,-20815.08709,-232462.6264,-5197.115257
817000,-390161.2929,-5220.456044,-384940.8368,-69124.34188,-62447.42653,-20812.54337,-232556.525,-5195.148651
818000,-390165.7255,-5229.635586,-384936.0899,-69142.75311,-62436.92935,-20812.35386,-232544.0536,-5200.097967
819000,-390154.2115,-5225.509239,-384928.7023,-69167.8772,-62340.54614,-20804.25033,-232616.0286,-5200.768725
820000,-390154.3184,-5220.277247,-384934.0412,-69148.84117,-62420.7174,-20827.96417,-232536.5184,-5195.237929
821000,-390136.9753,-5220.150303,-384916.825,-69139.77831,-62371.59117,-20816.15679,-232589.2987,-5193.542102
822000,-390137.9037,-5216.179587,-384921.7241,-69128.50419,-62435.18477,-20822.58615,-232535.449,-5189.971792
823000,-390130.6183,-5222.33101,-384908.2873,-69130.69292,-62422.03458,-20816.41368,-232539.1461,-5196.096636
824000,-390126.5816,-5225.242618,-384901.3389,-69131.97299,-62372.28383,-20811.30478,-232585.7773,-5199.124533
825000,-390132.5721,-5219.982656,-384912.5894,-69144.5244,-62313.96901,-20799.56693,-232654.5291,-5192.7982
826000,-390134.7062,-5218.685012,-384916.0212,-69119.3549,-62559.84299,-20824.22225,-232412.601,-5193.428598
827000,-390131.4132,-5218.238006,-384913.1752,-69145.37976,-62276.98699,-20768.37186,-232722.4366,-5192.258256
828000,-390130.3677,-5220.713663,-384909.654,-69156.33011,-62272.74956,-20787.01466,-232693.5597,-5194.834484
829000,-390112.6479,-5217.830921,-384894.817,-69119.94696,-62367.00205,-20798.95166,-232608.9163,-5193.312296
830000,-390125.1009,-5220.912712,-384904.1882,-69113.19839,-62338.27581,-20773.89446,-232678.8196,-5195.071269
831000,-390134.6198,-5216.348513,-384918.2713,-69111.95635,-62440.14207,-20799.12126,-232567.0516,-5192.067562
832000,-390142.1512,-5223.466153,-384918.685,-69135.78284,-62374.63523,-20791.39591,-232616.871,-5196.654291
833000,-390150.1596,-5219.399329,-384930.7603,-69131.37159,-62451.86004,-20806.16613,-232541.3625,-5190.713724
834000,-390150.079,-5219.215408,-384930.8636,-69158.40365,-62331.96312,-20771.28417,-232669.2127,-5191.793141
835000,-390146.3611,-5221.964642,-384924.3965,-69149.83316,-62406.6397,-20793.58537,-232574.3382,-5196.270167
836000,-390148.7753,-5222.613978,-384926.1613,-69141.94057,-62395.05816,-20780.30411,-232608.8585,-5197.205746
837000,-390137.3753,-5221.651675,-384915.7236,-69116.07877,-62408.95332,-20770.56615,-232620.1254,-5193.867694
838000,-390163.8905,-5220.490651,-384943.3999,-69148.90396,-62378.99294,-20759.87241,-232655.6306,-5194.651002
839000,-390154.1803,-5224.864133,-384929.3161,-69134.11317,-62466.45797,-20769.14184,-232559.6031,-5199.294615
840000,-390160.3324,-5225.067186,-384935.2652,-69162.54609,-62377.32997,-20781.77335,-232613.6158,-5197.469047
841000,-390148.4686,-5225.516028,-384922.9526,-69121.9088,-62497.92454,-20788.64477,-232514.4745,-5199.929462
842000,-390154.5954,-5220.979836,-384933.6155,-69172.61722,-62436.82424,-20781.90164,-232542.2724,-5195.294053
843000,-390170.1564,-5218.703576,-384951.4528,-69180.54521,-62423.49504,-20771.09103,-232576.3215,-5192.263804
844000,-390166.9177,-5221.284953,-384945.6328,-69170.34557,-62380.55434,-20770.07634,-232624.6565,-5195.387037
845000,-390145.9154,-5220.526108,-384925.3893,-69140.1526,-62539.86161,-20801.71867,-232443.6564,-5193.805344
846000,-390134.8732,-5223.576011,-384911.2972,-69139.05233,-62568.61368,-20798.93644,-232404.6948,-5196.622165
847000,-390119.6178,-5221.227429,-384898.3904,-69157.19701,-62504.46222,-20788.84576,-232447.8854,-5196.153959
848000,-390124.3489,-5223.74768,-384900.6012,-69164.27548,-62439.5241,-20789.18127,-232507.6204,-5198.604945
849000,-390143.8372,-5226.168905,-384917.6683,-69162.28099,-62359.62158,-20739.58101,-232656.1847,-5199.857658
850000,-390135.1582,-5224.037557,-384911.1206,-69164.42727,-62450.2288,-20754.83306,-232541.6315,-5196.41264
851000,-390133.6048,-5221.12863,-384912.4761,-69159.7021,-62472.81608,-20766.13799,-232513.82,-5195.270785
852000,-390123.1148,-5219.112833,-384904.0019,-69163.19712,-62400.98673,-20756.13083,-232583.6873,-5193.470997
853000,-390151.5125,-5221.696099,-384929.8164,-69172.94551,-62456.9304,-20758.78791,-232541.1526,-5196.754407
854000,-390152.7727,-5221.489839,-384931.2829,-69164.49433,-62487.45376,-20767.07034,-232512.2645,-5196.453441
855000,-390154.6238,-5218.102815,-384936.521,-69181.35352,-62338.794,-20738.67023,-232677.7032,-5190.498917
856000,-390169.8021,-5227.25537,-384942.5467,-69180.93222,-62438.2973,-20774.55468,-232548.7625,-5197.43351
857000,-390167.1497,-5215.882013,-384951.2677,-69158.13131,-62472.62273,-20793.26822,-232527.2454,-5190.754077
858000,-390179.5428,-5217.206171,-384962.3367,-69153.115,-62393.91985,-20780.80991,-232634.4919,-5191.996842
859000,-390177.9237,-5219.807679,-384958.116,-69145.85168,-62437.07297,-20773.15795,-232602.0334,-5195.06119
860000,-390173.9426,-5216.734273,-384957.2084,-69139.04694,-62440.26967,-20793.6018,-232584.29,-5191.421299
861000,-390174.1474,-5212.103117,-384962.0443,-69136.15683,-62519.71029,-20791.50304,-232514.6742,-5188.483075
862000,-390178.4924,-5215.037455,-384963.455,-69160.4778,-62461.77171,-20773.0226,-232568.1829,-5189.580182
863000,-390171.792,-5211.471277,-384960.3208,-69205.61003,-62423.3781,-20770.77164,-232560.561,-5188.571378
864000,-390158.2139,-5210.186482,-384948.0274,-69186.00444,-62435.28052,-20757.84972,-232568.8927,-5187.179087
865000,-390170.1422,-5212.293203,-384957.849,-69189.70352,-62364.02536,-20748.90623,-232655.2139,-5185.804635
866000,-390173.6823,-5211.635826,-384962.0465,-69190.85698,-62487.63966,-20779.72864,-232503.8212,-5188.792503
867000,-390169.1216,-5211.622794,-384957.4988,-69192.38673,-62395.78366,-20748.08063,-232621.2478,-5188.029209
868000,-390166.5851,-5210.270374,-384956.3147,-69230.43295,-62364.63091,-20748.11478,-232613.1361,-5187.31734
869000,-390176.8289,-5210.539654,-384966.2892,-69250.36917,-62347.55775,-20738.09311,-232630.2692,-5186.629583
870000,-390158.7645,-5206.71398,-384952.0505,-69244.79782,-62375.58952,-20750.47871,-232581.1844,-5183.561175
871000,-390175.8273,-5214.129002,-384961.6983,-69232.59222,-62389.24424,-20741.43404,-232598.4278,-5189.528876
872000,-390170.4907,-5209.120901,-384961.3698,-69240.46731,-62366.60604,-20764.54352,-232589.7529,-5186.097247
873000,-390178.2843,-5209.155152,-384969.1291,-69221.12251,-62396.43225,-20765.28917,-232586.2852,-5186.013556
874000,-390167.6982,-5212.720153,-384954.978,-69220.03288,-62425.97912,-20765.6066,-232543.3594,-5187.240763
875000,-390161.7502,-5205.365462,-384956.3847,-69169.62334,-62476.70095,-20752.50938,-232557.5511,-5181.950902
876000,-390157.018,-5207.769118,-384949.2489,-69178.95633,-62425.88876,-20748.20169,-232596.2021,-5182.895494
877000,-390148.8858,-5206.428762,-384942.457,-69161.41145,-62408.01206,-20743.36101,-232629.6725,-5181.477278
878000,-390143.9346,-5210.618651,-384933.3159,-69144.47418,-62480.65637,-20764.30148,-232543.8839,-5185.930801
879000,-390122.0946,-5208.784412,-384913.3102,-69152.79971,-62435.21643,-20759.30749,-232565.9866,-5184.56703
880000,-390117.4983,-5210.15769,-384907.3406,-69135.95985,-62380.87198,-20758.59242,-232631.9163,-5182.972459
881000,-390123.557,-5211.063654,-384912.4933,-69139.88494,-62330.10351,-20772.11985,-232670.385,-5187.53822
882000,-390131.0771,-5210.616089,-384920.461,-69134.54311,-62361.12007,-20770.08988,-232654.7079,-5186.687383
883000,-390115.9921,-5209.682391,-384906.3097,-69119.5056,-62431.00816,-20790.31065,-232565.4853,-5185.725755
884000,-390101.2865,-5208.04051,-384893.246,-69121.45628,-62417.92324,-20791.72068,-232562.1458,-5184.202504
885000,-390115.2128,-5209.109143,-384906.1037,-69140.9316,-62391.86488,-20792.22578,-232581.0814,-5185.174494
886000,-390115.642,-5207.383476,-384908.2585,-69120.94363,-62530.36344,-20815.28811,-232441.6633,-5182.489063
887000,-390126.4745,-5204.921047,-384921.5535,-69103.95999,-62472.13461,-20795.11497,-232550.3439,-5181.652818
888000,-390139.2749,-5208.400985,-384930.874,-69140.65825,-62368.66704,-20767.61271,-232653.936,-5184.235416
889000,-390130.7094,-5206.003798,-384924.7056,-69088.43274,-62467.00414,-20802.81726,-232566.4515,-5181.831768
890000,-390125.7492,-5206.149485,-384919.5997,-69115.38336,-62396.73215,-20808.13427,-232599.3499,-5182.123791
891000,-390125.3594,-5206.008594,-384919.3508,-69124.22731,-62331.07422,-20797.38672,-232666.6625,-5182.836207
892000,-390142.8611,-5205.726623,-384937.1344,-69113.31931,-62421.15938,-20815.44064,-232587.2151,-5179.867336
893000,-390142.2731,-5209.293851,-384932.9793,-69156.76397,-62335.69971,-20817.03513,-232623.4804,-5184.534961
894000,-390134.5759,-5207.883142,-384926.6927,-69145.13567,-62418.46126,-20811.16821,-232551.9276,-5183.26527
895000,-390115.6422,-5205.415074,-384910.2271,-69136.87301,-62329.71241,-20786.7149,-232656.9268,-5181.664216
896000,-390122.2942,-5205.390082,-384916.9042,-69163.49893,-62319.18343,-20777.04806,-232657.1738,-5181.673194
897000,-390108.6105,-5201.901543,-384906.709,-69165.16926,-62320.27364,-20789.20187,-232632.0642,-5178.468995
898000,-390116.9837,-5205.152754,-384911.8309,-69169.91392,-62390.69144,-20787.74525,-232563.4803,-5181.653891
899000,-390127.4456,-5208.335923,-384919.1097,-69163.83702,-62434.87021,-20800.67543,-232519.727,-5183.813899
900000,-390135.7325,-5212.156696,-384923.5758,-69175.19075,-62365.77502,-20794.48918,-232588.1208,-5188.537951
901000,-390140.0314,-5207.537964,-384932.4935,-69172.41913,-62445.94176,-20777.13779,-232536.9948,-5181.347554
902000,-390124.8572,-5204.46852,-384920.3887,-69210.65558,-62356.08822,-20775.07404,-232578.5708,-5179.36964
903000,-390122.1145,-5205.981166,-384916.1333,-69221.75265,-62297.94449,-20757.57547,-232638.8607,-5182.64609
904000,-390122.0915,-5200.293423,-384921.7981,-69208.8999,-62371.23649,-20796.67035,-232544.9913,-5176.221337
905000,-390128.4791,-5203.30166,-384925.1774,-69228.57764,-62294.52025,-20788.61092,-232613.4686,-5178.991016
906000,-390125.5559,-5202.553497,-384923.0024,-69244.59379,-62341.41696,-20791.01882,-232545.9728,-5176.524974
907000,-390110.3959,-5199.196939,-384911.199,-69225.87189,-62297.0131,-20805.4851,-232582.8289,-5175.035366
908000,-390113.6913,-5199.036071,-384914.6552,-69205.24029,-62270.09566,-20800.77546,-232638.5438,-5175.818655
909000,-390118.8616,-5207.060092,-384911.8015,-69172.15835,-62515.92884,-20847.51987,-232376.1944,-5182.312411
910000,-390124.3252,-5198.261344,-384926.0638,-69199.31004,-62342.98893,-20832.53944,-232551.2254,-5174.63128
911000,-390117.0226,-5200.312979,-384916.7096,-69201.3158,-62440.55287,-20815.00254,-232459.8384,-5177.137977
912000,-390100.027,-5201.023972,-384899.003,-69194.29648,-62331.7716,-20789.26335,-232583.6716,-5177.962091
913000,-390090.2383,-5200.526976,-384889.7113,-69177.27741,-62473.64653,-20823.54403,-232415.2434,-5177.626224
914000,-390081.7496,-5200.968461,-384880.7811,-69221.20721,-62303.25673,-20780.66869,-232575.6485,-5177.504084
915000,-390086.7681,-5195.87176,-384890.8963,-69240.09981,-62316.76331,-20785.86002,-232548.1732,-5172.273468
916000,-390089.9056,-5196.555806,-384893.3497,-69222.14943,-62397.00706,-20791.92759,-232482.2657,-5171.393972
917000,-390082.4365,-5199.717258,-384882.7192,-69227.68285,-62389.19182,-20791.35807,-232474.4865,-5176.364051
918000,-390084.6095,-5196.600982,-384888.0085,-69232.83994,-62359.60273,-20782.54127,-232513.0246,-5173.478046
919000,-390081.4841,-5200.303805,-384881.1803,-69212.95108,-62382.01568,-20782.74517,-232503.4684,-5177.408096
920000,-390085.1196,-5195.486568,-384889.6331,-69224.86411,-62361.50428,-20783.07186,-232520.1928,-5171.184055
921000,-390094.1081,-5197.894078,-384896.214,-69233.68182,-62343.34909,-20784.81786,-232534.3652,-5173.935734
922000,-390079.6304,-5195.342731,-384884.2876,-69200.11172,-62433.72199,-20765.25195,-232485.202,-5169.587115
923000,-390088.2837,-5201.896771,-384886.3869,-69220.24815,-62362.90236,-20770.23888,-232532.9975,-5178.387827
924000,-390080.0949,-5196.839057,-384883.2559,-69213.14833,-62452.55875,-20774.27235,-232443.2765,-5173.071644
925000,-390081.1159,-5194.448347,-384886.6675,-69232.9941,-62371.57489,-20750.01195,-232532.0866,-5171.527616
926000,-390103.7486,-5197.849999,-384905.8986,-69233.73799,-62407.2377,-20752.62453,-232512.2984,-5173.828704
927000,-390109.1276,-5194.598806,-384914.5288,-69248.98587,-62294.22888,-20732.39328,-232638.9207,-5171.721737
928000,-390095.557,-5189.858189,-384905.6988,-69236.95614,-62435.44367,-20761.14595,-232472.1531,-5166.928827
929000,-390107.8899,-5188.89457,-384918.9954,-69256.35111,-62340.0773,-20752.13631,-232570.4306,-5165.855477
930000,-390107.8374,-5190.597916,-384917.2395,-69237.36569,-62305.11645,-20739.65011,-232635.1072,-5165.817186
931000,-390099.0576,-5195.224596,-384903.833,-69247.59342,-62342.29091,-20757.10028,-232556.8484,-5171.101217
932000,-390093.4848,-5202.700783,-384890.784,-69227.64043,-62435.47765,-20775.76001,-232451.9059,-5175.620753
933000,-390099.6784,-5194.483222,-384905.1952,-69277.71776,-62282.10317,-20774.1589,-232571.2153,-5171.522109
934000,-390090.9106,-5202.480027,-384888.4306,-69244.32192,-62330.53096,-20779.41843,-232534.1593,-5175.804215
935000,-390098.8936,-5198.321971,-384900.5717,-69231.03289,-62397.50756,-20791.78431,-232480.2469,-5174.030523
936000,-390103.4362,-5199.701549,-384903.7346,-69192.79247,-62411.80873,-20770.53202,-232528.6014,-5175.768794
937000,-390081.6286,-5197.788142,-384883.8404,-69195.91691,-62344.58741,-20761.74072,-232581.5954,-5173.580788
938000,-390085.0493,-5195.506547,-384889.5427,-69185.8613,-62399.59798,-20775.62415,-232528.4593,-5171.820435
939000,-390090.3063,-5197.539469,-384892.7668,-69179.44206,-62399.00617,-20764.34849,-232549.9701,-5173.739044
940000,-390101.2267,-5197.976672,-384903.25,-69157.79587,-62456.03717,-20758.40866,-232531.0083,-5174.10642
941000,-390092.8399,-5197.616557,-384895.2233,-69116.48158,-62489.09878,-20777.91974,-232511.7232,-5174.049588
942000,-390097.8377,-5199.64268,-384898.195,-69162.65993,-62300.55263,-20745.34842,-232689.634,-5175.462811
943000,-390096.912,-5198.967634,-384897.9444,-69172.37273,-62314.59767,-20751.13809,-232659.8359,-5174.841544
944000,-390100.205,-5203.967911,-384896.2371,-69165.04724,-62498.48725,-20779.29118,-232453.4114,-5178.770439
945000,-390104.9136,-5200.863256,-384904.0504,-69180.04668,-62390.87411,-20762.99531,-232570.1343,-5175.028311
946000,-390120.9666,-5202.992722,-384917.9739,-69187.02414,-62438.63531,-20766.74471,-232525.5698,-5178.732343
947000,-390100.8671,-5202.319048,-384898.548,-69192.97705,-62331.31826,-20723.28997,-232650.9627,-5178.999998
948000,-390086.1948,-5201.326321,-384884.8685,-69178.70197,-62344.36009,-20732.03224,-232629.7742,-5177.694056
949000,-390108.2567,-5200.805878,-384907.4508,-69206.41994,-62236.90825,-20722.99186,-232741.1307,-5176.975349
950000,-390086.6806,-5205.012119,-384881.6685,-69202.87195,-62247.79376,-20712.76476,-232718.238,-5180.815556
951000,-390071.1207,-5205.599196,-384865.5215,-69163.33308,-62397.97581,-20734.89417,-232569.3184,-5181.551689
952000,-390069.0313,-5204.677167,-384864.3541,-69128.68532,-62562.64604,-20759.26421,-232413.7586,-5180.048914
953000,-390066.8384,-5210.082404,-384856.756,-69178.74184,-62386.23118,-20729.53008,-232562.2529,-5184.339725
954000,-390061.6399,-5203.710765,-384857.9291,-69176.29834,-62354.0774,-20728.47721,-232599.0761,-5179.829609
955000,-390061.7095,-5201.261925,-384860.4476,-69173.45454,-62406.41596,-20757.91238,-232522.6647,-5177.541266
956000,-390066.683,-5204.842179,-384861.8409,-69175.81014,-62465.97113,-20766.38923,-232453.6704,-5181.246873
957000,-390079.6523,-5202.842396,-384876.8099,-69190.13527,-62348.92878,-20735.63368,-232602.1122,-5179.630825
958000,-390085.2173,-5203.423771,-384881.7936,-69213.70266,-62396.82919,-20744.40837,-232526.8533,-5180.205206
959000,-390107.9223,-5204.751297,-384903.171,-69228.41246,-62284.76998,-20735.46521,-232654.5233,-5181.665884
960000,-390114.8006,-5208.781964,-384906.0186,-69194.4078,-62363.91822,-20753.85046,-232593.8421,-5185.338124
961000,-390125.2849,-5206.525259,-384918.7596,-69211.89305,-62412.00603,-20778.16934,-232516.6912,-5182.686402
962000,-390125.6823,-5204.741129,-384920.9412,-69225.36261,-62347.62836,-20739.02029,-232608.9299,-5179.776439
963000,-390138.404,-5205.043598,-384933.3604,-69209.84375,-62319.53104,-20734.37075,-232669.6148,-5181.871952
964000,-390126.5413,-5202.80676,-384923.7345,-69218.59914,-62341.54333,-20729.28245,-232634.3096,-5179.431021
965000,-390117.5762,-5203.343376,-384914.2328,-69211.60286,-62373.84049,-20708.11276,-232620.6767,-5180.256825
966000,-390137.6669,-5203.772463,-384933.8945,-69220.49524,-62321.90142,-20689.04364,-232702.4542,-5180.26037
967000,-390141.9523,-5200.57111,-384941.3812,-69225.93261,-62348.36177,-20721.37047,-232645.7164,-5176.575612
968000,-390146.779,-5203.251127,-384943.5279,-69214.37752,-62380.98569,-20733.88783,-232614.2768,-5179.7434
969000,-390153.4799,-5207.34263,-384946.1372,-69191.50305,-62505.50596,-20763.43321,-232485.695,-5183.438753
970000,-390159.0669,-5205.823029,-384953.2439,-69188.01279,-62465.94912,-20779.48629,-232519.7957,-5182.339218
971000,-390142.2793,-5201.15583,-384941.1234,-69181.68541,-62350.96075,-20747.80588,-232660.6714,-5176.193128
972000,-390132.7955,-5196.508539,-384936.287,-69192.49711,-62399.87376,-20744.12699,-232599.7891,-5172.849128
973000,-390130.6636,-5196.882769,-384933.7808,-69180.3386,-62429.36848,-20744.45798,-232579.6157,-5172.109978
974000,-390131.947,-5196.919435,-384935.0276,-69193.44837,-62450.14744,-20752.88509,-232538.5467,-5171.604831
975000,-390106.73,-5196.501897,-384910.2281,-69201.6178,-62355.44854,-20747.83618,-232605.3256,-5169.54488
976000,-390109.6684,-5192.859885,-384916.8086,-69224.37835,-62362.88417,-20781.67166,-232547.8744,-5169.799439
977000,-390112.6488,-5192.923995,-384919.7248,-69201.00431,-62363.02058,-20770.94325,-232584.7567,-5169.59163
978000,-390106.1304,-5200.147231,-384905.9832,-69169.04383,-62336.10994,-20787.36249,-232613.4669,-5175.092949
979000,-390090.9769,-5194.072977,-384896.904,-69182.13036,-62288.40751,-20786.54566,-232639.8204,-5170.022077
980000,-390116.3783,-5199.251079,-384917.1272,-69191.37793,-62264.00999,-20781.76189,-232679.9774,-5175.415743
981000,-390120.2372,-5196.386533,-384923.8506,-69161.33795,-62376.66128,-20797.97811,-232587.8733,-5172.829163
982000,-390100.986,-5195.505803,-384905.4802,-69177.90786,-62279.02482,-20767.19526,-232681.3523,-5172.356401
983000,-390092.3749,-5195.867435,-384896.5074,-69159.34287,-62330.88371,-20833.78128,-232572.4996,-5173.007196
984000,-390089.6181,-5200.815843,-384888.8023,-69194.37127,-62216.81841,-20801.77332,-232675.8393,-5177.205837
985000,-390089.0372,-5199.307759,-384889.7295,-69162.70399,-62305.45109,-20833.41314,-232588.1612,-5174.067016
986000,-390071.6667,-5198.455432,-384873.2113,-69206.44873,-62264.2376,-20798.11792,-232604.407,-5175.075702
987000,-390078.2302,-5201.361476,-384876.8687,-69179.6933,-62340.53556,-20816.68247,-232539.9574,-5178.098589
988000,-390090.232,-5200.644025,-384889.588,-69168.71917,-62362.13587,-20802.9822,-232555.7508,-5176.877243
989000,-390098.9981,-5203.438869,-384895.5592,-69168.66352,-62296.3598,-20799.87732,-232630.6586,-5179.355801
990000,-390104.402,-5204.747562,-384899.6545,-69147.93536,-62403.88094,-20816.35757,-232531.4806,-5180.501206
991000,-390080.6486,-5205.040504,-384875.6081,-69138.55895,-62396.76188,-20817.6712,-232522.6161,-5181.715537
992000,-390086.3733,-5201.788598,-384884.5847,-69175.50579,-62294.52319,-20793.28695,-232621.2688,-5178.808207
993000,-390073.896,-5200.668839,-384873.2271,-69170.84701,-62400.50443,-20803.30496,-232498.5707,-5176.17775
994000,-390083.2211,-5197.809846,-384885.4113,-69165.01441,-62295.5906,-20793.68468,-232631.1216,-5173.68385
995000,-390090.7309,-5203.677432,-384887.0535,-69168.35898,-62374.05257,-20795.40007,-232549.2419,-5179.792069
996000,-390094.1758,-5202.137135,-384892.0386,-69191.09215,-62370.41132,-20808.31866,-232522.2165,-5177.626106
997000,-390102.8747,-5203.406286,-384899.4684,-69182.66057,-62386.29567,-20798.86025,-232531.6519,-5178.748754
998000,-390095.1405,-5209.290823,-384885.8497,-69168.31675,-62361.88427,-20802.63117,-232553.0175,-5181.667189
999000,-390106.0901,-5209.044565,-384897.0455,-69160.56623,-62329.27156,-20829.4725,-232577.7352,-5182.792158
1000000,-390100.0712,-5203.943738,-384896.1275,-69136.32215,-62364.37513,-20829.39196,-232566.0383,-5177.645951
1001000,-390100.5521,-5206.46341,-384894.0887,-69159.36679,-62356.62513,-20835.38024,-232542.7166,-5178.811896
1002000,-390119.9402,-5207.269878,-384912.6703,-69139.19964,-62365.7441,-20820.2913,-232587.4353,-5180.339372
1003000,-390130.7908,-5210.467037,-384920.3237,-69142.87619,-62408.79812,-20820.78011,-232547.8693,-5183.343464
1004000,-390135.0026,-5205.987947,-384929.0147,-69115.25152,-62477.83631,-20832.26581,-232503.661,-5180.329196
1005000,-390106.0684,-5206.980876,-384899.0875,-69122.68804,-62350.72961,-20792.05521,-232633.6147,-5178.659913
1006000,-390102.5152,-5209.922547,-384892.5927,-69104.84647,-62402.62723,-20784.4585,-232600.6605,-5181.73006
1007000,-390103.2798,-5205.839138,-384897.4407,-69114.65253,-62328.07456,-20785.26132,-232669.4523,-5177.772575
1008000,-390072.3845,-5208.078488,-384864.306,-69123.19167,-62294.32228,-20794.30519,-232652.4868,-5180.25042
1009000,-390060.2972,-5204.394554,-384855.9027,-69137.70736,-62223.48511,-20792.98701,-232701.7232,-5175.058048
1010000,-390070.974,-5207.102157,-384863.8719,-69134.205,-62407.09677,-20807.24574,-232515.3244,-5178.99795
1011000,-390053.5645,-5209.073893,-384844.4906,-69121.31058,-62374.95072,-20815.84921,-232532.3801,-5179.340665
1012000,-390038.1192,-5207.400486,-384830.7187,-69127.29009,-62316.63894,-20792.76824,-232594.0215,-5179.351768
1013000,-390045.1093,-5203.732031,-384841.3772,-69155.37199,-62311.64722,-20806.11678,-232568.2413,-5175.608496
1014000,-390046.8593,-5204.554353,-384842.3049,-69163.3615,-62303.02212,-20795.76896,-232580.1523,-5176.862929
1015000,-390027.659,-5209.574855,-384818.0841,-69145.59223,-62378.58799,-20799.00315,-232494.9008,-5180.879921
1016000,-390031.3318,-5208.680263,-384822.6515,-69197.40453,-62225.04354,-20788.18622,-232612.0172,-5180.798048
1017000,-390042.7068,-5207.246178,-384835.4607,-69209.20263,-62137.57755,-20777.73501,-232710.9455,-5179.608339
1018000,-390029.6671,-5207.199137,-384822.468,-69213.05817,-62208.60555,-20790.87308,-232609.9312,-5179.733234
1019000,-390030.2674,-5207.811976,-384822.4554,-69189.552,-62238.21941,-20778.23252,-232616.4514,-5179.966885
1020000,-390053.0909,-5208.905663,-384844.1853,-69196.79147,-62210.90443,-20793.27198,-232643.2174,-5181.094388
1021000,-390040.7945,-5204.019675,-384836.7749,-69176.75305,-62358.72142,-20807.10749,-232494.1929,-5176.036386
1022000,-390040.1567,-5203.660835,-384836.4959,-69178.73925,-62269.06914,-20793.84517,-232594.8424,-5176.236419
1023000,-390038.7707,-5204.226354,-384834.5443,-69162.42061,-62423.97376,-20826.56697,-232421.583,-5174.365302
1024000,-390022.8038,-5201.401861,-384821.4019,-69182.73732,-62284.22285,-20821.53642,-232532.9053,-5172.488636
1025000,-390023.9159,-5202.389326,-384821.5265,-69176.78334,-62286.25214,-20832.11591,-232526.3751,-5173.253015
1026000,-390031.1604,-5205.402471,-384825.758,-69136.80397,-62375.9022,-20834.21846,-232478.8333,-5176.629297
1027000,-390038.6367,-5206.452148,-384832.1846,-69149.55957,-62322.79314,-20827.49066,-232532.3412,-5176.270428
1028000,-390043.1885,-5210.775517,-384832.413,-69173.4712,-62250.40835,-20804.63236,-232603.9011,-5180.82297
1029000,-390056.6143,-5204.357272,-384852.2571,-69182.6736,-62312.9101,-20827.49451,-232529.1788,-5175.347501
1030000,-390043.681,-5209.800407,-384833.8806,-69156.06936,-62357.24042,-20841.62061,-232478.9502,-5179.60287
1031000,-390054.7733,-5205.812542,-384848.9608,-69163.10251,-62382.83046,-20843.40339,-232459.6244,-5177.091348
1032000,-390046.329,-5208.149177,-384838.1799,-69199.48241,-62241.41143,-20825.53711,-232571.7489,-5179.63461
1033000,-390020.4695,-5206.834717,-384813.6348,-69213.5186,-62223.13834,-20806.78619,-232570.1916,-5178.503381
1034000,-390033.3977,-5211.479406,-384821.9183,-69196.5347,-62268.33175,-20833.21761,-232523.8342,-5183.902143
1035000,-390049.7332,-5210.756542,-384838.9767,-69179.0551,-62212.30706,-20832.32998,-232615.2845,-5182.079668
1036000,-390060.9495,-5215.718132,-384845.2314,-69178.00559,-62267.55418,-20813.75887,-232585.9127,-5181.986428
1037000,-390051.7761,-5211.10786,-384840.6683,-69179.03746,-62223.39939,-20801.95469,-232636.2767,-5178.913207
1038000,-390057.5446,-5208.689884,-384848.8547,-69180.92551,-62279.36667,-20822.43639,-232566.1262,-5178.303963
1039000,-390060.9385,-5211.020348,-384849.9181,-69208.89082,-62176.57775,-20798.18004,-232666.2695,-5180.056159
1040000,-390059.313,-5207.676778,-384851.6363,-69187.04723,-62252.66233,-20814.82503,-232597.1017,-5177.179738
1041000,-390073.4831,-5212.611716,-384860.8714,-69171.6936,-62376.20155,-20840.14951,-232472.8267,-5181.44535
1042000,-390090.9381,-5206.974349,-384883.9637,-69160.22967,-62346.69894,-20849.69576,-232527.3393,-5176.417251
1043000,-390099.0922,-5212.615828,-384886.4764,-69153.66726,-62386.3948,-20845.67817,-232500.7362,-5182.141607
1044000,-390093.8306,-5214.463553,-384879.367,-69168.46222,-62369.63093,-20822.39648,-232518.8774,-5183.034846
1045000,-390083.1265,-5212.781457,-384870.3451,-69169.54184,-62424.69524,-20841.77516,-232434.3328,-5182.093825
1046000,-390069.9543,-5207.903574,-384862.0508,-69172.01068,-62354.55913,-20824.64577,-232510.8352,-5177.950545
