,par1,par2,par3
700,1.676829048,2.831369224,2.584367108
701,0.825734267,1.853339265,4.158047441
702,0.246603306,1.469987845,7.428315017
703,0.558149746,1.866809311,2.475633727
704,0.099698922,2.513710732,2.998769572
705,2.22557945,1.891124823,5.194510862
706,0.339349582,3.227254514,3.165865723
707,0.422454223,0.872157559,4.239693206
708,0.235766216,2.168620475,2.78071594
709,1.562766116,2.138944346,2.381170822
710,0.115299841,4.078238877,2.746864521
711,0.011944726,2.666347443,4.60263399
712,0.425601355,3.315481572,3.589631684
713,0.124393831,2.581921791,8.220774412
714,0.423517733,1.456050807,3.036281158
715,0.252561893,2.269377951,3.017089635
716,0.301631051,2.085001262,4.841801405
717,0.170429074,3.790742185,2.02080327
718,0.141122801,3.667322504,2.604449792
719,0.835956282,1.327199801,2.077426423
720,0.311089765,1.529850711,3.321695256
721,0.176925093,1.084613757,3.508370785
722,0.031524887,1.456807919,3.442615071
723,0.599435711,2.711896051,4.868384875
724,1.504725475,1.694499003,4.088242341
725,0.609432857,0.847607202,4.038411646
726,0.260776621,2.049288891,2.572253674
727,0.841380056,0.806544932,2.431705321
728,1.407387815,1.6639998,2.55993312
729,0.146156745,1.030725983,3.976281397
730,0.480175954,2.303305852,2.146816294
731,0.046008826,2.279816314,5.467461377
732,0.846031049,1.368444781,4.833023685
733,1.382918606,0.955195485,2.275844863
734,0.765496656,0.950628924,3.238016514
735,0.144957931,0.816992162,4.3288047
736,0.576810788,1.067932667,2.955392636
737,0.348301705,1.377581467,2.937534694
738,0.17695157,1.30256709,4.029451121
739,0.498037856,3.280955651,3.89814445
740,0.704207874,1.880934558,3.753693605
741,0.243584892,1.946087382,8.906327426
742,0.051703799,2.461608891,2.17893373
743,0.779446742,0.931954317,7.06087676
744,0.830408958,2.821308783,2.689575953
745,1.310633051,2.710988158,2.138136698
746,1.030871279,1.314086335,2.692193512
747,0.006667075,1.34829494,2.292238849
748,0.172517943,1.769484655,3.846532827
749,0.207779349,2.233639988,4.93511422
750,0.271882106,1.259880688,3.36681352
751,0.092905148,5.05385606,2.161606394
752,0.602436434,4.862309539,8.490282178
753,0.449758163,1.32478192,2.912665841
754,0.401749208,1.055226034,2.329092042
755,0.858370461,1.406658713,4.897013689
756,0.075255499,2.199214866,3.977373358
757,1.757704635,1.843278123,5.622916236
758,0.738657746,1.189491555,6.273727387
759,0.489868477,3.398646226,2.920670932
760,0.125672663,2.676842405,5.11370432
761,1.460538406,0.962727094,2.29415328
762,0.01964725,2.107725807,2.341525184
763,0.221574788,0.917073216,2.655848934
764,0.627656932,2.571057391,3.383527448
765,0.020538633,1.159883868,4.816146217
766,0.002464356,1.51766864,3.63148953
767,0.920578877,1.13893304,5.156330008
768,1.024560649,1.074122539,3.171516968
769,0.081517641,2.426932532,2.270849178
770,0.027608725,3.167940275,7.849994599
771,0.386425637,1.305208957,3.23083034
772,0.451344975,1.279894722,2.849190468
773,0.140601288,1.024883955,3.375156588
774,0.488353414,2.165566531,2.330591501
775,0.285613625,1.608131769,3.459862623
776,1.569679607,0.922977141,5.688036606
777,0.560343951,1.175003078,2.200193031
778,0.213053468,3.232148078,2.30324436
779,0.63025265,2.390273946,4.120419721
780,0.089728444,1.729440526,5.512632754
781,0.3546828,1.749040149,4.137571362
782,0.369149903,1.407582057,2.038806383
783,0.299717373,0.842227287,7.481454912
784,0.085702887,0.993515707,5.44059205
785,0.863762781,1.944394549,2.077724482
786,0.298302832,1.680164541,3.001806827
787,0.05657548,3.893095415,3.284232677
788,0.282024748,1.554164653,14.0606136
789,0.15408986,1.457754846,4.113204934
790,0.047955008,1.827931175,6.854288678
791,0.027927573,1.040081724,5.41132804
792,0.800119152,3.162871662,3.726231692
793,0.073588824,1.249540225,7.044150281
794,0.70312631,1.813681478,2.570665673
795,0.207166939,2.708031441,2.025094573
796,1.235854405,1.527011117,3.007971702
797,0.580636458,1.505110185,4.169739084
798,0.831261555,1.829143275,6.718302902
799,0.638586272,1.33957174,6.456839103
800,0.093206414,1.144088735,8.199054008
801,0.154810773,1.286767418,2.638043156
802,2.01985124,1.130761737,2.834875771
803,0.247048372,1.367545341,4.694586002
804,0.110186694,1.50159647,3.534078192
805,0.257412764,1.750304336,5.055042792
806,0.356015058,1.063855819,4.239637564
807,0.051128483,1.010111239,5.946446217
808,0.262108928,2.335029408,2.282317033
809,0.135483671,1.353065673,2.679031376
810,0.050889591,1.485356232,2.489707554
811,0.095900912,1.409557217,3.449102372
812,1.694241438,1.49696017,3.524710759
813,0.695459168,1.48053906,6.618769925
814,0.117943881,0.966438302,3.390247641
815,0.320683013,0.89219635,3.023053364
816,0.981490025,0.854396002,4.302611783
817,0.266668319,3.714006842,2.031876444
818,0.009503117,1.794073758,2.261468241
819,0.215749007,0.822310861,2.124294432
820,0.112748589,0.995673024,5.305469514
821,0.303090081,3.362060336,2.467532208
822,0.498195296,2.024813389,7.565059559
823,2.104589739,1.457811243,5.964526307
824,0.450030631,2.950279032,5.300695672
825,0.360395118,3.828440868,2.054415309
826,1.643958408,1.975546299,8.088189169
827,0.918159162,0.959212752,2.405541523
828,0.203579089,1.427348026,2.267889583
829,0.776943745,3.072595478,5.402526133
830,0.247048241,5.512885335,4.519191945
831,0.050596541,1.107587138,5.124213075
832,0.142073757,0.997469699,4.253874637
833,0.158887686,1.35765288,3.586311284
834,1.356320287,1.426107219,2.061782723
835,0.376462841,5.077116844,3.689000498
836,1.713028744,1.017066802,2.149148962
837,0.637952371,1.581432381,3.245142644
838,0.553484894,2.564381904,8.275726497
839,0.602262207,1.243690872,9.453872223
840,0.183104414,1.02669004,2.823304944
841,0.099861423,3.838876457,3.379271545
842,0.394665678,0.991184717,4.058768049
843,1.576729536,1.689249241,6.955030013
844,0.367418151,0.978716784,8.607081979
845,0.066654549,2.003037287,6.467303386
846,0.180426655,1.044406784,2.402305206
847,1.139198723,1.98278659,4.361264294
848,0.136706676,1.159615795,6.724814575
849,0.795410044,4.459400319,2.217479681
850,0.500063578,0.873024077,2.599806082
851,0.060018351,1.318009328,10.52328578
852,0.203955877,1.427545245,4.334911875
853,0.107653482,1.324687749,2.559485609
854,1.814992465,2.421993005,2.583703002
855,0.08647256,0.865362329,2.57153298
856,0.352407709,1.622171648,2.760025017
857,0.77374182,0.83450034,2.888551787
858,0.337856197,2.696219108,3.452527273
859,0.522839512,1.408059957,2.686875363
860,0.949685328,1.053220519,3.869041184
861,0.803329199,3.338061401,2.252964106
862,0.958460432,1.591595479,7.145966012
863,0.675761581,1.257004163,2.45835575
864,0.3291994,1.203976236,5.063940495
865,0.071990194,1.411928491,5.766800634
866,0.822937725,1.764876523,2.118599046
867,0.955476333,1.018454965,2.39779001
868,0.083738123,2.410076355,2.917124595
869,0.429112434,0.840449983,3.338518063
870,0.258729745,1.460081792,8.303391114
871,2.045372913,1.05862137,4.841105044
872,0.08485332,3.609646658,3.489962744
873,1.59355355,1.783755286,3.624113267
874,0.649612542,2.259792754,2.069881578
875,0.179161256,1.005144204,4.81502378
876,0.115362899,1.189204831,2.264561583
877,1.486935761,0.866342099,3.231350048
878,0.831070728,0.959939677,5.242041866
879,0.394787282,0.99978892,5.499318106
880,0.074936549,0.860863765,2.58124813
881,0.195580359,0.925580568,5.108134758
882,0.025954811,2.584390613,2.147328602
883,0.076725136,3.926322366,2.080499738
884,0.163122764,1.513429802,4.354119124
885,0.13099279,1.067106669,2.092017104
886,0.023527675,3.055769426,6.028174084
887,0.071480258,1.076364539,2.72094027
888,0.73569327,1.300766606,2.548606763
889,0.211035075,1.61965449,4.013793741
890,0.692322314,2.171690929,5.899788577
891,0.1073022,1.18248057,4.657827174
892,0.912324025,2.17055432,4.317960746
893,0.051407255,3.134415136,4.801359951
894,0.980532192,2.379473164,4.063740276
895,0.006728843,1.089364741,2.204520913
896,0.106129301,1.025675263,3.95782127
897,0.003826954,1.954209968,2.468884887
898,0.717828596,3.040911925,2.28881921
899,0.555806153,2.462716305,7.03744532
900,0.257310289,1.532270321,2.221680677
901,0.071431481,0.963338862,4.02420737
902,0.220660664,1.107452173,3.361397339
903,0.055091226,0.963731571,3.495338357
904,0.807120335,1.127543572,4.544051208
905,0.069116499,2.995038447,3.472515995
906,0.972248353,0.836256725,4.763828486
907,0.459072661,3.260857339,2.270281229
908,0.536895079,1.406193511,4.447159436
909,0.245653484,0.823250968,2.279626974
910,0.562351085,1.232301948,2.608249339
911,0.408913538,1.040620754,4.653868911
912,0.199700215,0.885263315,7.350353811
913,1.000948057,2.071151178,2.95046939
914,0.220253513,2.653979757,2.157462106
915,0.26712389,1.138584905,4.627498986
916,0.033255184,1.582498387,5.579029482
917,0.451445306,1.749550108,3.515295939
918,0.22087446,1.281863718,5.5368312
919,0.029111049,1.059026108,5.828004815
920,0.370691417,3.09975783,2.087111777
921,0.192267144,1.417032467,3.370391756
922,0.05563036,1.765344746,5.054851834
923,0.540156585,1.630631377,8.700950652
924,0.127509156,3.080617315,7.633141949
925,0.057874323,0.880169944,2.87821254
926,0.103091726,6.151464331,4.967882007
927,0.12352165,1.028720097,10.37624321
928,0.395345706,0.873285325,2.374169495
929,0.401961082,2.323545329,4.463818407
930,0.01553948,1.644797083,6.998220842
931,0.935966603,1.9726881,2.364451004
932,0.001660528,1.438696542,2.953204509
933,0.920716132,2.580336196,7.74698433
934,1.020429976,2.65814851,2.019096597
935,0.19227827,0.958216937,2.004160272
936,0.835932151,0.957109551,2.258945408
937,0.917816238,0.841980985,7.395679902
938,0.072797541,1.446746719,11.82604024
939,0.00737886,1.116449082,2.137163542
940,0.426563743,2.021177413,3.627806801
941,0.034595547,2.884649188,4.95718563
942,0.101665785,1.591090493,2.593115192
943,0.119648146,1.479745663,3.612129263
944,1.395170107,1.626488851,2.045070411
945,0.030922573,1.170271327,3.375396526
946,0.528363114,0.954546682,3.640383683
947,1.192769044,0.959087523,3.059339903
948,1.422891274,2.522105937,4.097084966
949,1.384978066,1.10989828,2.410719143
950,1.402026992,1.181936674,3.90274726
951,0.344405432,1.189295302,3.902902687
952,0.273318019,1.453164406,3.457662314
953,0.067776208,1.549266089,4.250925114
954,0.478576153,2.326354354,2.548063282
955,0.80188671,1.963683519,4.54331217
956,0.362963784,1.890393092,4.383721102
957,0.103539653,1.372268451,3.720339987
958,0.144880484,0.818593944,2.042687048
959,1.746403437,3.286259929,6.387793004
960,0.357157463,0.910849083,5.159817658
961,1.178921553,0.996518555,2.57796035
962,0.137508014,3.993701735,6.000653617
963,1.560113829,1.885653733,5.976578206
964,1.172539853,1.181676937,4.087816678
965,0.098307358,0.821951658,3.286431065
966,0.16406672,1.818391022,3.025597088
967,0.224980584,0.858093083,3.893152108
968,1.606937283,1.439168189,2.812918114
969,0.299465119,2.966153109,2.737086707
970,0.076383579,1.936901497,6.390547421
971,0.501225877,0.866641003,5.649115972
972,0.161083662,2.447631729,7.382273983
973,0.186606303,1.15672844,2.79121046
974,0.418860815,2.278571778,2.834769926
975,0.038544457,1.46652274,2.694245694
976,0.048604059,0.925568824,5.648853063
977,0.508468753,1.300411266,4.802443519
978,0.427449338,2.681191932,4.32347174
979,0.285808875,2.773027948,4.451325815
980,0.179582359,0.863389402,2.023656523
981,1.639682788,4.931520724,4.305846276
982,0.789857887,1.849082228,3.499979664
983,1.101150853,2.03422984,2.482965258
984,0.155830216,1.830868852,2.123083885
985,2.327535147,0.862403779,4.792385723
986,2.133672357,1.033440158,10.3195444
987,0.169603438,1.260856411,2.612976152
988,0.097055539,1.844625648,3.111025895
989,0.197978674,2.656884045,2.727954735
990,0.388848954,1.183937324,10.92210076
991,0.459368332,0.823174454,2.896794962
992,0.505696743,1.111361703,2.790905109
993,1.402708437,0.803051924,2.066190399
994,0.116770208,1.65688817,2.477017432
995,0.248604694,1.310854289,3.796124754
996,0.078684595,1.563440399,3.015480532
997,0.497237473,1.420291637,2.552982728
998,0.435258268,1.077939573,2.776422898
999,0.492969406,2.266400974,5.417992391
1000,0.143511845,0.863836063,2.924784522
