Higher taxonomic group,Order,Family,Genus,Species,Chromosome number (female),Chromosome number (male),"Predicted ploidy (1,2,3,4)","Sexual system (hermaphrodite,monoecy,dioecy,gynodioecy,androdioecy,gynomonoecy,andromonoecy,polygamodioecy,polygamomonoecy,apomictic,other)","Karyotype (ZO,ZW,XY,XO,WO,homomorphic,complex XY,complex ZW)","Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","Haplodiploidy (arrhenotoky,paternal genome elimination,other)","Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","Polyfactorial (yes,no)","Molecular basis (dosage,Y dominant,W dominant)",entry initials,entry name,entry email,"notes, comments",source: Chromosome number (female),source: Chromosome number (male),"source: Predicted ploidy (1,2,3,4)","source: Sexual system (hermaphrodite,monoecy,dioecy,gynodioecy,androdioecy,gynomonoecy,andromonoecy,polygamodioecy,polygamomonoecy,apomictic,other)","source: Karyotype (ZO,ZW,XY,XO,WO,homomorphic,complex XY,complex ZW)","source: Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","source: Haplodiploidy (arrhenotoky,paternal genome elimination,other)","source: Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","source: Polyfactorial (yes,no)","source: Molecular basis (dosage,Y dominant,W dominant)"
Fish,Characiformes,Erythrinidae,Hoplias,Hoplias malabaricus-3,40,41,,gonochorous,complex XY,male heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,XY1Y2,"Bertollo L.A.C. et al. (2000) A biodiversity approach in the neotropical Erythrinidae fish, Hoplias malabaricus. Karyotypic survey, geographic distribution of cytotypes and cytotaxonomic considerations. Chrom Res 8:603-613; Rosa R. et al. (2009) Cytotaxonomy in distinct populations in Hoplias aff. malabaricus (Characiformes, Erythrinidae) from lower Paranapanema River basin. J Fish Biol 75:2682-2694.","Bertollo L.A.C. et al. (2000) A biodiversity approach in the neotropical Erythrinidae fish, Hoplias malabaricus. Karyotypic survey, geographic distribution of cytotypes and cytotaxonomic considerations. Chrom Res 8:603-613; Rosa R. et al. (2009) Cytotaxonomy in distinct populations in Hoplias aff. malabaricus (Characiformes, Erythrinidae) from lower Paranapanema River basin. J Fish Biol 75:2682-2694.",,"Bertollo L.A.C. et al. (2000) A biodiversity approach in the neotropical Erythrinidae fish, Hoplias malabaricus. Karyotypic survey, geographic distribution of cytotypes and cytotaxonomic considerations. Chrom Res 8:603-613; Rosa R. et al. (2009) Cytotaxonomy in distinct populations in Hoplias aff. malabaricus (Characiformes, Erythrinidae) from lower Paranapanema River basin. J Fish Biol 75:2682-2694.","Bertollo L.A.C. et al. (2000) A biodiversity approach in the neotropical Erythrinidae fish, Hoplias malabaricus. Karyotypic survey, geographic distribution of cytotypes and cytotaxonomic considerations. Chrom Res 8:603-613; Rosa R. et al. (2009) Cytotaxonomy in distinct populations in Hoplias aff. malabaricus (Characiformes, Erythrinidae) from lower Paranapanema River basin. J Fish Biol 75:2682-2694.","Bertollo L.A.C. et al. (2000) A biodiversity approach in the neotropical Erythrinidae fish, Hoplias malabaricus. Karyotypic survey, geographic distribution of cytotypes and cytotaxonomic considerations. Chrom Res 8:603-613; Rosa R. et al. (2009) Cytotaxonomy in distinct populations in Hoplias aff. malabaricus (Characiformes, Erythrinidae) from lower Paranapanema River basin. J Fish Biol 75:2682-2694.",,,,
Fish,Characiformes,Gasteropelicidae,Thoracocharax,Thoracocharax stellatus,54,54,,gonochorous,ZW,female heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,Caravalho M.L. et al. (2002) Genetics and Molecular Biology 25: 299-303,Caravalho M.L. et al. (2002) Genetics and Molecular Biology 25: 299-303,Caravalho M.L. et al. (2002) Genetics and Molecular Biology 25: 299-303,,,,
Fish,Characiformes,Parodontidae,Apareiodon,Apareiodon affinis-1,55,54,,gonochorous,complex ZW,female heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,ZW1W2,"Jesus C.M. et al. (1999) Comparative cytogenetics in Apareiodon affinis (Pisces, Characiformes) and considerations regarding diversification of the group. Genetica 105: 63-67; Moreira-Filho O. et al. (1980) Evidence for a multiple sex chromosome system with female heterogametic in Apareiodon affinis (Pisces, Parodontidae). Caryologia 33: 83-91.","Jesus C.M. et al. (1999) Comparative cytogenetics in Apareiodon affinis (Pisces, Characiformes) and considerations regarding diversification of the group. Genetica 105: 63-67; Moreira-Filho O. et al. (1980) Evidence for a multiple sex chromosome system with female heterogametic in Apareiodon affinis (Pisces, Parodontidae). Caryologia 33: 83-91.",,"Jesus C.M. et al. (1999) Comparative cytogenetics in Apareiodon affinis (Pisces, Characiformes) and considerations regarding diversification of the group. Genetica 105: 63-67; Moreira-Filho O. et al. (1980) Evidence for a multiple sex chromosome system with female heterogametic in Apareiodon affinis (Pisces, Parodontidae). Caryologia 33: 83-91.","Jesus C.M. et al. (1999) Comparative cytogenetics in Apareiodon affinis (Pisces, Characiformes) and considerations regarding diversification of the group. Genetica 105: 63-67; Moreira-Filho O. et al. (1980) Evidence for a multiple sex chromosome system with female heterogametic in Apareiodon affinis (Pisces, Parodontidae). Caryologia 33: 83-91.","Jesus C.M. et al. (1999) Comparative cytogenetics in Apareiodon affinis (Pisces, Characiformes) and considerations regarding diversification of the group. Genetica 105: 63-67; Moreira-Filho O. et al. (1980) Evidence for a multiple sex chromosome system with female heterogametic in Apareiodon affinis (Pisces, Parodontidae). Caryologia 33: 83-91.",,,,
Fish,Characiformes,Parodontidae,Apareiodon,Apareiodon affinis-2,56,56,,gonochorous,homomorphic,,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,,"Jesus C.M. et al. (1999) Comparative cytogenetics in Apareiodon affinis (Pisces, Characiformes) and considerations regarding diversification of the group. Genetica 105: 63-67; Moreira-Filho O. et al. (1980) Evidence for a multiple sex chromosome system with female heterogametic in Apareiodon affinis (Pisces, Parodontidae). Caryologia 33: 83-91.","Jesus C.M. et al. (1999) Comparative cytogenetics in Apareiodon affinis (Pisces, Characiformes) and considerations regarding diversification of the group. Genetica 105: 63-67; Moreira-Filho O. et al. (1980) Evidence for a multiple sex chromosome system with female heterogametic in Apareiodon affinis (Pisces, Parodontidae). Caryologia 33: 83-91.",,"Jesus C.M. et al. (1999) Comparative cytogenetics in Apareiodon affinis (Pisces, Characiformes) and considerations regarding diversification of the group. Genetica 105: 63-67; Moreira-Filho O. et al. (1980) Evidence for a multiple sex chromosome system with female heterogametic in Apareiodon affinis (Pisces, Parodontidae). Caryologia 33: 83-91.","Jesus C.M. et al. (1999) Comparative cytogenetics in Apareiodon affinis (Pisces, Characiformes) and considerations regarding diversification of the group. Genetica 105: 63-67; Moreira-Filho O. et al. (1980) Evidence for a multiple sex chromosome system with female heterogametic in Apareiodon affinis (Pisces, Parodontidae). Caryologia 33: 83-91.",,,,,
Fish,Characiformes,Parodontidae,Parodon,Parodon hilarii,,,,gonochorous,homomorphic,female heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,
Fish,Characiformes,Parodontidae,Parodon,Parodon tortuosus,,,,gonochorous,homomorphic,female heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,,,,Caravalho M.L. et al. (2002) Genetics and Molecular Biology 25: 299-303,Caravalho M.L. et al. (2002) Genetics and Molecular Biology 25: 299-303,Caravalho M.L. et al. (2002) Genetics and Molecular Biology 25: 299-303,,,,
Fish,Characiformes,Prochilodontidae,Semaprochilodus,Semaprochilodus taeniurus,,,,gonochorous,homomorphic,female heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,
Fish,Clupeiformes,Clupeidae,Brevoortia,Brevoortia aurea,46,45,,gonochorous,complex XY,male heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,X1X2Y,"Brum M.J.I. and Galetti P.M. (1992) Multiple sex chromosomes in south Atlantic fish, Brevoortia aurea, Clupeidae. Rev Brazil Genet 15:547-553.","Brum M.J.I. and Galetti P.M. (1992) Multiple sex chromosomes in south Atlantic fish, Brevoortia aurea, Clupeidae. Rev Brazil Genet 15:547-553.",,"Brum M.J.I. and Galetti P.M. (1992) Multiple sex chromosomes in south Atlantic fish, Brevoortia aurea, Clupeidae. Rev Brazil Genet 15:547-553.","Brum M.J.I. and Galetti P.M. (1992) Multiple sex chromosomes in south Atlantic fish, Brevoortia aurea, Clupeidae. Rev Brazil Genet 15:547-553.","Brum M.J.I. and Galetti P.M. (1992) Multiple sex chromosomes in south Atlantic fish, Brevoortia aurea, Clupeidae. Rev Brazil Genet 15:547-553.",,,,
Fish,Clupeiformes,Clupeidae,Brevoortia,Brevoortia pectinata,46,46,,gonochorous,homomorphic,,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,,"Brum M.J.I. and Galetti P.M. (1992) Multiple sex chromosomes in south Atlantic fish, Brevoortia aurea, Clupeidae. Rev Brazil Genet 15:547-553.","Brum M.J.I. and Galetti P.M. (1992) Multiple sex chromosomes in south Atlantic fish, Brevoortia aurea, Clupeidae. Rev Brazil Genet 15:547-553.",,"Brum M.J.I. and Galetti P.M. (1992) Multiple sex chromosomes in south Atlantic fish, Brevoortia aurea, Clupeidae. Rev Brazil Genet 15:547-553.","Brum M.J.I. and Galetti P.M. (1992) Multiple sex chromosomes in south Atlantic fish, Brevoortia aurea, Clupeidae. Rev Brazil Genet 15:547-553.",,,,,
Fish,Clupeiformes,Clupeidae,Tenualosa,Tenualosa macrura,,,,hermaphrodite,,,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,protandrous hermaphrodite,,,,Blaber S.J. et al. (1999) Estuarine Coastal Shelf Sciences 49: 689-701,,,,,,
Fish,Clupeiformes,Clupeidae,Tenualosa,Tenualosa toli,,,,hermaphrodite,,,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,protandrous hermaphrodite,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,,,
Fish,Clupeiformes,Cyprinidae,Carassius,Carassius auratus,100,100,4,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Clupeiformes,Engraulidae,Coilia,Coilia nasus,47,48,,gonochorous,ZO,female heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cypriniformes,Cobitidae,Cobitis,Cobitis bilineata,,,,hermaphrodite,,,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,protandrous hermaphrodite,,,,Bohlen and Ritterbusch (2000) Environmental Biology of Fishes 59: 347-352,,,,,,
Fish,Cypriniformes,Cobitidae,Cobitis,Cobitis elongatoides-taenia,,,2|3|4,apomictic,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,gynogenetic; recent hybrid origin with multiple origins involving both maternal sources (reciprocal),,,"Janko, K., Kotlik, P., & Rab, P. (2003). Evolutionary history of asexual hybrid loaches (Cobitis: Teleostei) inferred from phylogenetic analysis of mitochondrial DNA variation. J. Evol. Biol. 16:1280-1287.","Janko, K., Kotlik, P., & Rab, P. (2003). Evolutionary history of asexual hybrid loaches (Cobitis: Teleostei) inferred from phylogenetic analysis of mitochondrial DNA variation. J. Evol. Biol. 16:1280-1287.",,,,,,
Fish,Cypriniformes,Cobitidae,Cobitis,Cobitis elongatoides-tanaitica,,,3|4,apomictic,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,gynogenetic,,,"Janko, K., Kotlik, P., & Rab, P. (2003). Evolutionary history of asexual hybrid loaches (Cobitis: Teleostei) inferred from phylogenetic analysis of mitochondrial DNA variation. J. Evol. Biol. 16:1280-1287.","Janko, K., Kotlik, P., & Rab, P. (2003). Evolutionary history of asexual hybrid loaches (Cobitis: Teleostei) inferred from phylogenetic analysis of mitochondrial DNA variation. J. Evol. Biol. 16:1280-1287.",,,,,,
Fish,Cypriniformes,Cobitidae,Cobitis,Cobitis hankugensis-Iksookimia longicorpa,,,2|3,apomictic,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,gynogenetic; formerly C. sinensis-C. longicorpus,,,"Park, J. Y., Kim, I. S., & Ko, M. H. (2011). Characteristics of rare males in the cobitid unisexual complex, Cobitis hankugensis-Iksookimia longicorpa. Folia Zool. 60:290-294.","Park, J. Y., Kim, I. S., & Ko, M. H. (2011). Characteristics of rare males in the cobitid unisexual complex, Cobitis hankugensis-Iksookimia longicorpa. Folia Zool. 60:290-294.",,,,,,
Fish,Cypriniformes,Cobitidae,Cobitis,Cobitis lutheri,,,,hermaphrodite,,,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,protandrous hermaphrodite,,,,Bohlen and Ritterbusch (2000) Environmental Biology of Fishes 59: 347-352,,,,,,
Fish,Cypriniformes,Cobitidae,Cobitis,Cobitis taenia,,,,hermaphrodite,,,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,protandrous hermaphrodite,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,,,
Fish,Cypriniformes,Cobitidae,Cobitis,Cobitis taenia striata,50,49,,gonochorous,complex XY,male heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,X1X2Y,Saitoh K. (1989) Multiple sex-chromosome system in a loach fish. Cytogenet Cell Genet 52: 62-64.,Saitoh K. (1989) Multiple sex-chromosome system in a loach fish. Cytogenet Cell Genet 52: 62-64.,,Saitoh K. (1989) Multiple sex-chromosome system in a loach fish. Cytogenet Cell Genet 52: 62-64.,Saitoh K. (1989) Multiple sex-chromosome system in a loach fish. Cytogenet Cell Genet 52: 62-64.,Saitoh K. (1989) Multiple sex-chromosome system in a loach fish. Cytogenet Cell Genet 52: 62-64.,,,,
Fish,Cypriniformes,Cobitidae,Lepidocephalichthys,Lepidocephalichthys guntea,,,,gonochorous,homomorphic,female heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,
Fish,Cypriniformes,Cobitidae,Misgurnus,Misgurnus anguillicaudatus,50|75,,2|3,apomictic,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,gynogenetic,"Morishima, K., Yoshikawa, H., & Arai, K. (2008). Meiotic hybridogenesis in triploid Misgurnus loach derived from a clonal lineage. Heredity, 100(6), 581-586.",,"Morishima, K., Yoshikawa, H., & Arai, K. (2008). Meiotic hybridogenesis in triploid Misgurnus loach derived from a clonal lineage. Heredity, 100(6), 581-586.","Morishima, K., Yoshikawa, H., & Arai, K. (2008). Meiotic hybridogenesis in triploid Misgurnus loach derived from a clonal lineage. Heredity, 100(6), 581-586.",,,,,,
Fish,Cypriniformes,Cobitidae,Misgurnus,Misgurnus anguillicaudatus,50,,2,gonochorous,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,sexual relative of asexual Misgurnus anguillicaudatus (likely multiple species),"Morishima K, Horie S, Yamaha E, Arai K (2002). A cryptic clonal line of the loach Misgurnus anguillicaudatus (Teleostei: Cobitidae) evidenced by induced gynogenesis, interspecific hybridization, microsatellite genotyping and multilocus DNA fingerprinting. Zool Sci 19: 565-575.",,"Morishima, K., Yoshikawa, H., & Arai, K. (2008). Meiotic hybridogenesis in triploid Misgurnus loach derived from a clonal lineage. Heredity, 100(6), 581-586.","Morishima, K., Yoshikawa, H., & Arai, K. (2008). Meiotic hybridogenesis in triploid Misgurnus loach derived from a clonal lineage. Heredity, 100(6), 581-586.",,,,,,
Fish,Cypriniformes,Cyprinidae,Barbonymus,Barbonymus gonionotus,,,,gonochorous,homomorphic,male heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,,,,Pognthana N. et al. (1995) Aquaculture 135: 267-276,Pognthana N. et al. (1995) Aquaculture 135: 267-276,Pognthana N. et al. (1995) Aquaculture 135: 267-276,,,,
Fish,Cypriniformes,Cyprinidae,Barbus,Barbus johorensis,,,,hermaphrodite,,,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,protogynous hermaphrodite,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,,,
Fish,Cypriniformes,Cyprinidae,Barilius,Barilius shacra,52,52,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cypriniformes,Cyprinidae,Carassius,Carassius auratus gibelo,,,3,apomictic,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,gynogenetic,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.",,,,,,
Fish,Cypriniformes,Cyprinidae,Carassius,Carassius auratus langsdorfi,,,3,apomictic,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,gynogenetic,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Shimizu Y, Oshiro T, Sakaizumi M. 1993. Electrophoretic studies of diploid, triploid, and tetraploid forms of the Japanese silver crucian carp, Carassius auratus langsdorfii. Jap. J. Ichth. 40:65-75",,,,,,
Fish,Cypriniformes,Cyprinidae,Carassius,Carassius carassius,100,100,,gonochorous,homomorphic,male heterogametic,,TSD,yes,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,Kobayashi et al. (1970) Jpn J Ichthyol 17: 153-160,Kobayashi et al. (1970) Jpn J Ichthyol 17: 153-160,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,
Fish,Cypriniformes,Cyprinidae,Ctenopharyngodon,Ctenopharyngodon idella,48,48,,gonochorous,homomorphic,male heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,Stanley J.G. (1976) Journal of the Fisheries Board of Canada 33: 1372-1374,Stanley J.G. (1976) Journal of the Fisheries Board of Canada 33: 1372-1374,Stanley J.G. (1976) Journal of the Fisheries Board of Canada 33: 1372-1374,,,,
Fish,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio carpio,100,100,,gonochorous,,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio haematopterus,100,100,4,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus carpio rubrofuscus,100,100,4,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus daliensis,100,100,4,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus longipectoralis,100,100,4,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus megalophthalmus,100,100,4,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus micristius fuxianensis,100,100,4,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus pellegrini barbatus,100,100,4,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cypriniformes,Cyprinidae,Cyprinus,Cyprinus pellegrini pellegrini,100,100,4,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cypriniformes,Cyprinidae,Danio,Danio rerio,,,,gonochorous,,,,size,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,esd is based on size at maturation,,,,Francis R.C. (1992) Quarterly Review of Biology 67: 1-18,,,,Francis R.C. (1992) Quarterly Review of Biology 67: 1-18,,
Fish,Cypriniformes,Cyprinidae,Garra,Garra lamta,50,50,,gonochorous,ZW,female heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cypriniformes,cyprinidae,Gnathopogon,Gnathopogon caerulrscens,,,,gonochorous,homomorphic,male heterogametic,,TSD,yes,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,,,,Fujioka Y. (2001) Journal of Fish Biology 59: 851-861,Fujioka Y. (2001) Journal of Fish Biology 59: 851-861,Fujioka Y. (2001) Journal of Fish Biology 59: 851-861,,Fujioka Y. (2001) Journal of Fish Biology 59: 851-861,Fujioka Y. (2001) Journal of Fish Biology 59: 851-861,
Fish,Cypriniformes,cyprinidae,Leuciscus,Leuciscus carolitertii,,,,gonochorous,homomorphic,female heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,
Fish,Cypriniformes,cyprinidae,Leuciscus,Leuciscus pyrenaicus,,,,gonochorous,homomorphic,female heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,
Fish,Cypriniformes,Cyprinidae,Phoxinus,Phoxinus eos-neogaeus,,,2,apomictic,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,gynogenetic,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.",,,,,,
