"","x"
"1880",43.68
"1881",41.49
"1882",42.67
"1883",43.44
"1884",44.21
"1885",44.95
"1886",44.29
"1887",43.54
"1888",44.22
"1889",43.13
"1890",44.13
"1891",43.29
"1892",44.82
"1893",42.97
"1894",46.85
"1895",44.99
"1896",46.12
"1897",44.5
"1898",43
"1899",44.15
"1900",43.9
"1901",45.3
"1902",42.29
"1903",44.22
"1904",43.04
"1905",44.38
"1906",43.13
"1907",44.44
"1908",42.97
"1909",43.49
"1910",44.94
"1911",43.27
"1912",43.83
"1913",42.71
"1914",44.3
"1915",44.24
"1916",42.79
"1917",42.53
"1918",44
"1919",43.28
"1920",44.26
"1921",45.74
"1922",43.82
"1923",43.88
"1924",43.58
"1925",43.67
"1926",42.8
"1927",41.4
"1928",44
"1929",43.07
"1930",45.11
"1931",44.78
"1932",41.98
"1933",42.87
"1934",45.41
"1935",42.16
"1936",44.44
"1937",43.4
"1938",43.87
"1939",43.35
"1940",42.36
"1941",44.32
"1942",44.36
"1943",44.96
"1944",45.48
"1945",43.92
"1946",43.89
"1947",42.75
"1948",43.85
"1949",44.14
"1950",42.71
"1951",43.73
"1952",43.47
"1953",43.23
"1954",45.06
"1955",43.05
"1956",42.68
"1957",43.23
"1958",43.81
"1959",44.52
"1960",43.85
"1961",43.12
"1962",43.28
"1963",44.41
"1964",42.82
"1965",44.47
"1966",42.8
"1967",43.52
"1968",44.16
"1969",46.85
"1970",44.85
"1971",43.22
"1972",43.11
"1973",44.27
"1974",42.94
"1975",42.91
"1976",44.27
"1977",44.6
"1978",43.04
"1979",41.74
"1980",44.05
"1981",43.89
"1982",43.31
"1983",43.22
"1984",43.43
"1985",44.25
"1986",44.15
"1987",44.41
"1988",45.55
"1989",44.01
"1990",44.2
"1991",44.41
"1992",42.27
"1993",43.81
"1994",44.15
"1995",45.02
"1996",43.33
"1997",44.67
"1998",43.2
"1999",42.98
"2000",43.81
"2001",44.86
"2002",42.9
"2003",43.24
"2004",44.78
"2005",46.14
"2006",43.54
"2007",44.03
"2008",44.26
"2009",44.73
"2010",43.6
"2011",43.26
"2012",45.35
"2013",43.5
"2014",43.59
"2015",43.03
"2016",45
"2017",44.86
"2018",44.84
"2019",43.71
"2020",42.14
"2021",43.79
"2022",43.67
"2023",42.31
"2024",44.27
"2025",43.42
"2026",42.98
"2027",44.09
"2028",44.55
"2029",43.07
"2030",43.71
"2031",45.15
"2032",44.19
"2033",45.27
"2034",43
"2035",43.51
"2036",44.27
"2037",44.84
"2038",43.51
"2039",45.75
"2040",42.85
"2041",43.92
"2042",43.02
"2043",45.54
"2044",45.1
"2045",43.97
"2046",43.1
"2047",44.19
"2048",44.55
"2049",43.49
"2050",42.92
"2051",43.74
"2052",43.44
"2053",44.19
"2054",45.33
"2055",44.25
"2056",43
"2057",43.81
"2058",43.48
"2059",43.12
"2060",44.71
"2061",43.29
"2062",44.59
"2063",43.62
"2064",43.22
"2065",43
"2066",42.43
"2067",45.49
"2068",44.13
"2069",43.02
"2070",43.02
"2071",45.48
"2072",43
"2073",43.34
"2074",43.93
"2075",43.18
"2076",44.59
"2077",43.25
"2078",43.54
"2079",44.5
"2080",42.16
"2081",44.52
"2082",44.18
"2083",43.22
"2084",43.97
"2085",42.53
"2086",43.02
"2087",43.46
"2088",43.5
"2089",44.29
"2090",44.41
"2091",42.49
"2092",43.7
"2093",44.04
"2094",42.92
"2095",44.32
"2096",45.19
"2097",43.21
"2098",44.87
"2099",44.23
"2100",43.87
"2101",44.68
"2102",44.36
"2103",44.31
"2104",45.72
"2105",43.52
"2106",44.81
"2107",42.8
"2108",43.94
"2109",43.58
"2110",44.17
"2111",44.49
"2112",43.53
"2113",44.84
"2114",43.33
"2115",43.51
"2116",44.03
"2117",44.99
"2118",43.47
"2119",42.63
"2120",42.89
"2121",43.17
"2122",44.15
"2123",43.22
"2124",44.04
"2125",44.85
"2126",43.11
"2127",44.26
"2128",43.09
"2129",44.41
"2130",41.89
"2131",43.7
"2132",44.25
"2133",44.46
"2134",43.82
"2135",44.03
"2136",43.26
"2137",44.3
"2138",43.58
"2139",44.86
"2140",44.29
"2141",44.76
"2142",42.18
"2143",45.05
"2144",44.87
"2145",43.16
"2146",43.43
"2147",43.52
"2148",44.29
"2149",43.23
"2150",45.1
"2151",43
"2152",44
"2153",43.73
"2154",43.09
"2155",44.91
"2156",43.78
"2157",41.84
"2158",43.25
"2159",43.5
"2160",41.01
"2161",44.31
"2162",45.26
"2163",44.45
"2164",44.89
"2165",44.94
"2166",44.57
"2167",44.58
"2168",45.06
"2169",44.94
"2170",43.22
"2171",43.87
"2172",42.87
"2173",44.13
"2174",41.4
"2175",44.56
"2176",43.54
"2177",44.56
"2178",45.49
"2179",43.16
"2180",43.06
"2181",43.05
"2182",44.55
"2183",44.56
"2184",43.32
"2185",46
"2186",44.99
"2187",43.79
"2188",43.71
"2189",44.47
"2190",43.69
"2191",40.53
"2192",44.82
"2193",43.61
"2194",42.26
"2195",42.77
"2196",44.86
"2197",43.7
"2198",43.28
"2199",43.01
"2200",44.13
"2201",44.04
"2202",46.13
"2203",44.45
"2204",42.81
"2205",44.25
"2206",43.65
"2207",44.95
"2208",43.83
"2209",44.86
"2210",43.03
"2211",44.16
"2212",45.3
"2213",44.4
"2214",44.9
"2215",44.64
"2216",45.16
"2217",43.21
"2218",44.25
"2219",43.89
"2220",44.38
"2221",44.19
"2222",44.31
"2223",43.52
"2224",42.48
"2225",44.07
"2226",42.73
"2227",44.7
"2228",44.56
"2229",44.13
"2230",44.15
"2231",43.75
"2232",44.99
"2233",43.53
"2234",43.63
"2235",43.97
"2236",42
"2237",43.88
"2238",41.7
"2239",44.98
"2240",44.12
"2241",45.06
"2242",44.71
"2243",43.16
"2244",41.57
"2245",45.05
"2246",43.42
"2247",43.92
"2248",44.01
"2249",44.1
"2250",42.76
"2251",45.23
"2252",42.9
"2253",44.05
"2254",44.25
"2255",44.12
"2256",43.63
"2257",45.03
"2258",43.5
"2259",43.9
"2260",43.58
"2261",44.34
"2262",42.08
"2263",43.71
"2264",44.59
"2265",44.45
"2266",43.75
"2267",41.76
"2268",44.34
"2269",43.56
"2270",42.2
"2271",44.2
"2272",43.59
"2273",45.73
"2274",44.23
"2275",42.55
"2276",45.03
"2277",42.62
"2278",44.19
"2279",44.07
"2280",44.72
"2281",42.18
"2282",43.37
"2283",45.56
"2284",44.36
"2285",44.4
"2286",45.1
"2287",43.94
"2288",42.61
"2289",43.42
"2290",43.91
"2291",44.93
"2292",44.12
"2293",44.18
"2294",43.19
"2295",43.85
"2296",44.53
"2297",44.33
"2298",44.49
"2299",44.22
"2300",43.94
"2301",43.67
"2302",43.36
"2303",44.47
"2304",44.24
"2305",42.97
"2306",43.95
"2307",43.54
"2308",43.06
"2309",44.05
"2310",42.4
"2311",43.01
"2312",43.5
"2313",43.78
"2314",44.18
"2315",42.92
"2316",45.02
"2317",43.51
"2318",44.14
"2319",44.43
"2320",45.52
"2321",44.22
"2322",43.05
"2323",44.55
"2324",43.86
"2325",44.22
"2326",44.06
"2327",45.2
"2328",42.27
"2329",43.4
"2330",44.31
"2331",43.81
"2332",42.33
"2333",43.82
"2334",44.69
"2335",44.12
"2336",43.41
"2337",43.94
"2338",45.84
"2339",43.77
"2340",45.04
"2341",43.81
"2342",43.84
"2343",44.04
"2344",45.42
"2345",42.31
"2346",43.47
"2347",43.04
"2348",43.29
"2349",44.2
"2350",44.05
"2351",42.73
"2352",43.36
"2353",43.49
"2354",45.44
"2355",43.7
"2356",45.19
"2357",45.07
"2358",44.2
"2359",43.95
"2360",43.23
"2361",43.98
"2362",44.64
"2363",45.44
"2364",44.14
"2365",43.13
"2366",42.94
"2367",44.43
"2368",45.08
"2369",43.21
"2370",44.23
"2371",42.9
"2372",43.41
"2373",44.27
"2374",44.29
"2375",44.22
"2376",42.39
"2377",44.04
"2378",45.1
"2379",43.96
"2380",43.41
"2381",42.82
"2382",44.5
"2383",43.18
"2384",42.64
"2385",43.9
"2386",44.3
"2387",43.82
"2388",42.4
"2389",42.72
"2390",43.95
"2391",43.88
"2392",43.4
"2393",43.94
"2394",43.52
"2395",44.58
"2396",44.04
"2397",44.89
"2398",44.67
"2399",43.22
"2400",43.75
"2401",44.26
"2402",44.11
"2403",44.68
"2404",42.79
"2405",43.77
"2406",46.09
"2407",45.16
"2408",45.38
"2409",43.64
"2410",42.25
"2411",41.89
"2412",43.19
"2413",42.41
"2414",44.38
"2415",43.12
"2416",43.7
"2417",41.72
"2418",44.86
"2419",41.59
"2420",45.17
"2421",45.51
"2422",43.94
"2423",43.44
"2424",44.14
"2425",45.03
"2426",44.3
"2427",42.96
"2428",44.4
"2429",43.95
"2430",42.94
"2431",43.95
"2432",44.37
"2433",44.49
"2434",43.98
"2435",43.4
"2436",43.59
"2437",46.52
"2438",43.93
"2439",42.4
"2440",43.36
"2441",43.73
"2442",43.9
"2443",43.99
"2444",44.83
"2445",43.68
"2446",43.26
"2447",44.69
"2448",44
"2449",42.83
"2450",43.3
"2451",42.87
"2452",44.44
"2453",43.23
"2454",42.42
"2455",44.96
"2456",41.99
"2457",43.62
"2458",44.54
"2459",43.03
"2460",42.71
"2461",42.44
"2462",44.12
"2463",42.94
"2464",44.32
"2465",43.61
"2466",44.59
"2467",43.92
"2468",43.24
"2469",43.83
"2470",44.54
"2471",42.79
"2472",43.88
"2473",43.14
"2474",43.06
"2475",43.57
"2476",45.96
"2477",43.66
"2478",44.28
"2479",44.74
"2480",42.06
"2481",41.07
"2482",44.15
"2483",41.34
"2484",42.61
"2485",42.9
"2486",42.16
"2487",42.81
"2488",42.4
"2489",43.95
"2490",42.65
"2491",44.28
"2492",43.78
"2493",42.67
"2494",45.89
"2495",43.65
"2496",44.03
"2497",44.27
"2498",43.28
"2499",45.3
"2500",42.75
"2501",44.99
"2502",44.96
"2503",45.04
"2504",42.9
"2505",43.45
"2506",43.77
"2507",43.32
"2508",43.38
"2509",44.47
"2510",43.85
"2511",44.57
"2512",42.96
"2513",43.94
"2514",45.21
"2515",42.94
"2516",45.14
"2517",43.36
"2518",44.08
"2519",45.3
"2520",44.57
"2521",44.57
"2522",44.72
"2523",44.85
"2524",43.54
"2525",42.71
"2526",44.21
"2527",43.35
"2528",42.06
"2529",43.05
"2530",42.42
"2531",43.26
"2532",44.68
"2533",45.55
"2534",42.82
"2535",43.42
"2536",44.21
"2537",43.69
"2538",44.48
"2539",43.59
"2540",44.14
"2541",43.95
"2542",45.32
"2543",43.9
"2544",44.04
"2545",44.59
"2546",44.21
"2547",43.94
"2548",43.86
"2549",43.6
"2550",44.93
"2551",44.52
"2552",42.23
"2553",43.9
"2554",44.34
"2555",44.82
"2556",44.11
"2557",43.28
"2558",43.99
"2559",42.93
"2560",44.9
"2561",45.48
"2562",43.44
"2563",42.78
"2564",44.29
"2565",42.81
"2566",46.05
"2567",44.03
"2568",44.49
"2569",43.55
"2570",44.17
"2571",42.71
"2572",43.74
"2573",44.36
"2574",43.99
"2575",43.23
"2576",45.15
"2577",45.26
"2578",43
"2579",42.68
"2580",43.63
"2581",43.85
"2582",43.51
"2583",43.97
"2584",44.79
"2585",42.62
"2586",42.75
"2587",46.25
"2588",43.36
"2589",43.52
"2590",42.31
"2591",43.9
"2592",44.47
"2593",44.48
"2594",43.88
"2595",44.52
"2596",43.81
"2597",40.85
"2598",43.04
"2599",42.36
"2600",42.87
"2601",45.12
"2602",43.66
"2603",44.84
"2604",44.78
"2605",45.6
"2606",43.63
"2607",45.14
"2608",44.4
"2609",46.15
"2610",43.81
"2611",41.93
"2612",44.29
"2613",43.07
"2614",43.92
"2615",43.93
"2616",43.18
"2617",43.01
"2618",44.81
"2619",45.38
"2620",44.24
"2621",42.71
"2622",43.16
"2623",44.76
"2624",43.73
"2625",43.82
"2626",45.05
"2627",44.46
"2628",43.25
"2629",44.6
"2630",44.86
"2631",42.67
"2632",43.43
"2633",46.25
"2634",43.48
"2635",43.76
"2636",44.37
"2637",43.22
"2638",43.64
"2639",44.62
"2640",44.33
"2641",42.92
"2642",43.31
"2643",42.72
"2644",43.39
"2645",43.83
"2646",41.44
"2647",43.66
"2648",44.48
"2649",43.5
"2650",44.48
"2651",41.95
"2652",44.93
"2653",43.57
"2654",44.17
"2655",44.96
"2656",43.47
"2657",44.54
"2658",43.02
"2659",42.68
"2660",44.6
"2661",41.67
"2662",44.84
"2663",44.3
"2664",43.88
"2665",43.92
"2666",43.99
"2667",44.1
"2668",41
"2669",43.24
"2670",44.15
"2671",42.05
"2672",42.14
"2673",43.15
"2674",42.95
"2675",43.08
"2676",44.67
"2677",43.54
"2678",43.27
"2679",44.4
"2680",42.9
"2681",45.27
"2682",42.57
"2683",42.45
"2684",42.11
"2685",43.66
"2686",42.59
"2687",44.84
"2688",43.22
"2689",46.48
"2690",44.82
"2691",43.68
"2692",44.43
"2693",43.01
"2694",43.36
"2695",42.7
"2696",44.38
"2697",43.81
"2698",42.73
"2699",44.42
"2700",44.09
"2701",43.15
"2702",44.4
"2703",43.38
"2704",43.4
"2705",44.18
"2706",44.15
"2707",44.16
"2708",44.06
"2709",43.2
"2710",44.11
"2711",44.45
"2712",43.13
"2713",43.45
"2714",44.08
"2715",45.33
"2716",43.19
"2717",43.49
"2718",44.57
"2719",43.34
"2720",42.84
"2721",44.43
"2722",43.46
"2723",42.35
"2724",42.31
"2725",43.59
"2726",44.49
"2727",44.09
"2728",44.82
"2729",43.17
"2730",42.99
"2731",46.73
"2732",44.03
"2733",42.21
"2734",43.13
"2735",44.54
"2736",45.81
"2737",44.93
"2738",42.9
"2739",44.07
"2740",44.85
"2741",45.53
"2742",44.11
"2743",43.81
"2744",42.92
"2745",43.43
"2746",44.31
"2747",43.44
"2748",43.05
"2749",43.4
"2750",45.68
"2751",44.62
"2752",43.89
"2753",43.39
"2754",44.34
"2755",43.82
"2756",43.19
"2757",44.06
"2758",43.02
"2759",43.68
"2760",45.43
"2761",42.38
"2762",43.13
"2763",43.91
"2764",45.59
"2765",42.99
"2766",41.72
"2767",44.1
"2768",44.65
"2769",43.3
"2770",44.69
"2771",44.93
"2772",43.89
"2773",44.87
"2774",43.59
"2775",43.1
"2776",42.78
"2777",43.09
"2778",43.84
"2779",43.53
"2780",44.84
"2781",44.96
"2782",42.49
"2783",44.34
"2784",43.33
"2785",44.26
"2786",44.74
"2787",43.62
"2788",42.81
"2789",44.76
"2790",43.45
"2791",43.65
"2792",43.71
"2793",44.18
"2794",43.72
"2795",43.89
"2796",43.91
"2797",43.22
"2798",44.63
"2799",43.81
"2800",42.62
"2801",41.24
"2802",43.51
"2803",43.98
"2804",44.67
"2805",43.92
"2806",43.48
"2807",44.04
"2808",44.04
"2809",43.94
"2810",43.87
"2811",41.58
"2812",45.17
"2813",44.98
"2814",43.35
"2815",45.83
"2816",46.79
"2817",44.77
"2818",41.82
"2819",43.4
"2820",42.97
"2821",45.12
"2822",45.57
"2823",44.06
"2824",43.16
"2825",43.24
"2826",44.16
"2827",43.72
"2828",42.43
"2829",44.82
"2830",46.59
"2831",44.16
"2832",42.53
"2833",43.57
"2834",44.61
"2835",44.38
"2836",42.63
"2837",43.43
"2838",43.68
"2839",44.44
"2840",44.48
"2841",43.92
"2842",45.26
"2843",42.92
"2844",45.09
"2845",44.1
"2846",46.03
"2847",43.06
"2848",43.95
"2849",43.89
"2850",45.93
"2851",44.32
"2852",42.5
"2853",42.74
"2854",45.17
"2855",44.95
"2856",42.72
"2857",42.24
"2858",45.07
"2859",45.33
"2860",44.83
"2861",43.99
"2862",44.21
"2863",44.79
"2864",43.95
"2865",42.37
"2866",44.29
"2867",42.39
"2868",42.92
"2869",43.37
"2870",45.49
"2871",44.81
"2872",43.61
"2873",43.39
"2874",43.18
"2875",43.17
"2876",44.05
"2877",46.74
"2878",44.56
"2879",41.82
"2880",43.13
"2881",43.67
"2882",43.43
"2883",44.76
"2884",45.16
"2885",44.41
"2886",42.55
"2887",43.45
"2888",45.54
"2889",42.41
"2890",44.44
"2891",44.22
"2892",43.38
"2893",42.3
"2894",43.84
"2895",41.97
"2896",45.12
"2897",45.65
"2898",41.37
"2899",43.26
"2900",43.78
"2901",44.01
"2902",42.49
"2903",42.79
"2904",44.66
"2905",44.63
"2906",43.14
"2907",46.41
"2908",44.46
"2909",42.91
"2910",42.46
"2911",43.5
"2912",42.81
"2913",43.51
"2914",42.47
"2915",44.54
"2916",43.45
"2917",43.53
"2918",42.65
"2919",44.6
"2920",44.24
"2921",44.33
"2922",43.08
"2923",43.4
"2924",43.68
"2925",42.82
"2926",42.2
"2927",44.13
"2928",43.25
"2929",44.39
"2930",43.79
"2931",43.02
"2932",43.22
"2933",44.56
"2934",42.79
"2935",41.84
"2936",42.28
"2937",44.96
"2938",42.53
"2939",44.68
"2940",43.08
"2941",43.99
"2942",43.2
"2943",44.79
"2944",43.27
"2945",43.5
"2946",44.22
"2947",42.66
"2948",42.83
"2949",41.66
"2950",44.59
"2951",42.7
"2952",43.59
"2953",43.74
"2954",43.68
"2955",44.73
"2956",44.89
"2957",42.42
"2958",43.79
"2959",43.78
"2960",44.38
"2961",42.91
"2962",41.61
"2963",45.43
"2964",41.53
"2965",42.72
"2966",42.07
"2967",43.03
"2968",44.24
"2969",44.29
"2970",43.42
"2971",45.25
"2972",43.09
"2973",43.48
"2974",43.55
"2975",44.52
"2976",42.13
"2977",43.88
"2978",45.1
"2979",42.5
"2980",44.19
"2981",44.46
"2982",43.96
"2983",44.38
"2984",42.42
"2985",43.6
"2986",45.64
"2987",43.29
"2988",42.47
"2989",42.81
"2990",45.6
"2991",44.8
"2992",44.66
"2993",44.19
"2994",42.75
"2995",42.96
"2996",42.96
"2997",44.34
"2998",43.22
"2999",42.89
"3000",45.23
"3001",43.49
"3002",44.76
"3003",43.81
"3004",43.06
"3005",43.34
"3006",42.08
"3007",43.6
"3008",44.25
"3009",43.47
"3010",43.11
"3011",43.88
"3012",44.43
"3013",42.91
"3014",44.31
"3015",43.97
"3016",44.1
"3017",43.39
"3018",43.56
"3019",43.7
"3020",44.05
"3021",44.92
"3022",42.45
"3023",46.87
"3024",43.8
"3025",44.39
"3026",43.62
"3027",44.4
"3028",43.88
"3029",41.91
"3030",43.56
"3031",44.27
"3032",43.34
"3033",43.29
"3034",43.14
"3035",44.94
"3036",43.5
"3037",43.58
"3038",42.72
"3039",42.91
"3040",44.62
"3041",44.27
"3042",44.26
"3043",45.17
"3044",43.22
"3045",43.89
"3046",43.08
"3047",42.95
"3048",44.57
"3049",46.17
"3050",44.45
"3051",43.1
"3052",43.05
"3053",44.35
"3054",43.44
"3055",42.51
"3056",45.23
"3057",43.54
"3058",41.74
"3059",43.28
"3060",42.52
"3061",43.3
"3062",42.56
"3063",44.09
"3064",45.01
"3065",44.97
"3066",43.66
"3067",44.56
"3068",44.93
"3069",43.82
"3070",43.63
"3071",44.19
"3072",42.67
"3073",43.63
"3074",44.21
"3075",44.66
"3076",44.93
"3077",43.57
"3078",45.06
"3079",42.69
"3080",44.04
"3081",44.3
"3082",44.36
"3083",43.27
"3084",42.91
"3085",44.64
"3086",43
"3087",44.33
"3088",43.48
"3089",43.94
"3090",44.68
"3091",42.19
"3092",42.64
"3093",44.78
"3094",45.14
"3095",46.16
"3096",41.56
"3097",43.34
"3098",45.19
"3099",44.35
"3100",42.87
"3101",44.17
"3102",43.19
"3103",43.2
"3104",43.28
"3105",44.5
"3106",42
"3107",44.3
"3108",40.78
"3109",43.58
"3110",44.03
"3111",43.1
"3112",41.72
"3113",45.43
"3114",43.61
"3115",43.89
"3116",44.59
"3117",45.52
"3118",42.71
"3119",43.32
"3120",41.75
"3121",43.69
"3122",42.54
"3123",44.23
"3124",44.52
"3125",43.17
"3126",42.57
"3127",44.8
"3128",45.48
"3129",45.21
"3130",44.44
"3131",43.07
"3132",44.2
"3133",42.82
"3134",43.64
"3135",43.09
"3136",44.2
"3137",43.92
"3138",44.03
"3139",44.86
"3140",43.98
"3141",44.59
"3142",43.57
"3143",44.57
"3144",41.9
"3145",43.94
"3146",43.9
"3147",44.36
"3148",43.2
"3149",43.88
"3150",43.9
"3151",44.45
"3152",45.96
"3153",43.2
"3154",42.5
"3155",44.75
"3156",44.16
"3157",43.95
"3158",42.45
"3159",44.92
"3160",41.08
"3161",44
"3162",44.04
"3163",43.25
"3164",44.75
"3165",43.73
"3166",43.21
"3167",43.48
"3168",44.86
"3169",45.03
"3170",43.74
"3171",45.04
"3172",44.71
"3173",42.72
"3174",45.12
"3175",43.45
"3176",43.36
"3177",43.49
"3178",44.03
"3179",40.17
"3180",44.04
"3181",44.04
"3182",44.58
"3183",43.59
"3184",44.27
"3185",43.61
"3186",46.72
"3187",43.03
"3188",44.76
"3189",42.78
"3190",42.6
"3191",44
"3192",44.07
"3193",44.75
"3194",42.73
"3195",43.13
"3196",43.66
"3197",43.47
"3198",42.98
"3199",44.29
"3200",44.99
"3201",44.27
"3202",44.1
"3203",44.28
"3204",44.65
"3205",44.64
"3206",44.16
"3207",43.13
"3208",44.2
"3209",45.55
"3210",42.88
"3211",43.08
"3212",43.24
"3213",42.69
"3214",44.57
"3215",43.24
"3216",42.59
"3217",42.99
"3218",46.33
"3219",43.53
"3220",45.2
"3221",44.95
"3222",44.56
"3223",44.12
"3224",44.78
"3225",45.8
"3226",42.94
"3227",43.14
"3228",43.52
"3229",43.92
"3230",44.4
"3231",43.69
"3232",44.74
"3233",43.13
"3234",43.36
"3235",44.9
"3236",43.1
"3237",45
"3238",43.26
"3239",43.15
"3240",44.23
"3241",43.96
"3242",43.26
"3243",42.59
"3244",41.98
"3245",42.97
"3246",44.74
"3247",43.3
"3248",44.26
"3249",45.03
"3250",44.06
"3251",44.22
"3252",42.81
"3253",43.52
"3254",43.34
"3255",43.96
"3256",45.49
"3257",43.56
"3258",43.76
"3259",43.87
"3260",41.8
"3261",44.59
"3262",43.33
"3263",45.16
"3264",43.67
"3265",43.25
"3266",45.74
"3267",43.38
"3268",45.48
"3269",45.77
"3270",44.02
"3271",42.85
"3272",44.92
"3273",44.79
"3274",42.8
"3275",43.67
"3276",43.29
"3277",43.41
"3278",44.06
"3279",42
"3280",44.38
"3281",43
"3282",44.61
"3283",43.92
"3284",43.03
"3285",43.83
"3286",45.1
"3287",42.97
"3288",43.79
"3289",43.18
"3290",44.23
"3291",44.03
"3292",43.95
"3293",41.87
"3294",43.8
"3295",43.96
"3296",46.97
"3297",43.42
"3298",44.44
"3299",44.22
"3300",43.26
"3301",42.88
"3302",42.18
"3303",44.99
"3304",44.65
"3305",41.19
"3306",44.46
"3307",44.63
"3308",45.22
"3309",42.8
"3310",44.29
"3311",42.33
"3312",45.83
"3313",43.63
"3314",43.44
"3315",42.31
"3316",45.3
"3317",43.31
"3318",43.2
"3319",41.71
"3320",44.27
"3321",42.13
"3322",43.65
"3323",43.49
"3324",44.51
"3325",42.74
"3326",43.28
"3327",44.66
"3328",44.15
"3329",43.62
"3330",43.98
"3331",44.07
"3332",43.56
"3333",45.61
"3334",41.87
"3335",43.54
"3336",44.55
"3337",42.21
"3338",45
"3339",43.86
"3340",44.61
"3341",43.59
"3342",44.95
"3343",44.47
"3344",43.45
"3345",42.51
"3346",42.07
"3347",43.93
"3348",44.21
"3349",43.31
"3350",44.3
"3351",43.68
"3352",45.5
"3353",44.16
"3354",43.68
"3355",43.74
"3356",44.41
"3357",46.36
"3358",43.29
"3359",43.47
"3360",42.76
"3361",45.81
"3362",45.43
"3363",44.33
"3364",43.01
"3365",45.45
"3366",43.86
"3367",45.08
"3368",42.88
"3369",43.59
"3370",44.32
"3371",44.14
"3372",45.27
"3373",45.32
"3374",44.45
"3375",44.3
"3376",43.7
"3377",43.78
"3378",44.38
"3379",43.83
"3380",43.74
"3381",42.54
"3382",42.81
"3383",43.62
"3384",43.96
"3385",43.9
"3386",42.73
"3387",42.74
"3388",42.56
"3389",45.96
"3390",45
"3391",42.84
"3392",44.81
"3393",43.02
"3394",42.28
"3395",42.39
"3396",45.53
"3397",44.47
"3398",42.74
"3399",42.73
"3400",43.42
"3401",41.44
"3402",43.29
"3403",44.89
"3404",44.03
"3405",44.12
"3406",45.06
"3407",43.85
"3408",42.33
"3409",43.06
"3410",43.9
"3411",42.94
"3412",43.32
"3413",43.62
"3414",43.7
"3415",43.3
"3416",42.84
"3417",43.08
"3418",44.29
"3419",41.67
"3420",43.96
"3421",45.44
"3422",44.32
"3423",45.3
"3424",42.67
"3425",45.68
"3426",43.56
"3427",44.3
"3428",43.43
"3429",44.06
"3430",43.41
"3431",43.66
"3432",42.28
"3433",44.44
"3434",45.12
"3435",44.51
"3436",44.47
"3437",43.82
"3438",42.88
"3439",45.11
"3440",43.4
"3441",45.35
"3442",45.51
"3443",42.98
"3444",44.27
"3445",46.22
"3446",44.84
"3447",43.69
"3448",42.97
"3449",43.9
"3450",45.77
"3451",44.78
"3452",42.98
"3453",44.71
"3454",43.36
"3455",43.33
"3456",42.95
"3457",44.29
"3458",44.86
"3459",43.29
"3460",44.5
"3461",44.98
"3462",44.79
"3463",44.89
"3464",43.73
"3465",42.08
"3466",43.92
"3467",42.86
"3468",44.76
"3469",45.2
"3470",42.76
"3471",42.24
"3472",44.07
"3473",43.83
"3474",42.62
"3475",47.35
"3476",44.2
"3477",45
"3478",43.29
"3479",45.31
"3480",46.06
"3481",45.29
"3482",44.85
"3483",43.96
"3484",40.34
"3485",44.89
"3486",45.59
"3487",43.93
"3488",44.14
"3489",43.31
"3490",45.42
"3491",45.34
"3492",42.99
"3493",43.76
"3494",44.57
"3495",42.01
"3496",42.76
"3497",43.57
"3498",41.86
"3499",43.92
"3500",45.75
"3501",44.03
"3502",43.25
"3503",45.18
"3504",43.39
"3505",44.51
"3506",42.79
"3507",44.53
"3508",42.03
"3509",43.49
"3510",44.52
"3511",43.24
"3512",43.23
"3513",42.82
"3514",45.85
"3515",43.17
"3516",42.25
"3517",43.47
"3518",43.64
"3519",44.19
"3520",43.16
"3521",44.51
"3522",44.28
"3523",44.42
"3524",41.63
"3525",44.26
"3526",43.4
"3527",43.13
"3528",41.43
"3529",44.25
"3530",44.14
"3531",43.99
"3532",42.48
"3533",47.08
"3534",43.63
"3535",43.74
"3536",43.22
"3537",42.51
"3538",43.42
"3539",43.47
"3540",43.44
"3541",44.78
"3542",42.43
"3543",43.75
"3544",42.07
"3545",42.05
"3546",44.58
"3547",43.38
"3548",45.88
"3549",46.87
"3550",44.33
"3551",44.15
"3552",43.56
"3553",45.19
"3554",45.83
"3555",42.83
"3556",43.28
"3557",44.43
"3558",44.08
"3559",43.19
"3560",45.38
"3561",42.94
"3562",43.66
"3563",44.24
"3564",42.67
"3565",43.83
"3566",43.83
"3567",45.19
"3568",42.81
"3569",43.92
"3570",43.99
"3571",43.51
"3572",43.81
"3573",42.5
"3574",44.04
"3575",43.16
"3576",44.59
"3577",43.97
"3578",43.94
"3579",44.01
"3580",44.4
"3581",42.71
"3582",44.05
"3583",43.06
"3584",43.24
"3585",43.84
"3586",44.28
"3587",44.06
"3588",43.25
"3589",43.15
"3590",44.5
"3591",44.87
"3592",44.15
"3593",45.61
"3594",44.07
"3595",43.11
"3596",44.02
"3597",44.38
"3598",42.89
"3599",44.53
"3600",44.92
"3601",42.52
"3602",43.41
"3603",42.71
"3604",42.83
"3605",43.52
"3606",44.42
"3607",42.67
"3608",43.83
"3609",45.15
"3610",44.44
"3611",42.23
"3612",44.54
"3613",44.04
"3614",43.82
"3615",44.36
"3616",43.88
"3617",44.56
"3618",43.77
"3619",42.7
"3620",43.99
"3621",44.33
"3622",45.11
"3623",44.05
"3624",43.96
"3625",43.55
"3626",44.76
"3627",44.33
"3628",43.19
"3629",44.28
"3630",42.7
"3631",44.22
"3632",42.59
"3633",44.35
"3634",43.12
