,pred1,pred2,pred3,pred4,pred5,pred6,pred7,pred8,pred9,pred10,pred11,pred12,pred13,pred14,pred15,pred16,pred17,pred18,pred19,resp
114,7.224871617,6.037508908,6.840440303,5.099094485,4.368249031,5.488869793,5.038719269,6.284201335,4.972519541,5.873325976,6.230350976,6.619577031,3.871343113,4.849578586,6.473678609,6.999451319,6.43140284,7.28812423,5.668607451,6.99369951
115,3.933774506,5.843283528,5.41515927,6.193823058,5.303230016,8.015459357,4.966763303,5.207585304,6.365037373,7.351702858,6.310521921,6.310430008,6.035649726,3.401815718,5.381550541,5.49700046,5.398544692,6.40721069,5.715116563,6.713812184
116,3.797738496,4.640705177,5.911312625,6.929145036,5.649954214,6.498402315,5.781190254,5.077925155,5.195936971,4.744448087,6.219267427,5.123989943,7.006567088,5.975365957,6.014690376,6.240170029,5.246005004,6.630612419,3.784764797,4.535029473
117,6.09789408,6.166959325,5.671729828,7.67200373,3.890586765,8.667118673,6.296285913,7.449692016,5.275260777,4.693905726,5.118655892,4.145505789,5.204840594,5.207793238,6.570547251,6.116559442,5.296051462,6.4663945,5.604032806,1.806848729
118,5.676631894,5.289413224,6.172269809,4.346739996,4.745401919,6.688665571,7.208430049,6.70781775,6.006154269,5.203777334,5.841724319,4.990816928,8.159493553,6.233380225,5.173118502,6.376063918,5.454900175,6.329118964,6.179264602,4.993837892
119,5.260478895,6.756602351,5.055585434,6.138356219,8.164169659,5.332755167,4.161538172,7.348521643,4.945416657,5.826583261,5.115938773,7.261655456,5.54727142,6.355261256,4.818644324,6.620521118,7.044738198,7.003441239,5.942696108,7.608915047
120,6.516597789,5.919041971,6.791228025,5.268175234,6.673016045,6.774586483,5.497771056,5.340761544,6.243041637,6.155269183,6.954295412,5.606727094,4.612496118,6.74808183,6.704213649,5.245191369,5.642944934,5.543368027,7.641850663,4.11523088
121,3.734429216,5.060956888,4.930677085,5.370236296,7.454524899,6.503179527,5.08706085,5.113630249,8.802420306,5.158463401,5.554143826,7.018130276,6.980135278,6.898611671,6.88211292,6.503152113,4.957336097,3.694482221,6.253953928,6.369304411
122,6.912441379,6.982044681,6.410484695,5.152930654,6.219014018,5.193093441,7.995607012,6.513166744,4.800746454,6.667608821,6.475891701,5.608816054,3.938471477,6.280800222,4.378028587,5.390518519,8.609420872,7.097941078,5.397734346,4.7607379
123,6.045712004,5.146626976,5.336243793,5.310500177,5.779832509,6.641254233,5.718518517,7.686777725,7.570217916,6.163259885,5.225743637,5.233020222,5.497824036,5.712235286,7.231214003,6.241215886,7.476761249,3.679523882,6.412230511,5.105414448
124,5.894148007,5.076722156,5.343793762,5.037970554,4.533085525,6.137211605,6.976955588,5.227162208,6.027337266,7.561095141,6.258561136,7.437334296,7.461842212,5.880511122,6.310433168,5.743163035,4.61957429,7.354123863,6.488512414,4.665640443
125,4.30913832,7.091884118,5.656454957,6.033283696,7.366278862,7.946123978,4.986686258,5.266736082,5.583902563,6.135566608,4.872221899,5.870355737,6.710931169,4.085246548,6.606267706,4.51048646,5.628501776,4.82757371,4.597199879,3.96254142
126,5.490023203,5.664789044,6.306520697,4.442523748,6.576148244,4.892083108,4.433453084,6.283915352,6.371658925,7.552328499,5.64696171,5.72402826,6.773151014,4.021491575,5.93978028,4.617931746,4.750635681,6.698867028,7.172001113,3.680365658
127,6.651135707,7.143229868,4.671960696,6.805121784,5.397600807,8.841714999,5.077524716,5.414825584,7.142995836,6.16605184,5.915294852,6.432753082,6.263405057,5.698173816,5.934731783,6.428701702,4.737110016,4.468080038,6.348872791,5.463897429
128,5.423454755,5.650004173,5.475191547,5.303277355,4.704068102,6.602196501,4.002767179,6.771234861,4.484770033,6.54419333,5.983823885,5.081828902,6.681636026,6.880298549,6.877230602,5.069237352,6.137578396,5.446242947,5.861620196,6.561114528
129,4.692276322,5.292314714,3.966926518,7.076159279,8.444772716,5.053184087,5.028464221,5.789397663,4.554431066,4.620124713,5.544732573,7.119350485,4.448479492,7.952588417,3.976330897,7.291975822,4.74041606,6.535230443,5.523987615,6.971054364
130,7.037796958,3.830542615,6.334733076,6.547711905,3.379858562,6.369715145,6.346229412,5.648622843,7.08559504,6.165677635,6.455943585,6.557511394,6.423415753,7.053334054,5.04426166,3.815692295,6.072895535,4.584046679,5.741579638,0.604102013
131,5.415658165,8.181480162,5.082054012,4.541217545,5.891187331,3.706151423,6.149597351,5.970587128,5.563345745,8.030960619,6.779883728,5.867626729,3.962791383,5.538644798,6.735577776,5.590948067,4.2663302,6.890750439,6.435811413,3.459550854
132,6.453119731,5.657622593,5.636761737,4.927380483,3.956054247,8.036465216,5.59976868,6.506048739,4.337928125,5.282110851,4.709225518,6.385815957,7.298208995,6.885853919,6.754246415,6.443110175,6.7001965,5.959414121,5.715638272,5.454719828
133,4.80563924,5.418065979,6.834824911,6.413136666,7.686945419,5.273450633,6.321998737,8.376660887,5.595385226,6.499807198,4.928186134,6.665452684,5.909802714,8.629060605,7.735837946,6.459300512,5.210543958,3.588814923,7.055426083,5.841113507
134,7.497414862,6.872886375,5.57086711,6.742029026,5.867524415,5.8970137,6.127748442,5.420358435,5.589469539,6.694061264,5.117016274,5.936622247,6.337685843,6.393679263,7.148776695,5.487599204,5.187958918,4.433575486,4.912512349,3.132218052
135,6.79629478,8.003335122,6.542051014,4.228435177,4.847084559,5.65759497,8.055951486,6.091198616,6.887768399,5.826436722,7.271699242,6.349970401,6.043106704,7.454282571,5.517784595,5.086585545,5.742617137,5.954971328,9.182688287,1.936968383
136,3.201831204,5.972827485,5.113329827,4.627888598,5.68235401,4.541100674,7.090839193,5.78650788,6.3674513,6.033581112,6.683320139,7.028041176,7.519785596,4.50010361,5.164804198,5.496072351,4.134213924,4.919607588,8.2472006,3.443685791
137,7.102052368,6.357871324,4.94665768,5.098075844,5.861997015,6.034897762,7.148885801,5.132521886,6.78455668,7.94974761,7.452303792,6.250267789,7.183577252,4.303021171,7.245171415,7.575337929,8.109822694,6.618943434,5.495888481,5.766352881
138,5.878754131,5.087507269,8.069444588,3.723105372,5.851186956,6.682421166,5.607122717,6.177471076,6.277354786,6.679218916,4.531651997,8.02092677,7.080705394,6.758843975,5.255855707,6.640883492,6.853929662,7.790090976,5.127384689,5.887084005
139,6.97290323,5.920111529,5.659791522,5.340668084,7.188076239,6.921843421,6.631965027,5.128511759,5.975662917,4.339939093,5.645450247,5.792574996,4.644507411,6.094560771,7.267854161,4.183734301,7.300416856,6.414313427,3.787419502,2.538630974
140,8.000130716,6.133677048,5.267725351,6.252279029,4.549816339,6.008738445,6.41308984,5.2559458,6.349804793,6.439107372,7.172221052,5.941269208,5.481998355,6.087830023,6.794679975,6.713296573,3.474926181,6.627462438,4.587767185,3.895714583
141,7.707055447,5.252646487,5.169246521,5.162389707,5.503189313,4.311858907,6.38808227,5.891994241,6.108809117,8.358110714,4.954301977,6.719952953,3.41336997,6.43853859,6.941405953,5.46002173,5.435896177,7.392093359,7.187511354,4.530274842
142,7.182351145,5.344894719,6.979952896,8.085558107,6.278264998,6.986414658,6.498732533,5.439026503,5.03317833,4.720673544,7.844794118,5.922149023,5.632514245,6.835100179,5.201193229,5.633572703,5.861446733,4.990061757,6.06217108,4.158372523
143,5.296728594,7.34550881,5.502530899,6.535131032,5.726956391,6.823104531,6.170350384,7.825787201,5.580036323,5.828949616,6.465298034,3.978499722,5.174489612,5.935386635,5.419268991,7.889264463,4.194285574,5.979530211,5.257587565,4.404435064
144,6.878940325,6.192537206,5.076837767,7.333778521,4.946964648,5.103948097,5.964193146,6.409318304,6.715181301,5.82605632,7.052346683,5.109695732,6.839058233,4.510024806,6.593700287,5.300813928,4.968412281,4.443476573,6.136608692,2.64321789
145,6.581778235,6.87174913,6.40033781,7.949178287,5.244045309,6.655625305,7.073551775,6.604884887,6.056329097,6.68646366,6.705283851,6.808424892,5.625501644,4.721274707,6.598947392,5.806006742,5.657791338,5.375249608,5.270183889,4.852880106
146,4.2449069,6.464511665,5.254493279,5.945793447,7.474646103,6.44640931,6.855860584,4.811007393,8.546812504,5.928153872,5.962618991,6.9737704,5.327890075,6.950116386,5.888190921,5.978210346,7.68584699,6.275870193,5.6865886,5.981180349
147,4.77137828,6.001146252,4.72447466,5.885902381,5.573605374,7.043780696,4.698322022,5.742629215,6.257486199,6.119195562,5.96500816,5.575121815,5.853650897,5.493456435,6.103717749,6.158584518,5.290776047,5.607393882,5.531513425,2.974881138
148,4.298727218,7.245983698,6.522670078,6.655189643,6.669028064,4.710209112,4.784567722,4.669417154,5.868167735,7.070772356,7.85468315,6.856765155,5.51553908,6.415648807,8.00870085,4.681895585,6.328352377,4.696438434,4.470588448,4.794955033
149,5.044634035,5.011722886,6.722738716,6.04152485,4.776529132,5.104400997,7.313626165,4.383967937,6.463451207,5.169365234,6.140889891,6.255520244,6.405733758,4.652365173,5.930164297,4.276400365,6.270078907,4.81843676,6.512547483,4.908178225
150,6.877164905,6.647717779,4.754437939,7.991617585,5.23387933,4.196295674,5.391175642,5.746549102,6.193821101,7.07935699,6.888415604,5.683436025,8.804862595,6.677788659,5.321598427,4.259821036,5.605460925,7.713731502,6.793627203,9.896414712
151,7.610084666,5.265708707,5.888957805,6.11377451,6.347955189,6.589648916,6.664822633,5.492094104,5.789640672,4.778621169,6.008244704,7.274152652,5.665589247,6.79976048,5.09596743,6.074998938,8.02095184,5.032716729,5.985297278,5.263271699
152,6.923769724,7.180285495,7.987525132,6.960191724,4.879152095,6.499498737,7.025002702,5.111316839,6.380709186,3.89791643,5.390648652,4.606967473,6.550529561,6.227900796,5.725176908,4.752397134,5.473861936,5.68344026,4.672634355,6.704460746
153,5.334703863,5.55281888,6.292564601,8.003032596,5.656157069,4.902430741,5.510693391,5.744236145,7.26981919,6.12558107,6.911840394,5.794287073,6.163811132,7.048408412,4.94221833,5.079122199,5.874335005,6.201738531,5.433203488,5.812670971
154,5.21196224,2.515694929,6.198617479,5.95903355,5.885580866,5.49666831,6.767205316,5.299501773,5.171941879,7.588093263,5.771695463,4.299983425,5.224523565,5.994784319,5.175353219,5.871965428,5.982404457,7.41548928,5.577509585,1.493764351
155,7.67317214,7.262707234,5.398179356,4.290631779,6.022525242,4.470528373,5.388826292,3.034910224,6.030274574,7.276331303,4.809411716,6.296541748,5.566551867,7.436523117,7.153123304,4.143242033,6.837377343,6.619683195,7.674709739,3.398185181
156,5.380883831,6.908502794,5.850646342,5.837310851,6.75315241,5.05886167,5.957377018,4.983722514,7.287382474,4.784836928,5.09932467,6.348096729,6.810437513,6.317864848,7.174359933,5.304833191,6.970347708,6.690803668,6.194433779,5.336167613
157,5.091542218,6.063722051,4.276251859,7.093558814,5.948669805,5.667218581,5.58826129,5.194076481,6.085023295,5.961401713,4.48359697,4.385804185,6.189815673,5.888005582,7.242154893,7.241161691,4.404010216,5.969692452,6.442103102,3.072408595
158,5.711714515,5.823374038,6.394559216,5.661940022,5.395923152,6.049456278,5.414148205,3.710855607,5.619754668,5.875173304,5.873655845,5.710274901,6.214853135,7.004233333,5.355750336,5.948238571,7.244654141,5.019149395,4.327680085,4.801666991
159,6.456351049,5.375467736,5.145586825,4.882111801,5.301445578,5.414003746,4.64601266,5.549709216,6.494426896,6.270369529,4.462137335,5.636847299,4.629334492,6.055551612,7.091240421,5.676867911,5.774151935,5.931915948,5.923019244,6.063484806
160,7.296645014,5.141103999,7.361774502,4.788383287,5.229670345,7.394023763,6.686026983,4.917176241,6.959882285,5.3952801,7.00977879,6.574346021,7.346324569,5.672589921,4.830159878,7.101511751,7.051170058,5.987816354,4.329034637,7.630966022
161,5.208034639,6.000488305,5.106452188,4.855205901,6.009525011,6.871506314,5.207713012,5.658921839,4.166358113,5.657385445,4.458049255,6.18935835,6.181454055,6.619930357,5.886536091,7.790789068,6.439078028,6.68903025,5.608456807,3.660881836
162,4.137148166,5.618021402,6.126269328,5.12998433,5.804629579,5.196802681,4.667161086,5.954754519,5.690416752,5.960897213,5.976558593,6.651226262,5.264247344,6.957730778,6.751729803,7.474432993,6.751519514,4.90332915,5.820089283,4.882666344
163,6.305138167,5.504579532,6.521654178,5.255407463,6.520547393,6.062527725,5.624003676,7.089656243,4.257805881,6.560418478,6.286075481,7.437150429,5.482951414,9.371542215,5.376959415,4.434990898,6.448644183,5.742959122,6.18142076,7.802829006
164,7.350282871,3.932946436,7.959233659,5.235324836,4.996831506,6.646418796,4.488907332,6.926636428,3.892662504,6.981031718,6.523916054,6.232432663,6.047704573,5.097694615,6.065915359,6.968435088,4.87397993,6.476567021,7.876575119,5.153253903
165,5.263659697,5.344833277,6.636581732,5.393938941,5.900305522,4.983241158,5.814428703,5.306488682,4.461368674,6.656861199,6.58179926,6.53883967,4.03837602,5.432112489,5.098069603,5.001882906,6.264649801,6.394886969,7.3199302,4.588005172
166,5.774749978,5.982680292,5.900059949,7.976080421,7.478873717,6.405983027,4.203241687,6.183887441,7.084066366,5.43630864,6.64052572,6.418940607,5.620583161,5.946316041,5.911657456,6.062377368,6.572344102,6.032948834,6.048658623,4.657188484
167,6.637826186,4.775020247,5.492606627,4.464464828,6.629578268,6.323427309,4.332707465,5.924666498,5.920876456,7.024506758,6.021241229,6.9031331,6.028829383,6.301098874,6.357493406,7.360400312,5.911416435,4.620143572,6.54055981,6.841094252
168,6.4440883,7.925185899,6.93956987,6.41804479,6.284765813,6.665127794,5.64176542,5.819935852,6.520882977,5.57676223,3.658298447,7.051260704,5.522404638,6.45471781,6.417809804,4.934482479,6.303555513,7.414039621,6.240152534,7.265733341
169,6.46364283,5.524799482,5.30362768,6.386583299,6.325981918,5.378927197,5.937695372,4.259719078,6.813472268,7.921725955,8.067187026,4.911546154,5.836456723,7.122089173,7.382144787,4.007662512,6.488634054,7.319448336,6.237003616,6.37451898
170,5.224092687,5.718276526,5.403263754,5.822760979,5.257479166,6.79795844,5.775536293,5.18370131,6.125527542,6.054250685,5.383742466,5.280134527,6.639776205,5.720309123,5.428644331,5.391573443,5.335444033,6.275656367,4.728863231,6.407522667
171,6.023680249,5.340925106,5.429206249,6.167555433,6.508435962,3.944948385,7.105398147,5.60884585,4.656910123,5.899724418,6.128215195,5.96815089,4.114490826,6.199327852,6.176777935,8.285271195,6.730902753,4.856558689,6.523359812,2.774706891
172,6.196379424,7.453208044,6.759618152,6.909213351,5.539735907,5.949845443,7.173562839,5.699641571,4.011076902,8.938129867,4.990181819,4.173166575,4.802831625,5.446663575,7.443074616,7.216838232,5.363744382,6.208787503,6.265515757,1.616804471
173,5.236445767,6.440822787,5.429838277,4.915907449,6.320881078,6.243177586,6.991982637,4.883732113,7.138972632,6.507199762,3.568244377,4.169651886,5.128188572,7.670333987,6.11920273,4.867879148,7.126461777,7.184617921,7.136564091,4.249191113
174,5.500996261,7.957545218,6.23537222,5.661188427,7.762918724,5.436553707,4.898614213,6.509525772,5.84776819,4.261004213,5.857123143,6.486909238,6.746067476,4.320580767,6.567331526,4.691315271,5.148049021,6.139626813,6.33375626,4.156092083
175,5.648468461,4.301824301,5.896160997,7.334978234,4.716417767,7.606091871,6.035225581,6.163255491,7.551079442,6.569337077,5.977728926,5.508942054,6.105958554,6.358925897,7.044344486,6.417487274,6.65243099,6.115320179,4.921316102,2.023318445
176,7.049696667,5.172622189,7.049879419,5.850547741,6.163727608,4.273534411,6.883997003,6.102660431,6.93922571,6.664930944,5.745249574,4.333192468,5.000833467,6.24419561,6.183189183,6.551948849,5.113730649,6.882558856,4.964787263,6.253755939
177,5.942527453,5.430281225,5.343515223,6.33764297,6.33995613,4.908157333,5.8089373,4.564705767,4.22832875,5.951115514,7.761573467,6.416815056,6.079214975,4.284105518,6.519989563,5.767002003,7.277978435,6.152853389,5.670575095,4.61063552
178,4.13790356,3.911552217,6.158453719,4.561753799,5.57018492,8.228789402,6.829958406,7.925072508,7.425333535,7.296100105,4.483254772,5.918999802,6.387907171,5.227382051,5.509664796,8.564500056,5.810596394,5.809178825,5.100786631,7.581260453
179,5.845804738,5.578192838,6.234341261,5.787535608,6.577733011,6.822490028,5.076094639,6.678578181,7.01943911,6.869251974,5.827309677,5.371510166,6.370966641,6.803970788,6.51370764,6.907757001,5.987974258,6.261146821,4.711977898,6.15172931
180,6.61166929,5.849845822,4.943672001,6.249136518,3.384853658,6.402952484,6.079802299,7.253791262,5.143008136,6.846561531,6.791679467,4.982706593,4.993626007,6.879236093,5.826075479,6.697513296,4.453656376,4.763341256,6.49786796,-0.092518246
181,5.654360966,5.931704246,6.491973604,6.761481542,6.36407251,7.257086636,4.949023997,5.945625848,8.465393649,5.517498263,4.962008468,4.989066309,4.30078416,5.827507165,6.507405991,6.229467849,5.665115085,6.418884192,5.456038144,4.79320423
182,5.084469057,6.651805796,7.24033206,5.228291232,4.830793715,5.47317086,5.444574374,6.246906495,5.35357327,6.720781603,7.105269939,6.437582141,5.686537706,5.93451965,6.365780767,5.787025316,6.368111229,3.701493005,5.788370168,4.015470826
183,5.613538863,5.057475024,6.54929645,6.726313031,3.66307473,6.966559893,6.093200282,5.526298525,5.522749975,7.067682798,5.60009167,6.195962206,6.698606049,5.214826666,6.185186494,3.980870598,6.443927106,6.499136751,6.013244707,2.345978537
184,4.553650181,5.888795563,7.272494918,6.983972661,6.805269035,5.163953294,6.386103907,6.788498402,4.475371062,7.017343863,6.65523037,6.397523273,5.948351167,6.16147748,6.161300022,4.726479565,4.064307199,6.501243408,7.107088988,5.687527347
185,6.181665877,6.279369245,5.015431866,5.218804844,4.396710737,7.129348452,6.014046619,4.054039904,6.405819429,6.997914086,5.069443967,5.193422596,6.515788543,6.641394348,6.174873825,5.612039534,6.281881064,4.79686991,8.016812604,2.142838837
186,5.093916328,5.487009088,5.74498609,5.669706022,6.240141674,6.250365617,5.080778269,6.999805176,7.318660366,5.311477273,4.352475647,6.52966367,6.959844711,5.285289513,6.257626909,4.068475195,6.631719385,5.468616905,6.803619854,5.819314101
187,5.805247697,7.646435688,5.42891447,5.755055679,6.292594448,6.448851421,5.16354399,4.955789009,4.748322929,6.545296389,7.048176051,5.54600416,7.857397267,6.542340749,4.79489162,7.07928148,4.460399484,6.324668544,5.430127473,2.219609705
188,4.004981706,7.13817489,6.739698017,6.335029754,5.818100794,6.135176522,6.100243834,5.001001297,4.83211566,6.436776582,4.537426219,6.4859913,6.538984164,6.160317841,5.02038177,5.679625646,6.337533357,6.139210038,5.460335027,6.130438317
189,6.205752893,4.15826729,6.457667415,5.993437555,4.723312819,6.427282205,7.802029312,6.738986382,5.401903781,5.303472255,3.830914834,5.112444903,6.51395231,5.954110061,5.676031302,5.726535781,5.998072131,7.322525452,4.471281319,2.296829651
190,6.003759281,5.371464571,4.930613711,6.21375898,6.216982992,5.36642931,4.624243712,5.609505123,6.557252886,7.424047734,4.590385864,7.015382405,5.460510746,4.469703519,6.978022012,4.553379961,5.751767489,6.510143944,6.056576421,5.343296276
191,6.481715434,6.752723217,5.448064506,6.177341266,5.928503846,6.547883086,6.77505863,4.764618581,3.180536043,5.339065475,5.496250758,6.728457075,6.6360271,4.825572575,6.248036429,5.50963503,6.919173048,5.259538674,5.556778118,4.140167968
192,6.017330364,5.316300011,6.226617601,5.966404906,4.73841667,5.959795363,6.198838933,6.652296913,5.518352885,5.667887289,5.25847877,5.973664009,6.463414249,5.680447472,4.876062654,4.963066067,6.256466357,7.742558618,5.011560141,5.856453209
193,5.072695288,7.658678974,5.89932992,5.830065122,6.977649419,7.298760213,5.604527169,4.307641337,5.440696597,8.860729553,7.900563878,6.436875015,6.891548153,4.645111613,5.228827203,5.51864699,5.328734312,5.574049787,4.275981557,5.47498506
194,7.702840333,3.708402768,5.830691346,5.190493001,7.093234628,6.898819005,5.654925068,4.227899763,6.407584354,6.419839961,6.780520874,5.952005525,5.290261046,5.968577576,6.663256526,4.453748854,4.539288207,5.873871205,5.296895969,4.158421918
195,6.080254078,5.573097275,6.289550314,6.129937619,6.380259944,7.519492908,5.478268592,5.313254772,5.83571715,6.671266414,6.350844295,6.772402419,5.53639596,5.991024597,8.141929495,7.687047018,6.410240425,4.455379556,7.654638218,4.772773023
196,5.073157502,5.076419974,6.673056105,6.383052355,6.36047194,6.654032196,4.34785338,8.052719522,6.959937083,5.74364773,6.895529012,7.058593405,7.515784511,7.261153536,5.572232762,5.905597492,4.832247493,6.252323266,6.037954382,5.626714137
197,5.828264929,6.430773935,5.363417518,6.142632317,5.02920321,6.478420244,5.246239716,5.553753728,9.123048596,4.836497343,3.806279427,6.612099649,4.800862299,5.757727237,7.040558362,6.229551181,5.97583478,4.692578903,5.875821483,4.281261262
198,5.585612569,5.519213425,4.298221334,4.378501677,7.013702971,6.745214713,6.926570523,5.560803211,6.881871471,5.012721074,5.091967529,4.054183077,6.481247196,7.149341384,6.628835374,5.326908021,6.504962503,5.823729134,5.303054775,6.432548447
199,5.857591308,4.720155013,5.564546227,6.760301098,6.473644476,5.400623392,6.404091412,5.877057297,6.961474746,6.729052396,5.785651072,5.977659562,6.883143275,7.510558789,6.587988898,6.662380678,4.762640345,5.410771526,5.477634579,8.235591208
200,5.94601434,6.099226107,5.557952544,5.755538097,6.214269688,6.412834569,5.210356531,5.896402054,7.715185223,7.872272385,4.870255966,5.876583776,4.736680531,5.668733246,5.449297229,5.808171888,6.08882481,5.442920093,5.139117857,4.239956313
201,5.818278092,4.514113998,6.428782762,7.217301062,7.189063931,7.381868543,4.966418992,6.267238276,5.014058446,6.975987028,7.428828264,6.632922883,7.014951637,5.108367654,4.823124942,7.925986391,6.420310198,6.146177024,3.746240889,5.550474509
202,6.940935831,5.706681733,5.481518128,7.46123935,4.518373547,5.986596399,4.353585445,4.760629417,4.321607617,3.916595447,5.671193431,6.008740928,5.831254016,7.30946126,6.440493322,6.733674531,6.352109174,6.833142224,6.256240779,5.048620452
203,6.011740803,6.991462036,4.91399127,7.236373109,5.527630312,5.792443335,5.993747395,6.40695221,5.926351092,5.440564519,8.896307064,6.170652529,5.38513592,6.664698767,4.988959824,5.982325314,6.395113733,5.409463269,5.169524986,4.732641318
204,3.602880913,5.207796984,6.225576497,6.325929428,4.833747103,6.25457638,4.914597017,6.761568117,6.099804997,6.418931558,5.069710758,7.946622129,5.884675263,5.686685907,7.173026286,7.206753037,7.611691719,4.882460106,6.947074576,2.098253997
205,6.903242914,6.062244317,5.567716261,8.350239149,6.590055115,8.320416748,6.531052906,3.68052672,5.346571121,6.2411948,5.73762025,5.841735359,5.58566857,6.456211195,7.122567723,6.086505936,6.121031532,6.062592762,6.099532842,4.012222046
206,5.135646414,6.905525639,3.98363864,6.91432849,5.703423288,5.785089968,5.436654282,6.246645685,5.637615847,5.538505288,6.334374697,4.782932101,6.687209666,4.52652966,6.537787046,6.358689513,4.481681595,6.524115964,5.953287304,4.120285653
207,7.726074823,5.707360628,4.975094747,5.740487093,4.985262793,5.290657758,6.157628584,6.015577399,5.599962858,6.342781162,6.714079569,6.081222097,6.355415001,6.943511299,4.504889609,7.38749604,6.828549054,6.384469933,6.001760715,5.310152671
208,6.404605428,6.29736164,7.916578251,6.769169707,6.094312585,5.543379429,5.009823377,6.041316901,5.886792458,6.575870616,6.476392621,5.763918241,7.29108325,6.315303437,5.168061446,4.632402702,4.04708442,8.341445746,5.71408399,6.659567713
209,5.962421415,5.427106682,6.47502662,6.48352534,6.838100359,6.314852344,7.223921256,5.954581583,5.662942949,4.37742818,5.685060152,5.175149461,5.48799079,4.486395602,7.377687987,5.881696812,5.825636973,6.14754224,3.162405815,5.925366175
210,6.134817516,6.117776221,6.13521771,6.841364723,6.168378377,5.858012836,6.790600735,6.063910281,5.516524277,5.485070229,6.036183348,5.102858631,5.129211353,5.809277927,6.814522457,6.083923937,4.57130858,4.049749695,5.044766944,6.211357756
211,7.208108519,5.642505149,6.783380272,5.73704815,4.900452862,5.499849697,6.058803627,7.973226859,7.332853701,5.537494638,6.912832495,6.23426568,5.764708876,7.798651956,4.692497064,6.330287234,4.238531294,5.024552086,5.373280123,2.06887741
212,6.167645753,5.369514205,6.338707805,5.868923407,3.995015865,6.497272599,5.064883912,5.891410733,6.217329962,6.745306356,4.178340074,6.380847236,6.487508364,5.421679947,6.069476629,6.401436121,6.338955867,4.133979555,6.437884137,2.99393985
213,5.585192098,7.48621629,7.132716276,3.153929398,5.519744037,8.260099593,6.014484061,5.192344761,6.77972226,7.150639723,4.768871361,6.470106343,5.657162254,6.995578943,5.780117005,5.303603851,6.865519641,6.517056458,6.441930242,4.975104081
214,6.252318421,5.388007831,3.627218789,6.098762805,5.474999585,5.898049446,5.470627883,7.88676716,6.264749174,7.440754306,7.564234513,7.390911238,5.203850251,6.792355408,7.380938926,6.065233539,7.322900174,5.510656436,5.660858088,3.274129234
215,7.816418966,6.069462802,6.710892068,8.192239611,4.770407938,5.677159934,5.507456535,4.762519704,6.160797864,5.103801962,6.37414086,5.411679894,5.440871599,5.316884046,6.714389291,4.59943952,5.491624847,4.98018109,4.91388891,3.650008184
216,5.515066573,7.011144339,5.257140634,3.468067693,7.609310798,6.4885708,6.810594086,6.643666901,4.250790215,6.105356114,5.839677774,5.878618934,6.64769385,5.397619004,5.364751325,7.045001405,5.986004301,5.257846592,5.366958128,3.192865581
217,5.502342807,5.095676611,3.420730769,3.416476388,6.395377253,5.025737413,5.920184614,5.796588205,6.63968326,6.882973,5.825819362,4.293545142,7.283156087,5.134292382,5.39727659,6.307902957,5.344053162,7.271017261,6.142883164,2.41867562
218,5.207227911,5.419325419,4.823237906,7.125940689,6.467680466,5.122032411,3.165299605,6.042627799,5.454274988,5.556049229,5.216892383,6.522113834,6.84721028,7.123643629,6.935843558,5.415805979,6.069927483,6.815899162,5.24912003,6.276313032
219,7.055259103,5.514418907,6.548639367,5.919760336,5.817635137,6.392866496,6.448391471,4.974330985,4.20707086,6.808599068,5.921215938,6.822649404,6.783767195,6.962253375,4.921222852,5.773572035,6.208536082,6.794066776,5.03854797,7.765199043
220,7.83680505,5.583158422,5.910092576,6.959793036,5.161948423,5.090738653,6.832171912,6.155304311,6.872151909,6.656509196,6.725482443,6.322394908,8.463480277,5.617971446,5.490220367,6.323699272,5.318984962,6.344185383,4.632132869,3.613633698
221,4.911589252,6.149142573,5.391764146,5.365069858,5.514337589,8.081453483,5.827927449,6.755029843,6.526032113,5.090071403,6.393883622,3.656296652,5.494894461,5.177062853,4.153792823,6.128448908,3.776632274,5.318783602,6.264762862,3.097033289
222,4.394468344,6.868325644,6.447711658,7.039482699,6.064588276,4.968484334,5.635162103,7.016967484,6.320571859,6.558463607,6.391748236,6.548507101,3.952217586,6.759775321,6.615711309,7.307438634,6.920023487,5.049472567,6.39432659,6.072293877
223,4.259861826,6.548486128,4.497637151,6.796046749,5.240220265,5.485210786,7.396657208,6.061514339,5.905973651,7.855997507,4.746494113,4.81656631,6.867446062,7.960206842,6.061124287,6.883044312,6.874009972,7.441751581,5.602536992,4.499513759
224,5.513676629,6.327790602,5.369157229,5.082223321,5.638314849,6.633012831,7.32864481,7.475648812,3.622734552,6.64532071,7.478507917,7.317954642,6.843765913,5.717428725,6.525140248,5.994788165,6.804574006,6.617001846,5.134595285,3.869621594
225,5.497968819,3.998947152,4.466248283,5.987637306,4.705655745,4.389541436,3.514491532,6.92560984,6.038254002,6.428012261,7.095034772,7.7052883,7.950114282,6.146852068,6.02021233,5.690297544,5.636658771,5.917557599,5.997932932,4.211602127
226,4.240333074,6.044492907,5.456040039,6.414657187,5.293404438,4.532805589,6.329523661,5.654028723,4.971326885,5.641726037,6.877561936,5.01331573,5.7960038,5.789147583,7.936545414,5.309966237,6.076869022,3.92936028,5.623406572,5.961742114
227,5.940469486,6.399465853,8.345343788,6.702815101,6.202023167,4.170615206,6.665383607,5.643947901,5.737827875,6.961343655,5.225768231,5.360725484,5.74261579,5.96248865,5.546934691,5.806160701,4.094732625,6.260703177,4.642312535,5.490659565
