Order,Suborder,Family,Genus,species,Reproductive.mode,B.chromosomes,Ploidy.level,Sex.chromosome.system,Meioformula,Diploid.number,Notes,Citation,Sex.Chromosome.System,,
Coleoptera,Adephaga,Carabidae,Pseudotetracha,Pseudotetracha whelani ,Sexual diplodiploidy,,,XY,2n=26 12+XY,26,,Galian and Hudson (1999),XY,,
Coleoptera,Adephaga,Carabidae,Pterophilus,Pterophilus brevipennis ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus aereipennis ,Sexual diplodiploidy,yes,,XO,2n=37M 18+XO,37,,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus aethiops ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus alacer ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus angustatus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus angustatus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus anthracinus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus argutor diligens ,Sexual diplodiploidy,,,XY,2n=30M 14+XY,30,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XY,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus argutor strenuus ,Sexual diplodiploidy,,,,2n=30M ,30,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",unreported,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus aterrimus nigerrimus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus bicolor ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus brevipennis ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus cantaber ,Sexual diplodiploidy,yes,,XO,2n=37M 18+XO,37,,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus cantabricus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus cf dufouri,,,,,2n=37M ,37,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus chyddaeus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus coraci ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus coracinus,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,Serrano and Galian (1998),XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus cristatus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus cristatus cantabricus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus diligens ,Sexual diplodiploidy,,,XY,2n=30M 14+XY,30,  ,Serrano and Yadav (1984),XY,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus dufouri ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus elongatus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus flavofemoratus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus ghiliani ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus globosus ebenus ,Sexual diplodiploidy,,,,2n=37M ,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",unreported,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus gracile ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus herculaneus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus impressus ,Sexual diplodiploidy,,,,2n=37M ,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",unreported,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus insidiator ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus interruptus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus madidus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus melarius ,Sexual diplodiploidy,,,XO,2n=37M/2n=38F 18+XO,37,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus melas ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus metallicus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus minor ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus morio ,Sexual diplodiploidy,,,,2n=32M ,32,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",unreported,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus muehlfeldi,Sexual diplodiploidy,,,,2n=34M ,34,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",unreported,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus multipunctatus ,Sexual diplodiploidy,yes,,XY,2n=38M 18+XY,38,,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XY,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus nemoralis ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus niger ,Sexual diplodiploidy,yes,,XO,2n=37M 18+XO,37,,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus nigrita ,Sexual diplodiploidy,yes,,XO,2n=37M/2n=38F 18+XO,37,,"R. Angus, Brown, and Bryant (2000)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus nigrum ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus oblongopunctatus ,Sexual diplodiploidy,,,XY,2n=28M 13+XY,28,  ,Serrano and Yadav (1984),XY,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus oblongopunctatus ,Sexual diplodiploidy,,,XY,2n=28M 13+XY,28,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XY,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus patruelis ,Sexual diplodiploidy,,,NeoXY,2n=28M 13+NeoXY,28,,Serrano and Yadav (1984),NeoXY,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus patruellis ,Sexual diplodiploidy,,,NeoXY,2n=28M 13+NeoXY,28,,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",NeoXY,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus pidanensis mikae ,Sexual diplodiploidy,yes,,XO,2n=37M 18+XO,37,,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus pidanensis pidanensis ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus pidanensis pidanensis ,Sexual diplodiploidy,yes,,XO,2n=37M 18+XO,37,,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus pumicatus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus rhaeticus ,Sexual diplodiploidy,,,XO,2n=37M/2n=38F 18+XO,37,  ,"R. Angus, Brown, and Bryant (2000)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus sp. ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus sp. Caucasucus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus spinolae ,Sexual diplodiploidy,,,,2n=37M ,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",unreported,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus strenuus,,,,,2n=30M ,30,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus tuberculiger ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus verlis ,Sexual diplodiploidy,,,XY,2n=46M 22+XY,46,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XY,,
Coleoptera,Adephaga,Carabidae,Pterostichus,Pterostichus ziegleri ,Sexual diplodiploidy,,,,2n=34M ,34,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",unreported,,
Coleoptera,Adephaga,Carabidae,Risophilus,Risophilus himalayicus,Sexual diplodiploidy,,,XO,2n=39M 19+XO,39,  ,Serrano and Galian (1998),XO,,
Coleoptera,Adephaga,Carabidae,Ropaloteres,Ropaloteres cinctus ,Sexual diplodiploidy,,,XXXXY,2n=27M 11+XXXXY,27,,"Ramalho, Collares-Pereira, and Serrano (2005)",complex,,
Coleoptera,Adephaga,Carabidae,Sarothrocrepis,Sarothrocrepis corticalis ,Sexual diplodiploidy,,,XO,2n=33M 16+XO,33,  ,Galian and Moore (1994),XO,,
Coleoptera,Adephaga,Carabidae,Sarticus,Sarticus habitans ,Sexual diplodiploidy,,,XO,2n=35M/2n=36F 17+XO,35,  ,Galian and Moore (1994),XO,,
Coleoptera,Adephaga,Carabidae,Sarticus,Sarticus morensis ,Sexual diplodiploidy,,,XO,2n=45M 22+XO,45,  ,Galian and Moore (1994),XO,,
Coleoptera,Adephaga,Carabidae,Scarites,Scarites buparius ,Sexual diplodiploidy,,,XXY,2n=37M 17+XXY,37,,Serrano and Yadav (1984),complex,,
Coleoptera,Adephaga,Carabidae,Scarites,Scarites buparius ,Sexual diplodiploidy,,,XXY,2n=39M 18+XXY,39,,Serrano and Yadav (1984),complex,,
Coleoptera,Adephaga,Carabidae,Scarites,Scarites buparius ,Sexual diplodiploidy,yes,,XXY,2n=37M 17+XXY,37,,"Serrano, Juan, Hewitt, et al. (1999)",complex,,
Coleoptera,Adephaga,Carabidae,Scarites,Scarites eurytus ,Sexual diplodiploidy,,,XO,2n=45M 22+XO,45,  ,"Serrano, Juan, Hewitt, et al. (1999)",XO,,
Coleoptera,Adephaga,Carabidae,Scarites,Scarites hespericus ,Sexual diplodiploidy,,,XO,2n=53M 26+XO,53,  ,"Serrano, Juan, Hewitt, et al. (1999)",XO,,
Coleoptera,Adephaga,Carabidae,Scarites,Scarites inconspicuus ,Sexual diplodiploidy,,,XY,2n=52M 25+XY,52,  ,Serrano and Yadav (1984),XY,,
Coleoptera,Adephaga,Carabidae,Scarites,Scarites indus ,Sexual diplodiploidy,,,XO,2n=15M 7+XO,15,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Scarites,Scarites indus ,Sexual diplodiploidy,,,XY,2n=52M 25+XY,52,  ,Serrano and Yadav (1984),XY,,
Coleoptera,Adephaga,Carabidae,Scarites,Scarites laevigatus ,Sexual diplodiploidy,,,XO,2n=61M 30+XO,61,  ,"Serrano, Juan, Hewitt, et al. (1999)",XO,,
Coleoptera,Adephaga,Carabidae,Scarites,Scarites occidentalis ,Sexual diplodiploidy,,,XXY,2n=41M 19+XXY,41,,"Serrano, Juan, Hewitt, et al. (1999)",complex,,
Coleoptera,Adephaga,Carabidae,Scarites,Scarites occidentalis ,Sexual diplodiploidy,yes,,XXY,2n=41M 19+XXY,41,,Serrano and Yadav (1984),complex,,
Coleoptera,Adephaga,Carabidae,Scarites,Scarites planus ,Sexual diplodiploidy,,,XO,2n=39M 19+XO,39,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Scarites,Scarites subterraneus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Scarites,Scarites terricola ,Sexual diplodiploidy,,,XO,2n=57M 28+XO,57,  ,"Serrano, Juan, Hewitt, et al. (1999)",XO,,
Coleoptera,Adephaga,Carabidae,Scybalicus,Scybalicus oblongiusculus,,,,,2n=37M ,37,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Sericoda,Sericoda bogemannii,,,,,2n=36M ,36,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Setalis,Setalis rubripes ,Sexual diplodiploidy,,,,2n=37M ,37,  ,Galian and Moore (1994),unreported,,
Coleoptera,Adephaga,Carabidae,Siagona,Siagona dejeani,Sexual diplodiploidy,,,XO,2n=45M 22+XO,45,  ,Serrano and Galian (1998),XO,,
Coleoptera,Adephaga,Carabidae,Siagona,Siagona europaea,Sexual diplodiploidy,,,XY,2n=46M 22+XY,46,  ,Serrano and Galian (1998),XY,,
Coleoptera,Adephaga,Carabidae,Siagona,Siagona fabricii ,Sexual diplodiploidy,,,XY,2n=46M 22+XY,46,  ,Serrano and Yadav (1984),XY,,
Coleoptera,Adephaga,Carabidae,Siagona,Siagona flessus ,Sexual diplodiploidy,,,XY,2n=44M 21+XY,44,  ,Serrano and Yadav (1984),XY,,
Coleoptera,Adephaga,Carabidae,Siagona,Siagona jenissoni,Sexual diplodiploidy,,,XO,2n=45M 22+XO,45,  ,Serrano and Galian (1998),XO,,
Coleoptera,Adephaga,Carabidae,Siagona,Siagona pumila ,Sexual diplodiploidy,,,XY,2n=46M 22+XY,46,  ,Serrano and Yadav (1984),XY,,
Coleoptera,Adephaga,Carabidae,Siagonyx,Siagonyx blackburni ,Sexual diplodiploidy,,,,2n=48M/2n=48F ,48,  ,Galian and Moore (1994),unreported,,
Coleoptera,Adephaga,Carabidae,Simodontus,Simodontus australis ,Sexual diplodiploidy,,,XO,2n=33M/2n=34F 16+XO,33,  ,Galian and Moore (1994),XO,,
Coleoptera,Adephaga,Carabidae,Sphallomorpha,Sphallomorpha albopicta ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,Galian and Moore (1994),XO,,
Coleoptera,Adephaga,Carabidae,Sphodrus,Sphodrus leucophthalmus,,,,,2n=36M ,36,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Spiralia,Spiralia maura ,Sexual diplodiploidy,,,XXXY,2n=22M 9+XXXY,22,,"Galian, Ortiz, and Serrano (1990b)",complex,,
Coleoptera,Adephaga,Carabidae,Stenolophus,Stenolophus lecontei ,Sexual diplodiploidy,,,XO,2n=25M 12+XO,25,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Stenolophus,Stenolophus mixtus ,Sexual diplodiploidy,,,XY,2n=36M 17+XY,36,  ,Serrano and Yadav (1984),XY,,
Coleoptera,Adephaga,Carabidae,Stenolophus,Stenolophus piceus ,Sexual diplodiploidy,,,,2n=38F ,38,  ,Galian and Moore (1994),unreported,,
Coleoptera,Adephaga,Carabidae,Stenolophus,Stenolophus proximus ,Sexual diplodiploidy,,,,2n=24M ,24,  ,Serrano and Yadav (1984),unreported,,
Coleoptera,Adephaga,Carabidae,Stenolophus,Stenolophus skrimshireanus,,,,,2n=26M ,26,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Stenolophus,Stenolophus teutonus ,Sexual diplodiploidy,,,XY,2n=24M 11+XY,24,  ,Serrano and Yadav (1984),XY,,
Coleoptera,Adephaga,Carabidae,Stomis,Stomis pumicatus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,"Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)",XO,,
Coleoptera,Adephaga,Carabidae,Styracoderus,Styracoderus atramentarius,,,,,2n=45M ,45,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Synchus,Synchus vivalis,,,,,2n=25M ,25,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Syntomus,Syntomus foveatus ,Sexual diplodiploidy,,,XO,2n=41M 20+XO,41,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Syntomus,Syntomus fuscomaculatus ,Sexual diplodiploidy,,,,2n=46M ,46,  ,Serrano and Yadav (1984),unreported,,
Coleoptera,Adephaga,Carabidae,Syntomus,Syntomus obscuroguttatus ,Sexual diplodiploidy,,,XO,2n=33M 16+XO,33,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Syrdenus,Syrdenus grayi,Sexual diplodiploidy,yes,,XY,2n=40M 19+XY,40,,Serrano and Galian (1998),XY,,
Coleoptera,Adephaga,Carabidae,Tachys,Tachys parvula ,Sexual diplodiploidy,,,XY,2n=30M 14+XY,30,  ,Serrano and Yadav (1984),XY,,
Coleoptera,Adephaga,Carabidae,Taenidia,Taenidia circumdata ,Sexual diplodiploidy,,,XXXY,2n=22M 9+XXXY,22,,"Galian, Ortiz, and Serrano (1990b)",complex,,
Coleoptera,Adephaga,Carabidae,Teraphis,Teraphis sp. 1 ,Sexual diplodiploidy,,,XY,2n=30M 14+XY,30,  ,Galian and Moore (1994),XY,,
Coleoptera,Adephaga,Carabidae,Thalassotrechus,Thalassotrechus barabarae,Sexual diplodiploidy,,,XY,2n=22M 10+XY,22,  ,Serrano and Galian (1998),XY,,
Coleoptera,Adephaga,Carabidae,Therates,Therates sp. 1 ,Sexual diplodiploidy,,,XXY,2n=23M 10+XXY,23,,"Galian, Hogan, and Vogler (2002)",complex,,
Coleoptera,Adephaga,Carabidae,Trechus,Trechus flavolimbatus,,,,,2n=23M ,23,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Trechus,Trechus latus,Sexual diplodiploidy,,,XO,2n=23M 11+XO,23,  ,Serrano and Galian (1998),XO,,
Coleoptera,Adephaga,Carabidae,Trechus,Trechus obtusus ,Sexual diplodiploidy,,,XO,2n=23M/2n=24F 11+XO,23,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Trechus,Trechus pilisensis ,Sexual diplodiploidy,,,XO,2n=23M/2n=24F 11+XO,23,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Trechus,Trechus pulchellus ,Sexual diplodiploidy,,,XO,2n=23M/2n=24F 11+XO,23,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Trechus,Trechus pulpani ,Sexual diplodiploidy,,,XO,2n=23M/2n=24F 11+XO,23,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Trechus,Trechus quadristriatus ,Sexual diplodiploidy,,,XO,2n=23M 11+XO,23,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Trichocellus,Trichocellus godarti,,,,,2n=39M ,39,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Trichosternus,Trichosternus relictus ,Sexual diplodiploidy,,,XO,2n=55M 27+XO,55,  ,Galian and Moore (1994),XO,,
Coleoptera,Adephaga,Carabidae,Trichosternus,Trichosternus vigorsi ,Sexual diplodiploidy,,,,2n=45M ,45,  ,Galian and Moore (1994),unreported,,
Coleoptera,Adephaga,Carabidae,Trichotichnus,Trichotichnus luparis,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,Serrano and Galian (1998),XO,,
Coleoptera,Adephaga,Carabidae,Trichus,Trichus maculata,,,,,2n=36F ,36,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Triplectrus,Triplectrus haplomus ,Sexual diplodiploidy,,,XO,2n=37M 18+XO,37,  ,Serrano and Yadav (1984),XO,,
Coleoptera,Adephaga,Carabidae,Triplectrus,Triplectrus rusticus ,Sexual diplodiploidy,,,NeoXY,2n=24M 11+NeoXY,24,,Serrano and Yadav (1984),NeoXY,,
Coleoptera,Adephaga,Carabidae,Trymosternus,Trymosternus cordatus,,,,,2n=62M ,62,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus ambiguus,Sexual diplodiploidy,,,XO,2n=59M 29+XO,59,  ,Serrano and Galian (1998),XO,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus angustatus ,Sexual diplodiploidy,,,,2n=59M ,59,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus castroi,Sexual diplodiploidy,yes,,XO,2n=59M 29+XO,59,,Serrano and Galian (1998),XO,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus coiffaiti,Sexual diplodiploidy,,,XO,2n=59M 29+XO,59,  ,Serrano and Galian (1998),XO,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus consanguineus,Sexual diplodiploidy,,,XO,2n=57M 28+XO,57,  ,Serrano and Galian (1998),XO,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus constrictus,Sexual diplodiploidy,,,XO,2n=49M 24+XO,49,  ,Serrano and Galian (1998),XO,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus crassus ,Sexual diplodiploidy,,,,2n=48M ,48,  ,Serrano and Yadav (1984),unreported,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus curtus arragonensis,Sexual diplodiploidy,,,,2n=59M ,59,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus curtus neglectus,Sexual diplodiploidy,,,XO,2n=57M 28+XO,57,  ,Serrano and Galian (1998),XO,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus graecus,Sexual diplodiploidy,,,,2n=48M ,48,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus gravis,Sexual diplodiploidy,,,XO,2n=57M 28+XO,57,  ,Serrano and Galian (1998),XO,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus igvus,Sexual diplodiploidy,,,,2n=47M ,47,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus laevigatus ,Sexual diplodiploidy,,,,2n=46M ,46,  ,Serrano and Yadav (1984),unreported,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus laevigatus ,Sexual diplodiploidy,,,,2n=50M ,50,  ,Serrano and Yadav (1984),unreported,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus marginicollis     ,Sexual diplodiploidy,,,,2n=57M ,57,  ,"Sanchez-Gea, Serrano, and Galian (2000)",unreported,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus mateui,Sexual diplodiploidy,,,,2n=59M ,59,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus obesus ,Sexual diplodiploidy,,,,2n=59M ,59,  ,"Sanchez-Gea, Serrano, and Galian (2000)",unreported,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus pecoudi,Sexual diplodiploidy,,,,2n=49M ,49,  ,Serrano and Galian (1998),unreported,,
Coleoptera,Adephaga,Carabidae,Zabrus,Zabrus seidlitzi ,Sexual diplodiploidy,,,XO,2n=57M 28+XO,57,  ,Serrano and Yadav (1984),XO,,
