"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44"
"111","1091000","-389997.1919134519","-5217.2470698300285","-384779.9448436218","291.52073686526467","285.3056330391601","237.6852306596612","271.50557768008935","218.9826283221292","137.35894184443512","137.70601013030992","123.90330827156968","0.018829417284026446","0.025946713665457817","1.4701574468218008","0.49290552050029957","0.06322010109319945","0.16568531291918293","0.27818906548731814","10.099654604265726","0.08587126271918256","0.40786536622974495","0.058967307074765926","0.4472960639763066","2.7570124124850777","0.24552932390834728","0.25153250191360566","0.2439047943893657","0.25903337978868135","1.7995914224952119","0.14020896404482036","0.19682755412199532","0.09316227076743523","0.5698012110657491","9.80105931344843E-4","0.8020365697724583","8.413665038800222E-4","0.8365120041535768","0.1301045051761783","-69178.8401894295","-62256.53408497572","-20830.78714605851","-232513.78342315808","-5186.575557143164"
"112","1101000","-389963.10223783494","-5217.983378636218","-384745.1188591987","296.2604841412209","285.2952596282963","238.33776429604254","270.83316250243996","219.58381641600798","137.73604280928055","137.14168838637346","119.65478409001548","0.01858962917056003","0.04193316432622421","1.4001449624621631","0.5039623834873516","0.06322010109319945","0.15453835996791196","0.27827915545153703","9.639280717030994","0.08587126271918256","0.40786536622974495","0.058967307074765926","0.4472960639763066","2.9076999739047094","0.24552932390834728","0.25153250191360566","0.24240493459780701","0.26053323958024005","1.8488223639910115","0.14020896404482036","0.19431512137402002","0.09316227076743523","0.5723136438137244","9.733830608313091E-4","0.7970129732834925","8.376773871807159E-4","0.8304179789188398","0.12659695168191276","-69090.7380999374","-62407.42820324293","-20813.29458493444","-232433.65797108394","-5191.023820141016"
"113","1111000","-389960.3063977832","-5220.0179548269825","-384740.2884429563","297.48263591075516","286.20976701180274","239.10175050983787","270.25585670435834","220.28768728183522","138.1775525220187","137.5812929096988","120.03833474439638","0.01845088064815771","0.012051364953873074","1.4001449624621631","0.49686790163636946","0.06477410284831293","0.1591290825571301","0.2792289129581875","10.01641006269533","0.08587126271918256","0.40786536622974495","0.058107571249700174","0.4481557998013724","2.934083122413842","0.2436821930418303","0.25153250191360566","0.24240493459780701","0.262380370446757","1.8078340574520277","0.14020896404482036","0.19666178772048454","0.09316227076743523","0.5699669774672599","9.830003736654464E-4","0.8105985235071143","8.395171523112633E-4","0.8489144585867944","0.11333658115612123","-69147.7608550239","-62364.336501877086","-20839.267870273237","-232388.92321578204","-5192.65457454428"
"114","1121000","-390000.6011510979","-5221.87685589305","-384778.72429520485","294.4647035275505","284.22668811206825","239.27683276957188","270.5512989719167","220.52850461189928","138.32860748874768","137.73169604858552","120.16956001456545","0.01938147280158562","0.004700123468311424","1.4294931803208182","0.5039915162852462","0.0647852999517628","0.15862174995396722","0.27260143380902374","10.08640134093744","0.08587126271918256","0.40786536622974495","0.06043679460633728","0.4458265764447353","3.0675186620214356","0.24932358994334908","0.2483429827566282","0.23676353769628825","0.26556988960373445","1.811386405471097","0.14020896404482036","0.19666178772048454","0.09316227076743523","0.5699669774672599","9.730306233191989E-4","0.8006361278156214","8.325323964390572E-4","0.8424390014876415","0.13787714885102573","-69120.25140162728","-62390.79573649432","-20833.775092940792","-232433.90206414246","-5194.466267841736"
"115","1131000","-389992.8557045214","-5225.241132965833","-384767.6145715555","294.9950667679193","284.5240555035752","239.8754623198886","270.83435871756745","219.38744642244683","138.47333146752993","137.30620674807577","122.36869397700578","0.018160952569034588","0.02580810198154968","1.4490848397817022","0.5046233938696417","0.06415342236736732","0.15862174995396722","0.27260143380902374","10.08640134093744","0.08587126271918256","0.40786536622974495","0.06043679460633728","0.4458265764447353","2.9684318085684707","0.23146701314544818","0.2633772936091842","0.23486925846292755","0.2702864347824401","1.811386405471097","0.13574469366611736","0.1951862326175235","0.09547193476285916","0.5735971389535001","9.688059311046311E-4","0.8027450028442903","8.263054666420428E-4","0.8458936037370517","0.14077865336245665","-69137.4243927532","-62261.64176942011","-20800.46092952266","-232568.08747985953","-5197.343570386312"
"116","1141000","-390012.2318003201","-5218.4142736634385","-384793.81752665667","289.46367774322596","284.85485286462966","239.3354015138469","270.2245963823197","218.8935127786948","139.26382444590615","136.99707258331492","122.09319045169988","0.019168468804629416","0.022466803151823526","1.4697233199552417","0.5047730545512173","0.06415342236736732","0.15833630808935825","0.27273721499205716","10.08640134093744","0.08587126271918256","0.40786536622974495","0.06043679460633728","0.4458265764447353","3.1761271753812292","0.22983027869529776","0.275064458479832","0.21934535617312764","0.27575990665174255","1.8087165196961106","0.1359937354377638","0.1951862326175235","0.0952228929912127","0.5735971389535001","9.83502522477357E-4","0.8084401215240602","8.385733347271443E-4","0.8498274192142445","0.14799857623796667","-69130.56355895242","-62332.145358865615","-20821.708837352067","-232509.39977148658","-5190.951852882961"
"117","1151000","-390028.3559944595","-5218.923977985563","-384809.43201647396","287.30922342173903","284.87887168744754","239.35558215863932","270.2473815890181","218.91196977335915","139.27556710393245","137.00862410992536","122.10348529020888","0.018612556255026693","0.010797323801193708","1.465349172589312","0.5019334809680382","0.06415342236736732","0.15833630808935825","0.2755767885752364","10.08640134093744","0.08587126271918256","0.404847693587007","0.06043679460633728","0.4488442490874732","3.2561675785358695","0.23785346944012667","0.2670412677350031","0.21934535617312764","0.27575990665174255","1.7723072490794338","0.13458954195416772","0.1951862326175235","0.0952228929912127","0.5750013324370962","9.768067413612484E-4","0.8021776895205293","8.338936089749599E-4","0.8470917565953854","0.14192028955637254","-69166.32335645994","-62309.126687365926","-20797.696710027085","-232536.285262621","-5190.543260296867"
"118","1161000","-390017.593967619","-5217.046303895957","-384800.54766372306","296.15121948560744","284.0285132837453","238.6411099706671","269.4406979250053","218.25852140751476","138.85983199442552","138.07844601694762","120.77966997677666","0.018858311164663813","0.01798238759567076","1.40804795365769","0.5031311520177819","0.06415342236736732","0.1571386370396146","0.2755767885752364","10.213299284931212","0.085591857036559","0.404847693587007","0.06071620028896085","0.4488442490874732","3.265858372451308","0.22987147533166377","0.2670412677350031","0.22868432642438008","0.27440293050895304","1.7723072490794338","0.1332776083165162","0.1991479664053511","0.0952228929912127","0.57235153228692","9.832832355949827E-4","0.8032735777648146","8.398743237806326E-4","0.8465513652692043","0.14203433967553633","-69210.3509188956","-62327.78091186097","-20770.49728198966","-232491.91855097684","-5190.390544433215"
"119","1171000","-390024.11364184157","-5220.911918119263","-384803.20172372233","285.00917891524585","284.95311943984484","238.24831648014455","270.31781594785804","218.9690246248907","139.31186638355314","138.61903429503204","121.17284749653032","0.01785499732559503","0.010574339683352694","1.4460915126000204","0.5031311520177819","0.06415342236736732","0.1571386370396146","0.2755767885752364","10.213299284931212","0.085591857036559","0.404847693587007","0.06071620028896085","0.4488442490874732","3.2113391416235504","0.22755696434950454","0.2697203583952527","0.22852225539914517","0.27420042185609755","1.7600062613516034","0.1332776083165162","0.1991479664053511","0.0952228929912127","0.57235153228692","9.833608097652867E-4","0.806974803458019","8.360369913362854E-4","0.8447087497712364","0.15348180670470357","-69208.42707837211","-62389.016881000905","-20787.355749959446","-232418.40201438987","-5192.923407876473"
"120","1181000","-389980.01809473045","-5213.700966691377","-384766.3171280391","292.63773102503967","285.0439329697528","238.3242453580481","270.40396525940594","219.03880926211733","139.35626457217188","137.60252155103976","121.21146484534817","0.018733512126120205","0.026956187814556762","1.4365577096406525","0.5039150305081673","0.06020802428546602","0.1571386370396146","0.27873830816675227","10.053522806854783","0.085591857036559","0.40483568855581614","0.06072820532015169","0.4488442490874732","3.0694336924083765","0.23382964918147264","0.26424345574663327","0.2277264732157965","0.27420042185609755","1.776884638703557","0.1332776083165162","0.1991479664053511","0.0952228929912127","0.57235153228692","9.811205288215777E-4","0.7995696316666626","8.375570546272274E-4","0.841765391591114","0.13622823275113216","-69126.68154130726","-62466.38541704099","-20841.419139108286","-232331.83103058254","-5189.554592141093"
"121","1191000","-389983.9975583566","-5210.5731396775045","-384773.4244186791","292.3865157121594","283.9581729626535","238.1224818798288","270.1750433363633","218.8533726861812","139.23828662742054","137.48602831167935","121.1088481488786","0.019243055750835375","0.002897721628735516","1.4622314735794906","0.49905308618837574","0.06020802428546602","0.1571386370396146","0.28360025248654386","10.419940766255692","0.085591857036559","0.40483568855581614","0.06072820532015169","0.4488442490874732","3.225270781153787","0.23196478087204406","0.26658908323395175","0.22538084572847805","0.2760652901655261","1.7922689535056389","0.1332776083165162","0.1991479664053511","0.0952228929912127","0.57235153228692","9.85164351091448E-4","0.8118710207277599","8.372204241766061E-4","0.8748741640687053","0.13513169223618746","-69144.72076141986","-62318.40933523375","-20782.944856853617","-232527.3494651718","-5185.555095054607"
"122","1201000","-389993.90450129966","-5211.836201143717","-384782.0683001559","285.96916869251675","285.86267560537857","238.34417120059445","270.3881266649384","219.02597932129459","139.34810194275562","138.23725619314465","121.20436502625108","0.019520192312260244","0.005199521746739944","1.4822053253591685","0.5051972739840545","0.06020802428546602","0.1571386370396146","0.27745606469086515","9.674470183633616","0.085591857036559","0.40483568855581614","0.06072820532015169","0.4488442490874732","3.208334608728203","0.24128295136916983","0.257270912736826","0.22538084572847805","0.2760652901655261","1.764729337069713","0.13552792686598097","0.1991479664053511","0.09297257444174792","0.57235153228692","9.983318821565083E-4","0.8244148047469891","8.406339981654331E-4","0.8876268226292152","0.11223768203145035","-69145.31827046754","-62267.204044264014","-20784.215456787955","-232585.3305286364","-5184.359178116483"
"123","1211000","-389996.7145110691","-5208.498690628007","-384788.2158204411","293.68333373035983","286.0432203882818","238.49470430728468","270.5588980520214","219.16431146907502","139.1223713928295","138.32456390253932","121.28091512403579","0.019067738445915014","0.005960021327915996","1.4822053253591685","0.5051972739840545","0.06020802428546602","0.1571386370396146","0.27745606469086515","10.240774047528214","0.08449254581223825","0.40483568855581614","0.06072820532015169","0.44994356031179394","3.0171644286706822","0.23244890427854903","0.26169408467605887","0.23421489281909885","0.27164211822629325","1.764729337069713","0.13552792686598097","0.19828961172795187","0.09383092911914713","0.57235153228692","0.0010027600115133236","0.8214607069379205","8.4298178682806E-4","0.9052457370099423","0.11312252744829356","-69116.32733691655","-62375.09110285624","-20798.33645302833","-232498.46092763997","-5183.3640654059045"
"124","1221000","-389987.94389713765","-5204.435624822547","-384783.50827231514","305.47224274153353","284.81290809561455","237.49361834999667","271.67176511992955","218.2216548098877","138.5239864233229","137.7296104157336","120.75926877793286","0.019122672853986167","0.0010565780047071469","1.4309046780432655","0.5028141327248808","0.06259116554463962","0.1571386370396146","0.27745606469086515","10.175422596394569","0.08449254581223825","0.4097637022940823","0.06072820532015169","0.44501554657352776","3.0171644286706822","0.2457486685146029","0.2536290229533284","0.23421489281909885","0.26640741571296983","1.7620572653678281","0.1337803684071788","0.20130839956555024","0.09572270933913675","0.5691885226881341","0.001005345949245854","0.8222330476217686","8.461559723419021E-4","0.8523008081647688","0.07871831018660884","-69153.05650531487","-62388.060423335584","-20780.19673120516","-232462.1946124595","-5178.124715279866"
"125","1231000","-390017.459107443","-5198.053930684417","-384819.40517675853","298.2341242679873","284.67266067908974","236.85102623357182","270.9366963810971","217.63120730233672","141.66749042286182","138.30235368266514","120.43252756003803","0.01992865572585904","0.0010294032567048682","1.4691658259191214","0.5028141327248808","0.06259116554463962","0.16206301607966841","0.2725316856508113","10.308930700818616","0.08449254581223825","0.4097637022940823","0.06072820532015169","0.44501554657352776","2.9808496267718096","0.2457486685146029","0.2536290229533284","0.23421489281909885","0.26640741571296983","1.7496843219614193","0.1337803684071788","0.2032436852000581","0.0937874237046289","0.5691885226881341","0.0010148323530586457","0.8257366308186426","8.541695449950831E-4","0.8599466882266222","0.05924540616695812","-69144.25013639865","-62349.478098874155","-20840.47905235721","-232485.19788912847","-5170.794146055911"
"126","1241000","-390005.1062667613","-5202.898601948881","-384802.20766481245","290.799463229628","285.22538349987957","237.2709122736021","271.46274933863083","218.05376187608869","141.9425532080761","138.57088269021725","120.6663603636134","0.017842957181693566","0.00797926842311262","1.484008025583749","0.5026582625830754","0.06271105721740394","0.1583572599683354","0.2762734202311854","10.110440154542497","0.08449254581223825","0.4097637022940823","0.06072820532015169","0.44501554657352776","3.120886438309259","0.23672983007186782","0.2572447435027022","0.23996021055530115","0.26606521587012877","1.7496843219614193","0.1337803684071788","0.20375048678981966","0.09328062211486735","0.5691885226881341","0.0010134146019991298","0.8267743747837198","8.51034753947909E-4","0.8610665316578439","0.059385938195874614","-69162.75606896626","-62299.024298451455","-20839.356492253326","-232501.0708051414","-5174.251946569895"
"127","1251000","-390038.0533116753","-5207.631994289818","-384830.4213173855","288.95581274729244","285.6191629765659","238.83447394394892","271.8375282522841","218.35480484494175","142.13851775946338","138.76219234505984","120.83295120365217","0.019227282807520698","0.01135606962487868","1.487084748607827","0.5026582625830754","0.06271105721740394","0.1583572599683354","0.2762734202311854","9.847624078906193","0.08449254581223825","0.408718281994085","0.05951322486671247","0.44727594732696435","3.262142938898005","0.23664176924215363","0.2572447435027022","0.24004827138501533","0.26606521587012877","1.7496843219614193","0.1382640737439651","0.20397493614410941","0.09328062211486735","0.564480367997058","0.0010035215728175927","0.8183521679045903","8.48378266335764E-4","0.8612605508477248","0.04770506980145039","-69201.01299272297","-62235.75900647309","-20850.182656420875","-232543.4666617686","-5176.351562838902"
"128","1261000","-390012.9488689654","-5204.04583891941","-384808.9030300459","286.08603256949556","284.5061791058098","238.05454574183838","270.5006859517125","219.93072763900128","141.67435596248265","136.843829192457","120.43836400343883","0.019357131037667726","0.01828340933247475","1.4673126350824806","0.5005761755602992","0.06271105721740394","0.16284863672640332","0.27386413049589375","9.847624078906193","0.08449254581223825","0.408718281994085","0.05951322486671247","0.44727594732696435","3.0924191833183374","0.23664176924215363","0.2590938029747038","0.23455740943551942","0.2697070183476231","1.7548120786674557","0.1382640737439651","0.20231969131028066","0.09493586694869609","0.564480367997058","9.991362645071064E-4","0.807713441720973","8.50526739951461E-4","0.8513317380884722","0.05240337875109719","-69076.70585427899","-62439.22526759668","-20843.517054188716","-232449.4548539816","-5175.726054203857"
"129","1271000","-389972.65050157136","-5206.517483063145","-384766.1330185082","297.0553682668988","284.36435753743814","238.24580080038174","270.7180085168687","219.39727514768117","141.78817835204995","136.95377069549335","120.53512521539785","0.017618541847300297","0.02158840831764545","1.4673126350824806","0.5005761755602992","0.06271105721740394","0.16284863672640332","0.27386413049589375","10.014967111887916","0.08758075990349316","0.408718281994085","0.05951322486671247","0.4441877332357094","3.083629703180539","0.23664176924215363","0.2590938029747038","0.23426738090287705","0.2699970468802655","1.7488980434584236","0.1387034178806041","0.20193390816626605","0.09493586694869609","0.5644268070044337","9.998455684364417E-4","0.8226540455961145","8.494479258183101E-4","0.8778503902642967","0.03120771974012544","-69115.48211175934","-62242.958408191356","-20872.26228890406","-232535.43020965345","-5180.975234152639"
"130","1281000","-390019.64763797296","-5205.79937881363","-384813.8482591593","285.56290800918714","283.66766364431936","237.66209756866792","270.0547482372601","218.85975088449297","141.44079670819787","136.1536694558611","120.23981364269899","0.01993513925265939","0.02174439516554126","1.4271666968822647","0.5011163269156654","0.06158194770806053","0.16343759488038054","0.27386413049589375","10.24495540191488","0.08758075990349316","0.3992102343171396","0.05951322486671247","0.45369578091265483","3.083629703180539","0.23484053978588285","0.26859483205784945","0.23606861035914783","0.26049601779711984","1.749647492529149","0.1387034178806041","0.20193390816626605","0.09493586694869609","0.5644268070044337","9.973647833996474E-4","0.8117122886151181","8.481857787070706E-4","0.8700819074052565","0.01930364748229405","-69123.23964954552","-62372.94379585022","-20884.003508224298","-232433.66130553928","-5175.586591515342"
"131","1291000","-390041.1498279227","-5201.677491910437","-384839.4723360122","290.11008004053394","283.87172461553433","236.3645867819569","270.2490165352343","219.01719122419038","141.8157578793569","136.2516138238115","120.32631011831202","0.018294878066230983","0.03597824963059763","1.4212875628209363","0.5086668900713284","0.06158194770806053","0.16119326425618966","0.2685578979644217","10.13200889451465","0.08402784563252329","0.4020197445976719","0.05951322486671247","0.4544391849030924","3.044123156500681","0.24451213819926493","0.2625871591392439","0.22319808608097613","0.269702616580515","1.7642994282641806","0.13856758337052316","0.20193390816626605","0.09493586694869609","0.5645626415145146","0.0010115693500224454","0.8205648725048371","8.574302134789148E-4","0.8848801162658302","0.04404167524824416","-69218.92793072812","-62334.92892205368","-20864.282787563116","-232421.33269566728","-5173.28717059194"
"132","1301000","-390052.2948722057","-5200.419366953271","-384851.8755052524","293.36465999680365","284.49443948711684","236.88308767704928","270.8418479694145","219.4976380256188","142.1268518482114","138.34804136051483","120.59026378560591","0.020518929820043812","0.01608163251455644","1.4212875628209363","0.5109928316398068","0.06158194770806053","0.15722419660840206","0.27020102404373086","10.067524574014742","0.08402784563252329","0.4020197445976719","0.05951322486671247","0.4544391849030924","3.044123156500681","0.24544008190603706","0.25335684997835006","0.23242839524186998","0.26877467287374285","1.7642994282641806","0.13856758337052316","0.20193390816626605","0.09493586694869609","0.5645626415145146","9.948481492154382E-4","0.8047205116040483","8.479793654257151E-4","0.8654047076468651","0.04903659382267038","-69192.29733576863","-62318.41079103021","-20846.505894597984","-232494.66148385557","-5174.098843485701"
"133","1311000","-390039.9682854938","-5201.658138308872","-384838.3101471849","291.8561735566304","285.270243471593","237.52905757229996","271.580421929582","220.0961985545009","142.51442560242498","138.72531046259456","120.91910819923517","0.0193223256448406","0.01929962523670416","1.4175865571167103","0.5109928316398068","0.06158194770806053","0.16075099953696903","0.26667422111516387","10.067524574014742","0.08527831297818887","0.4020197445976719","0.05951322486671247","0.4531887175574268","3.044123156500681","0.24544008190603706","0.25335684997835006","0.23242839524186998","0.26877467287374285","1.7489638417349807","0.13606416686917266","0.20443732466761655","0.09493586694869609","0.5645626415145146","9.966010546850626E-4","0.8074630305995533","8.528815197776262E-4","0.8702880834730281","0.05641243699103115","-69225.72631559896","-62427.02541258502","-20789.782420418695","-232395.7759985822","-5173.398559076216"
"134","1322000","-390048.2734371831","-5192.675265719465","-384855.5981714636","295.6864925149283","285.95955013977675","235.71458884522858","269.5058370871524","218.4148982819947","141.0727452877012","137.66559701085814","119.99541514637112","0.018782049788010867","0.008336253531329225","1.4795327825735465","0.5109928316398068","0.06158194770806053","0.16075099953696903","0.26667422111516387","10.150558006824417","0.08527831297818887","0.4020197445976719","0.05951322486671247","0.4531887175574268","3.1803386959766975","0.24544008190603706","0.25604869540913583","0.23550699198569386","0.2630042306991332","1.7503305139475949","0.13852186353986878","0.20443732466761655","0.09493586694869609","0.5621049448438186","0.0010043369057333715","0.8218546432850906","8.568289158914632E-4","0.8718653916984962","0.05214496873068178","-69187.29771196013","-62399.24011474762","-20813.594609618514","-232455.46573513735","-5165.382114429217"
"135","1332000","-390031.4259245603","-5205.106315954378","-384826.31960860593","289.92303931702423","283.57892188944214","236.04718434681988","271.2443034038237","219.8237989122236","140.97535243101805","137.4515090045662","120.42480978285315","0.019888309492999873","0.021200224865429534","1.4668819501185861","0.5071791508967521","0.06158194770806053","0.16075099953696903","0.2704879018582185","10.200201504265769","0.08577647198311304","0.40316053818452","0.05787427227494023","0.4531887175574268","3.1803386959766975","0.2306391084106922","0.27084966890448064","0.22993308118411265","0.2685781415007144","1.7374207944309656","0.13852186353986878","0.20443732466761655","0.09493586694869609","0.5621049448438186","9.884686173755308E-4","0.8014620866437009","8.477939109100856E-4","0.8543073969864041","0.03354379648866745","-69133.03145512175","-62390.146555499596","-20816.848261770265","-232486.2933362143","-5178.146091906384"
"136","1342000","-390046.9950919668","-5203.0829744318","-384843.912117535","299.42277395821816","283.58725493864057","236.05412066206915","271.2522739966661","219.83025849856762","140.9794950328015","137.45554805718433","120.42834850095657","0.02023262934849444","0.0012530463144777005","1.4668819501185861","0.5071791508967521","0.06158194770806053","0.16075099953696903","0.2704879018582185","9.720923546449947","0.08577647198311304","0.40316053818452","0.05787427227494023","0.4531887175574268","3.1803386959766975","0.23489463723594287","0.266462670042934","0.22817620573809202","0.270466486983031","1.7768305502389847","0.13852186353986878","0.20443732466761655","0.09493586694869609","0.5621049448438186","9.991415029626492E-4","0.8084856391738626","8.472162471132973E-4","0.8421239767578244","0.05354375398036931","-69086.64756366641","-62505.21022503539","-20810.747518114244","-232441.30681071896","-5177.830689892568"
"137","1352000","-390013.48291773","-5204.524029883339","-384808.95888784656","297.7555846330164","283.2537403678862","237.256778505083","271.30536480348513","219.87328473984113","141.00708822133396","137.48245152177313","120.45191931970626","0.019174203037973684","0.010665563860935187","1.4050701856582943","0.500997246301985","0.06158194770806053","0.16075099953696903","0.27666980645298556","10.06911476389778","0.08560593252909142","0.40382077752943424","0.05787427227494023","0.4526990176665342","3.1954531069416756","0.23990597305035297","0.2539746387563069","0.23565290121030905","0.270466486983031","1.7768305502389847","0.13852186353986878","0.20443732466761655","0.09493586694869609","0.5621049448438186","0.0010003341464465956","0.8118523117880403","8.43639838432495E-4","0.8452866862144808","0.05354423311582205","-69159.65496542753","-62360.45629188485","-20820.336801529495","-232468.51082900475","-5179.268033483623"
"138","1362000","-390051.55259869475","-5203.630033978999","-384847.9225647158","299.6355786592026","283.18834792430494","237.20200499888844","271.2427307823487","219.8225244167869","140.9745350834686","137.4507120875723","120.42411158333483","0.018642215455591443","0.003485273913044582","1.4284844234830518","0.500997246301985","0.05986137927669956","0.16247156796833","0.27666980645298556","10.06911476389778","0.08560593252909142","0.40382077752943424","0.05787427227494023","0.4526990176665342","3.1335626099259417","0.23990597305035297","0.266540290282278","0.22308724968433796","0.270466486983031","1.7661669979695604","0.13976152483666993","0.2031976633708154","0.09493586694869609","0.5621049448438186","9.96165329168318E-4","0.8171686139519994","8.436774649085949E-4","0.8526602587735261","0.04409121871451519","-69128.23996024081","-62324.731377666554","-20825.379062087686","-232569.57216472074","-5178.341068431537"
"139","1372000","-390044.4612590943","-5200.57549802281","-384843.88576107146","291.16035851182306","284.31039067570634","236.80177350977445","270.78506229825274","219.45161736526967","140.736668425875","139.1548303220238","120.22091970262353","0.01859670774498004","0.014347293372200448","1.4126807467397033","0.500997246301985","0.05986137927669956","0.16247156796833","0.27666980645298556","10.164638216181846","0.08567318019848844","0.40382077752943424","0.05787427227494023","0.45263176999713717","3.1034213394827708","0.2432011900773321","0.2635142588277603","0.22565649642186397","0.26762805467304357","1.7661669979695604","0.13976152483666993","0.20476277292663642","0.0961087184750804","0.5593669837616132","0.0010079748970602057","0.8035115272405404","8.538660533786548E-4","0.8349752868032755","0.06427912546767907","-69132.55229549344","-62428.08579795409","-20823.945163220375","-232459.30250440363","-5174.245104273586"
"140","1382000","-390002.59074063704","-5199.5047807040455","-384803.085959933","298.810391429478","284.033946651977","236.571523623586","270.94242048148647","219.23823758701326","140.59982569278515","139.3038448739553","120.10402508368247","0.018407972905339593","0.0025789181503217394","1.4126807467397033","0.498945430020266","0.06222767116342945","0.15745095827358155","0.2813759405427232","10.164638216181846","0.08567318019848844","0.40382077752943424","0.05787427227494023","0.45263176999713717","3.0502560083158596","0.2432011900773321","0.2635142588277603","0.23142224199545364","0.2618623090994539","1.7716685168941906","0.13976152483666993","0.20476277292663642","0.0961087184750804","0.5593669837616132","0.0010099392257690847","0.8029401562873906","8.607718511514447E-4","0.8474194671066566","0.07506016536413686","-69175.10386785922","-62421.10635942164","-20841.532364360304","-232365.3433682918","-5173.622359089034"
"141","1392000","-389981.8585457258","-5198.485669715242","-384783.3728760106","297.2299660004404","283.93148700961126","236.486185113911","270.8446833488957","219.15915171829636","140.5491070796512","138.28460907019078","120.06069992624333","0.01911236523421439","0.008418971749290809","1.4433113153828911","0.49798761753267234","0.06222767116342945","0.15840877076117518","0.2813759405427232","10.026616933034159","0.08567318019848844","0.40762340044128026","0.05787427227494023","0.44882914708529115","3.0502560083158596","0.2432011900773321","0.25528678007620953","0.2396497207470044","0.2618623090994539","1.7849887448735624","0.1384983467977802","0.20553968619282376","0.0961087184750804","0.5598532485343156","9.998593320224506E-4","0.8013131794669947","8.520368712494148E-4","0.8443874309832667","0.07082593741920537","-69115.65082327064","-62298.04852232507","-20806.422579661947","-232563.2509507529","-5173.678920402253"
"142","1402000","-390002.26953956124","-5193.986176334977","-384808.2833632262","291.8395334249493","284.0798400002975","236.72217149069684","269.66150467957556","219.2736614401172","140.62254338850562","137.82955646077951","120.12343112976548","0.019054756086832284","0.0052132126725065705","1.4433113153828911","0.49798761753267234","0.06222767116342945","0.15840877076117518","0.2813759405427232","10.06357798891274","0.08323584238592847","0.40762340044128026","0.05787427227494023","0.4512664848978511","3.0502560083158596","0.2436891672863812","0.2615213185996426","0.2294190445385203","0.2653704695754558","1.783953167129505","0.1384983467977802","0.20553968619282376","0.0961087184750804","0.5598532485343156","0.0010151628391333082","0.8066420029130363","8.602667759728764E-4","0.839981852395526","0.0692200556908101","-69107.36016226799","-62392.34984574758","-20807.95486738858","-232500.6184878221","-5168.542317870286"
"143","1412000","-390041.8053860427","-5196.439273063908","-384845.3661129788","297.7154209393818","285.3125961658859","237.39079869380944","270.8316929003069","221.04999554214044","141.23277080690562","137.79432039895258","120.64470324945087","0.01968780510771607","0.007637118299957718","1.442011561331994","0.49798761753267234","0.06222767116342945","0.15768232122049045","0.28210239008340793","10.06357798891274","0.083990319827425","0.40607907614265704","0.05866411913206694","0.4512664848978511","2.8994029494679503","0.23917408293694709","0.2615213185996426","0.23708468693634444","0.26221991152706575","1.7814245608247639","0.1402843047388843","0.2042884755903618","0.0973667899894426","0.5580604296813112","0.0010085567065190705","0.8051510774142394","8.562776335634587E-4","0.8440875083529832","0.0627660407723161","-69180.34859593905","-62359.14194236511","-20848.554875548325","-232457.32069912634","-5172.085249947459"
"144","1422000","-390071.53442770743","-5198.837453910722","-384872.6969737967","293.3502857753135","284.9427263736039","237.42159784794455","269.845715339168","221.15769678906122","141.04968132433893","137.61568840951895","120.48830345522362","0.01970286600905494","0.00803421147518279","1.4420365482760487","0.5085980852010793","0.06222767116342945","0.15767987252713386","0.2714943711083576","10.06357798891274","0.083990319827425","0.40607907614265704","0.06274116863009521","0.4471894353998228","2.9253833216124714","0.23675023712363047","0.2601778748047886","0.24249535363384034","0.2605765344377405","1.8018007555018942","0.1402843047388843","0.1999028558638374","0.0973667899894426","0.5624460494078356","0.0010018421122522199","0.8129965079377954","8.491201733876022E-4","0.845206868975583","0.06760128452329985","-69127.54689541337","-62381.151433945386","-20824.45187769222","-232539.54676674574","-5173.711773653505"
"145","1432000","-390056.71899640816","-5204.012401676618","-384852.70659473154","286.4022239903541","284.37197391073477","236.94603223714765","269.1660888456941","220.71470846740368","140.76715278245504","139.55138952587276","120.2469602322568","0.018368785561684364","0.06180874727390741","1.4420365482760487","0.5136249502937134","0.06222767116342945","0.1551327108207208","0.2690146677221366","10.06357798891274","0.083990319827425","0.40607907614265704","0.05863001847398253","0.4513005855559355","2.9253833216124714","0.23675023712363047","0.2601778748047886","0.24179447024846454","0.2612774178231163","1.7744452097314645","0.1402843047388843","0.20266979732546123","0.0973667899894426","0.5596791079462118","0.001021496397599059","0.8156407430113123","8.627608072232804E-4","0.84904671116409","0.055670013578210095","-69172.67383871238","-62471.84484980404","-20850.18276399725","-232358.00514221785","-5173.9170784644"
