"","name","chrom.num"
"632","ADCALO_Loricera_pilicornis",10
"633","ADCAHA_Loxandrus_sp",18
"634","POLULU_Lucanus_sp",12
"635","POLALA_Lucidota_sp",10
"636","POLALU_Luciola_cruciata",9
"637","POLALU_Luciola_lateralis",9
"638","POCHGA_Luperus_sp",16
"639","POCHGA_Lysathia_ludoviciana",12
"640","ADCAHA_Macrocheilus_sp",17
"641","POCHGA_Macrohaltica_sp",12.5
"642","POCHCL_Macrolenes_dentipes",11
"643","POCEPR_Macrotoma_sp",14
"644","POCUMO_Magdalis_sp",16
"645","POSCSC_Malagoniella_sp",10
"646","POCAMA_Malthinus_sp",6
"647","ADCACI_Mantichora_amygdaloides",19
"648","ADCAPS_Mecyclothorax_sp",10
"649","POCELA_Mecynippus_pubicornis",11
"650","ADCACI_Megacephala_brasiliensis",6
"651","ADCACI_Megacephala_sobrina",15
"652","ADCACI_Megacephala_whelani",13
"653","POMEME_Melandryidae_sp",9.5
"654","POELME_Melanotus_sp",8
"655","POBUAG_Meliboeus_sp",11
"656","POSCME_Melolontha_sp",10
"657","POMEME_Melyridae_sp",9
"658","POCELA_Mesechthistatus_binodosus",11
"659","POCELA_Mesosa_myops",10
"660","POCUDR_Metamasius_hemipterus",13
"661","POCUBA_Metialma_sp",16
"662","POLYLY_Metriorrhynchus_sp",16
"663","POCOCO_Micraspis_sp",10
"664","POSCSC_Microcopris_sp",10
"665","ADCAHA_Microlestes_sp",16
"666","POCHCA_Microrhopala_vittata",15
"667","POCOMI_Microweisea_sp",10
"668","POSCRU_Mimela_sp",10
"669","POCELA_Monochamus_galloprovincialis_M",11
"670","POCELA_Monochamus_saltuarius",10
"671","POCELA_Monochamus_sartor",12
"672","POCELA_Monochamus_sutor",10
"673","POCELA_Monochamus_urussovi",12
"674","POCHGA_Monolepta_sp",9
"675","POCHGA_Monoxia_sp",13.5
"676","POMEME_Mylabris_sp",10.5
"677","ADCACI_Myriochile_undulata",13
"678","ADCAPA_Mystropomus_subcostatus",22
"679","POBRNA_Nanophyes_marmoratus",11
"680","POCUEN_Naupactus_xanthographus",11
"681","ADCANE_Nebria_brevicollis",15
"682","ADDYHY_Nebrioporus_lanceolatus_M",25
"683","POCUCE_Nedyus_quadrimaculatus",14
"684","POBRTR_Nemocephalus_sp",6
"685","POCHGA_Neocrepidodera_sp",19
"686","ADCAHA_Nesarpalus_sp",19
"687","POSINI_Nicrophorus_sayi_M",7
"688","POSINI_Nicrophorus_vespilloides",7
"689","POCHEU_Nodonota_sp",7
"690","ADCAHA_Notagonum_sp",14
"691","POCUBR_Notaris_sp",15
"692","ADNONO_Noterus_clavicornis",10
"693","ADCAHA_Notiobia_sp",20
"694","ADCANE_Notiophilus_sp",12
"695","POCHCA_Notosacantha_sp",8
"696","POSTST_Nudobius_sp",14
"697","POCELA_Oberea_sp",10
"698","POCICI_Octotemnus_sp",11
"699","POCHCA_Octotoma_scabripennis",10
"700","POPAPA_Odontotaenius_disjunctus",13
"701","POOEOE_Oedemera_podagrariae_M",11
"702","POOEOE_Oedemera_virescens",11
"703","POCHGA_Oedionychus_cinctus",8
"704","POCHGA_Oides_sp",9
"705","ADCAPS_Olisthopus_sp",21
"706","POCOCO_Olla_sp",10
"707","POCHGA_Omophoita_octoguttata",11
"708","POCHGA_Omophoita_personata",11
"709","ADCACI_Omus_californicus",18
"710","POSCSC_Oniticellus_fulvus",10
"711","POSCSC_Onitis_sp",10
"712","POSCSC_Ontherus_sp",10
"713","POSTST_Ontholestes_sp",13
"714","POSCSC_Onthophagus_fracticornis",10
"715","POSCSC_Onthophagus_hecate",10
"716","POSCSC_Onthophagus_marginicollis",10
"717","POSCSC_Onthophagus_nuchicornis_M",10
"718","POSCSC_Onthophagus_pennsylvannicus",10
"719","POSCSC_Onthophagus_similis",10
"720","POSCSC_Onthophagus_taurus",10
"721","ADCAHA_Oodes_sp",14
"722","POTETE_Opatroides_sp",10
"723","ADCAHA_Ophonus_azureus",19
"724","ADCAHA_Ophonus_longicollis",19
"725","ADCAHA_Ophonus_stictus",19
"726","POCHGA_Ophraella_communa",17
"727","POCHGA_Ophraella_notulata_M",17
"728","POCHGA_Ophrida_sp",16
"729","POCOCH_Orcus_sp",9
"730","POCHCH_Oreina_alpestris",12
"731","POCHCH_Oreina_cacaliae",12
"732","POCHCH_Oreina_elongata",12
"733","POCHCH_Oreina_ganglbaueri",12
"734","POCHCH_Oreina_intricata",12
"735","POCHCH_Oreina_variabilis",12
"736","POCHCH_Oreina_virgulata",12
"737","PODEOR_Orphilus_sp",10
"738","ADCAHA_Orthomus_velocissimus",17
"739","POCUSC_Orthotomicus_caelatus",11
"740","POCUSC_Orthotomicus_erosus",8
"741","POCUSC_Orthotomicus_laricis",8
"742","POCUSC_Orthotomicus_suturalis",8
"743","POSCSC_Oruscatus_davus",10
"744","POSCDY_Oryctes_nasicornis",9
"745","POCUEN_Otiorhynchus_armadillo",11
"746","POCUEN_Otiorhynchus_raucus",16
"747","POCHCR_Oulema_melanopus",8
"748","ADCACI_Oxycheila_sp",16
"749","POSCSC_Oxysternon_sp",10
"750","POSCCE_Oxythyrea_sp",10
"751","POCHCR_Pachybrachis_sp",8
"752","POCUMO_Pachylobius_picivorus",18
"753","POCHBR_Pachymerus_sp",10
"754","POTETE_Palorus_sp",10
"755","ADCACA_Pamborus_alternans",11
"756","ADCACA_Pamborus_opacus",11
"757","ADCACA_Pamborus_tropicus",11
"758","POSCSC_Paracopris_sp",9
"759","POSCSC_Paragymnopleurus_sp",9
"760","POCHGA_Paranaita_bilimbata",11
"761","POCHGA_Paratriarius_sp",11
"762","POCHEU_Paria_sp",8
"763","POCHGA_Paridea_sp",20
"764","ADCAHA_Parophonus_hespericus",20
"765","POCHCH_Paropsis_atomaria",12
"766","POCHCH_Paropsis_porosa_M",12
"767","POCHCH_Paropsisterna_sp",12
"768","ADHAHA_Peltodytes_sp",17
"769","ADCAPA_Penetretus_sp",16.5
"770","ADCACI_Pentacomia_sp",11
"771","POSCDY_Pentodon_sp",10
"772","ADCAHA_Percus_politus",32
"773","ADCATR_Perileptus_areolatus",14
"774","POCUEN_Peritelus_sp",22
"775","POCELA_Phaea_sp",10
"776","POCHCH_Phaedon_sp",17
"777","POPHPH_Phalacridae_sp",8
"778","POTETE_Phaleria_sp",10
"779","POSCSC_Phanaeus_chalcomelas",6
"780","POSCSC_Phanaeus_igneus",6
"781","POSCSC_Phanaeus_vindex",6
"782","ADCABR_Pheropsophus_sp",14
"783","POCHCH_Philhydronopa_sp",12
"784","POSTST_Philonthus_sp",20
"785","POCUSC_Phloeotribus_sp",13
"786","POSISI_Phosphuga_atrata",17
"787","POLALA_Photinus_australis",10
"788","POLALA_Photinus_pyralis",10
"789","POLAPH_Photuris_sp",10
"790","POCHCH_Phratora_laticollis",17
"791","POCHCH_Phratora_tibialis",17
"792","POCUEN_Phyllobius_argentatus",11
"793","POCUEN_Phyllobius_pyri",11
"794","POSCDY_Phyllognathus_dionysius",10
"795","POSCRU_Phyllopertha_sp",10
"796","POSCME_Phyllophaga_delata_M",10
"797","POSCME_Phyllophaga_drakii",10
"798","POSCME_Phyllophaga_fusca",10
"799","POCHGA_Phyllotreta_sp",15.5
"800","POCECE_Phymatodes_sp",10
"801","POCUCE_Phytobius_sp",12
"802","POCELA_Phytoecia_sp",10
"803","POTEPI_Pimelia_ascendens",9
"804","POTEPI_Pimelia_atlantis_atlantis",9
"805","POTEPI_Pimelia_atlantis_frigioides",9
"806","POTEPI_Pimelia_baetica",9
"807","POTEPI_Pimelia_boyeri",9
"808","POTEPI_Pimelia_canariensis",9
"809","POTEPI_Pimelia_costata",9
"810","POTEPI_Pimelia_criba",10
"811","POTEPI_Pimelia_echidna",9
"812","POTEPI_Pimelia_elevata",10
"813","POTEPI_Pimelia_estevezi",9
"814","POTEPI_Pimelia_fernandezlopezi",9
"815","POTEPI_Pimelia_granulicollis",9
"816","POTEPI_Pimelia_integra",9
"817","POTEPI_Pimelia_interjecta",10
"818","POTEPI_Pimelia_laevigata_costipennis",9
"819","POTEPI_Pimelia_laevigata_laevigata",9
"820","POTEPI_Pimelia_laevigata_validipes",9
"821","POTEPI_Pimelia_lutaria",9
"822","POTEPI_Pimelia_maura",9
"823","POTEPI_Pimelia_mauritanica",9
"824","POTEPI_Pimelia_monticola",9
"825","POTEPI_Pimelia_radula",9
"826","POTEPI_Pimelia_rugosa",9
"827","POTEPI_Pimelia_scabrosa",9
"828","POTEPI_Pimelia_sparsa_albohumeralis",9
"829","POTEPI_Pimelia_sparsa_serrimargo",9
"830","POTEPI_Pimelia_sparsa_sparsa",9
"831","POTEPI_Pimelia_variolosa",9
"832","POCUMO_Pissodes_nemorensis",15
"833","POCUMO_Pissodes_schwarzi_M",14
"834","POCUMO_Pissodes_strobi",17
"835","POCUSC_Pityogenes_chalcographus",9
"836","POCUSC_Pityogenes_hopkinsi_M",10
"837","POCHCH_Plagiodera_versicolora",14
"838","POCECE_Plagionotus_sp",10
"839","ADDYAG_Platambus_sp",10
"840","ADCAHA_Platyderus_lusitanicus",12
"841","ADCAHA_Platyderus_varians",19
"842","ADCAHA_Platymetopus_sp",20
"843","POCHCH_Platyphora_sp",12
"844","POANAN_Platystomos_sp",11
"845","POPLPL_Pleocoma_sp",10
"846","POCHGA_Podagrica_malvae",20
"847","POCHGA_Podontia_sp",18
"848","ADCAHA_Poecilus_chalcites",19
"849","ADCAHA_Poecilus_cupreus",22
"850","ADCAHA_Poecilus_lucublandus",14
"851","ADCAHA_Poecilus_versicolor",19
"852","POCELA_Pogonocherus_hispidus",10
"853","ADCATR_Pogonus_chalceus",11
"854","POCUEN_Polydrusus_inustus",16
"855","POCUEN_Polydrusus_mollis_M",16
"856","POCUSC_Polygraphus_grandiclava",8
"857","POCUSC_Polygraphus_poligraphus_M",8
"858","POSCRU_Popillia_japonica",9
"859","POCHCH_Prasocuris_sp",17
"860","POCEPR_Prionus_sp",12
"861","POTETE_Probaticus_sp",10
"862","POCUER_Procas_sp",11.5
"863","POCOST_Prodilis_sp",12
"864","ADCABR_Promecoderus_sp",23.5
"865","POLULU_Prosopocoilus_sp",10
"866","POSCCE_Protaetia_cuprea",10
"867","ADCACI_Prothyma_sp",14
"868","POSCAP_Psammodius_sp",10
"869","POCHGA_Psylliodes_affinis",10
"870","POCHGA_Psylliodes_chrysocephalus",18
"871","POCHGA_Psylliodes_cupreus",17
"872","POCHGA_Psylliodes_dulcamarae",14
"873","POCHGA_Psylliodes_marcidus_M",17
"874","POCHGA_Psylliodes_napi",17
"875","POCOCO_Psyllobora_sp",9
"876","POCELA_Pterolophia_sp",10
"877","ADCAHA_Pterostichus_alacer",19
"878","ADCAHA_Pterostichus_angustus",19
"879","ADCAHA_Pterostichus_anthracinus",19
"880","ADCAHA_Pterostichus_aterrimus",19
"881","ADCAHA_Pterostichus_flavofemoratus",19
"882","ADCAHA_Pterostichus_globosus",19
"883","ADCAHA_Pterostichus_herculeanus",19
"884","ADCAHA_Pterostichus_interruptus",19
"885","ADCAHA_Pterostichus_melanarius",19
"886","ADCAHA_Pterostichus_nemoralis",19
"887","ADCAHA_Pterostichus_niger",19
"888","ADCAHA_Pterostichus_nigrita",19
"889","ADCAHA_Pterostichus_oblongopunctatus",14
"890","ADCAHA_Pterostichus_spinolae",18
"891","ADCAHA_Pterostichus_ziegleri",17
"892","POPTPT_Ptinus_sp",13.5
"893","POCECE_Purpuricenus_sp",14
"894","POLALA_Pyractomena_angulata",10
"895","POLALA_Pyractomena_borealis",10
"896","POCHGA_Pyrrhalta_viburni",18
"897","OUT_Raphidioptera",13
"898","POCELE_Rhagium_mordax",10
"899","POCACA_Rhagonycha_fulva",7
"900","POCACA_Rhagonycha_lignosa",7
"901","ADDYCO_Rhantus_exsoletus",11
"902","POCUCE_Rhinoncus_sp",10.5
"903","POBRAP_Rhopalapion_longirostre",11
"904","POCUCU_Rhynchaenus_sp",13
"905","POATRH_Rhynchites_sp",17
"906","POCUDR_Rhynchophorus_ferrugineus",11
"907","POCOCO_Rhyzobius_sp",8.5
"908","POCOOR_Rodolia_cardinalis",9
"909","POCECE_Rosalia_sp",10
"910","POCUMO_Ruteria_hypocrita",15
"911","POCHSA_Sagra_femorata",8
"912","POCELA_Saperda_sp",10
"913","POHISA_Saprinus_sp",13
"914","ADCAHA_Sarothrocrepis_sp",17
"915","POSCSC_Scarabaeus_sp",10
"916","ADCASC_Scarites_buparius",18
"917","ADCASC_Scarites_eurytus",22
"918","ADCASC_Scarites_hespericus",26
"919","ADCASC_Scarites_laevigatus",30
"920","ADCASC_Scarites_occidentalis_M",20
"921","ADCASC_Scarites_terricola",29
"922","POCUEN_Scepticus_griseus",11
"923","POCUEN_Scepticus_insularis",22
"924","POSCME_Schizonycha_sp",10.5
"925","POCUEN_Sciaphilus_asperatus",16
"926","POCUSC_Scolytus_sp",9
"927","POCOSC_Scymnus_nubilus",8
"928","POSCSE_Serica_sp",10
"929","POCHGA_Sermylassa_halensis",22
"930","POSISI_Silpha_perforata",20
"931","POBOBO_Sinoxylon_sp",10
"932","POSCSC_Sisyphus_sp",10
"933","POCUEN_Sitona_hispidulus",11
"934","POCUEN_Sitona_lineatus",11
"935","POCUDR_Sitophilus_granarius",9
"936","POCUDR_Sitophilus_oryzae",8.5
"937","POCUDR_Sitophilus_zeamais",11
"938","POCHCL_Smaragdina_sp",12
"939","POCHBR_Spermophagus_sp",16
"940","POCHGA_Sphaeroderma_sp",26
"941","ADCAHA_Sphallomorpha_sp",19
"942","POCUDR_Sphenophorus_sp",15
"943","POCESP_Spondylis_sp",15
"944","POSTST_Staphylinus_sp",22
"945","POANAN_Stegobium_paniceum",9
"946","ADCAHA_Stenolophus_lecontei",13
"947","ADCAHA_Stenolophus_mixtus",18
"948","ADCAHA_Stenolophus_teutonus",12
"949","POTEPI_Stenosis_sp",10
"950","POCECE_Stenygra_sp",10
"951","POHYHY_Sternolophus_sp",9
"952","ADDYHY_Stictotarsus_griseostriatus",31
"953","POCHCA_Stolas_sp",13
"954","ADCAHA_Stomis_sp",19
"955","POCELE_Strangalia_sp",10
"956","POCUEN_Strophosoma_capitatum",11
"957","POCUEN_Strophosoma_melanogrammum",16
"958","POCICI_Sulcasis_sp",11
"959","POSCSC_Sulcophanaeus_sp",10
"960","POCOCO_Sumnius_sp",9
"961","POCUEN_Sympiezomias_cribricollis",11
"962","ADCAHA_Syntomus_sp",21
"963","POCHGA_Syphrea_sp",11
"964","POCHGA_Systena_sp",16
"965","POSTTA_Tachinus_sp",13
"966","ADCACI_Taenidia_circumdata",12
"967","POCUEN_Tanymecus_sp",11
"968","POCUER_Tanysphyrus_lemnae",8.5
"969","POCUCO_Telephae_sp",13
"970","POTETE_Tenebrio_molitor",10
"971","POTRTR_Tenebroides_sp",12
"972","POTEPI_Tentyria_rotundata",10
"973","POTEPI_Tentyria_schaumi",10
"974","POMEME_Tetraonyx_sp",10
"975","POCELA_Tetraopes_femoratus",10
"976","POCELA_Tetraopes_tetropthalmus",10
"977","POTETE_Tetratoma_sp",8
"978","POCESP_Tetropium_castaneum",11
"979","POCESP_Tetropium_fuscum",11
"980","POCESP_Tetropium_gabrieli",12
"981","POCLCL_Thanasimus_sp",9
"982","POSISI_Thanatophilus_sp",13
"983","ADCACI_Therates_sp",12
"984","POCHCH_Timarcha_aurichalcea",9
"985","POCHCH_Timarcha_balearica",11
"986","POCHCH_Timarcha_calceata",15
"987","POCHCH_Timarcha_cornuta",9
"988","POCHCH_Timarcha_cyanescens",10
"989","POCHCH_Timarcha_erosa",10
"990","POCHCH_Timarcha_espanoli",13
"991","POCHCH_Timarcha_fallax",10
"992","POCHCH_Timarcha_geniculata",10
"993","POCHCH_Timarcha_goettingensis",10
"994","POCHCH_Timarcha_gougeleti",10
"995","POCHCH_Timarcha_granadensis",11
"996","POCHCH_Timarcha_hispanica",10
"997","POCHCH_Timarcha_insparsa",10
"998","POCHCH_Timarcha_intermedia",10
"999","POCHCH_Timarcha_interstitialis",10
"1000","POCHCH_Timarcha_intricata",22
"1001","POCHCH_Timarcha_lugens",10
"1002","POCHCH_Timarcha_marginicollis",10
"1003","POCHCH_Timarcha_maritima",10
"1004","POCHCH_Timarcha_metallica",10
"1005","POCHCH_Timarcha_montserratensis",10
"1006","POCHCH_Timarcha_perezi",10
"1007","POCHCH_Timarcha_pimelioides",14
"1008","POCHCH_Timarcha_recticollis",10
"1009","POCHCH_Timarcha_rugosa",13
"1010","POCHCH_Timarcha_scabripennis",13
"1011","POCHCH_Timarcha_sinuaticollis",10
"1012","POCHCH_Timarcha_strangulata",14
"1013","POCHCH_Timarcha_tenebricosa",10
"1014","POCHCH_Timarcha_ventricosa",13
"1015","POSCSC_Tiniocellus_spinipes",12
"1016","ADTRTR_Trachypachus_holmbergi",19
"1017","ADTRTR_Trachypachus_slevini",19
"1018","POCUEN_Trachyphloeus_sp",22
"1019","ADCATR_Trechus_obtusus",12
"1020","ADCATR_Trechus_quadristriatus",12
"1021","POTETE_Tribolium_anaphe",10
"1022","POTETE_Tribolium_audax",10
"1023","POTETE_Tribolium_brevicornis",9
"1024","POTETE_Tribolium_castaneum",10
"1025","POTETE_Tribolium_confusum",9
"1026","POTETE_Tribolium_destructor",9
"1027","POTETE_Tribolium_freemani",10
"1028","POTETE_Tribolium_madens",10
"1029","POSCCE_Trichius_zonatus",10
"1030","POCLCL_Trichodes_apiarius",9
"1031","POCLCL_Trichodes_ornatus_sp",9
"1032","POERER_Triplax_thoracica",9
"1033","POCHGA_Trirhabda_canadensis",15.5
"1034","POCHGA_Trirhabda_virgata",14
"1035","PODEME_Trogoderma_glabrum",9
"1036","PODEME_Trogoderma_variabile",9
"1037","POSCCE_Tropinota_sp",10
"1038","POCUEN_Tropiphorus_carinatus",16
"1039","POHYHY_Tropisternus_sp",9
"1040","POCUSC_Trypodendron_lineatum",13
"1041","POCUTY_Tychius_sp",18.5
"1042","POTETE_Uloma_sp",10
"1043","POCELA_Uraecha_bimaculata",16
"1044","POCHGA_Walterianella_sp",17
"1045","POCHGA_Xanthogaleruca_luteola",15
"1046","POCELA_Xenolea_sp",16
"1047","POCUSC_Xyleborus_sp",20
"1048","POCUSC_Xylosandrus_compactus",10
"1049","POCUSC_Xylosandrus_germanus",8
"1050","POCECE_Xylotrechus_sp",10
"1051","POCHBR_Zabrotes_subfasciatus",13
"1052","ADCAHA_Zabrus_sp",27
"1053","POCUCE_Zacladus_geranii",14
"1054","POMEME_Zonitis_sp",10
"1055","POZOZO_Zopherus_sp",8
"1056","POTEPI_Zophosis_sp",10
"1057","POCHCH_Zygogramma_sp",13
